upper,effects,lower,ate,ate_upper,ate_lower,z_values
49.45683860080841,-6.6166548749543885,-62.69014835071718,-16.556477146855126,52.292091103350586,-85.40504539706085,30.0
54.78864700807744,-5.44145694138723,-65.67156089085191,-16.556477146855126,52.292091103350586,-85.40504539706085,31.0
52.222052285866866,-6.830979641609222,-65.88401156908532,-16.556477146855126,52.292091103350586,-85.40504539706085,32.0
61.002278497045566,-6.461110775054564,-73.9245000471547,-16.556477146855126,52.292091103350586,-85.40504539706085,33.0
54.30894857868875,-12.735164033757094,-79.77927664620293,-16.556477146855126,52.292091103350586,-85.40504539706085,34.0
49.1919965210789,-12.017156801830687,-73.22631012474028,-16.556477146855126,52.292091103350586,-85.40504539706085,35.0
50.40628836502315,-14.958375804472672,-80.32303997396849,-16.556477146855126,52.292091103350586,-85.40504539706085,36.0
54.539976661312394,-15.119120368906989,-84.77821739912638,-16.556477146855126,52.292091103350586,-85.40504539706085,37.0
53.814189077168166,-17.155341405348818,-88.12487188786581,-16.556477146855126,52.292091103350586,-85.40504539706085,38.0
52.39331214786198,-18.166241864524366,-88.72579587691071,-16.556477146855126,52.292091103350586,-85.40504539706085,39.0
46.93567402447274,-14.102658123244003,-75.14099027096074,-16.556477146855126,52.292091103350586,-85.40504539706085,40.0
54.104315941334406,-16.337318619628576,-86.77895318059156,-16.556477146855126,52.292091103350586,-85.40504539706085,41.0
51.01062664376342,-22.87478601033677,-96.76019866443696,-16.556477146855126,52.292091103350586,-85.40504539706085,42.0
46.84422395199127,-22.511241575184656,-91.86670710236058,-16.556477146855126,52.292091103350586,-85.40504539706085,43.0
49.37837128208801,-18.11111180714444,-85.60059489637689,-16.556477146855126,52.292091103350586,-85.40504539706085,44.0
53.88817620811646,-19.809948919872856,-93.50807404786217,-16.556477146855126,52.292091103350586,-85.40504539706085,45.0
52.62977485092438,-20.082150062327216,-92.79407497557881,-16.556477146855126,52.292091103350586,-85.40504539706085,46.0
57.44726129274668,-28.795874942502643,-115.03901117775197,-16.556477146855126,52.292091103350586,-85.40504539706085,47.0
47.97992162761511,-20.617247724338938,-89.21441707629299,-16.556477146855126,52.292091103350586,-85.40504539706085,48.0
58.78649916153756,-21.72612650301103,-102.23875216755962,-16.556477146855126,52.292091103350586,-85.40504539706085,49.0
68.11017287152511,-19.801148693386892,-107.7124702582989,-16.556477146855126,52.292091103350586,-85.40504539706085,50.0
