upper,effects,lower,ate,z_values
36.39687368986637,9.78348327569276,-16.82990713848085,0.0,30.0
49.82544040824728,14.192164999192002,-21.441110409863278,0.0,31.0
34.18597785833353,12.216109423136174,-9.753759012061185,0.0,32.0
42.70534849033915,11.680314670041327,-19.34471915025649,0.0,33.0
21.932032483845994,5.063683027545981,-11.804666428754032,0.0,34.0
21.738285561973637,3.660760338857056,-14.416764884259525,0.0,35.0
15.375511640691023,0.9128039346960719,-13.54990377129888,0.0,36.0
22.443570260273304,6.083728361895112,-10.27611353648308,0.0,37.0
18.7784081136873,0.8614212580290328,-17.055565597629233,0.0,38.0
14.1742385435938,-0.89271492693873,-15.95966839747126,0.0,39.0
17.378951313144373,4.410524362813064,-8.557902587518246,0.0,40.0
18.11173949457492,2.4349750898958877,-13.241789314783142,0.0,41.0
10.986961734010658,-3.309544775448913,-17.60605128490848,0.0,42.0
7.77858104743858,-5.019547388006792,-17.817675823452163,0.0,43.0
13.418224652238749,-0.0709124201651532,-13.560049492569053,0.0,44.0
9.315025759933778,-6.701682610848028,-22.718390981629835,0.0,45.0
15.369158996490231,-2.0855647887085453,-19.540288573907322,0.0,46.0
15.458340942213805,-11.723656781802376,-38.90565450581856,0.0,47.0
16.47843950808902,-6.475116395122399,-29.42867229833382,0.0,48.0
11.237408321803947,-15.570124533837628,-42.377657389479204,0.0,49.0
23.638839356259602,-11.719926906494578,-47.07869316924876,0.0,50.0
