line_Treat 0,line_Treat 1,line_Treat 2,bin_Treat 0,bin_Treat 1,bin_Treat 2
0.8930004788548421,0.9165161853393017,0.5743857364923198,0.050955952380952345,0.05721428571428574,0.06863968253968258
1.4896921349354604,1.5672894959963641,1.2684607214458794,0.07868754841649575,0.09133629629629633,0.11563215597533785
2.254760626318831,2.3776252118036036,2.2697001429364043,0.10641914445203916,0.12545830687830692,0.16262462941099312
3.096445527425932,3.1997987306645923,3.2906222572542103,0.13415074048758258,0.1595803174603175,0.2096171028466484
3.858207053946155,3.8202080597706516,3.8654998542966514,0.16188233652312597,0.1937023280423281,0.25660957628230363
4.361809575361038,4.046098595253702,3.6791828831003732,0.1896139325586694,0.22782433862433868,0.3036020497179589
4.474113084608575,3.801640070417449,2.837364791930897,0.2173455285942128,0.26194634920634924,0.35059452315361417
4.163957580257661,3.1687693006416464,1.772952331899862,0.24507712462975623,0.2960683597883598,0.39758699658926944
3.5161283570186277,2.3431243510271513,0.8976293150693316,0.2728087206652996,0.3301903703703704,0.4445794700249247
2.693904708153992,1.5370399061819138,0.3682265341322555,0.300540316700843,0.364312380952381,0.49157194346058
1.8726595182714754,0.8944581780905766,0.1223914887427477,0.32827191273638645,0.3984343915343916,0.5385644168962352
1.181121295375533,0.4617639509815184,0.03296138403092949,0.3560035087719299,0.43255640211640217,0.5855568903318905
0.6759106068485367,0.21147795482635304,,0.38373510480747325,0.46667841269841276,
0.35094827178033966,0.08592019783465522,,0.4114667008430167,0.5008004232804234,
0.16533166480974054,0.030967812237623748,,0.4391982968785601,0.534922433862434,
0.07066885489478164,0.009901725264394399,,0.4669298929141035,0.5690444444444446,
0.02740685195336575,,,0.4946614889496469,,
0.009643825377931162,,,0.5223930849851903,,
0.0030789214306032875,,,0.5501246810207336,,
0.0008918810973226795,,,0.5778562770562771,,
