upper,effects,lower,ate,ate_upper,ate_lower,z_values
-9779.58495238607,-12434.438739440851,-15089.292526495632,-7232.653719973282,-5615.921863886087,-8849.385576060478,1.0
-2074.469272272618,-3730.2719349177187,-5386.07459756282,-7232.653719973282,-5615.921863886087,-8849.385576060478,2.0
