upper,effects,lower,ate,z_values
4879.027058628786,3083.8434939364092,1288.6599292440328,0.0,1.0
2356.55863727922,1506.0528470342986,655.5470567893773,0.0,2.0
-145.02075163374434,-749.4823059856398,-1353.9438603375352,0.0,3.0
-1153.6206143670613,-2400.3279062693364,-3647.0351981716112,0.0,4.0
