upper,effects,lower,ate,ate_upper,ate_lower,z_values
-9.341618207231278,-10.414635117448377,-11.487652027665476,-10.273591393653215,-9.366684672765617,-11.180498114540812,30.0
-8.902664566582397,-10.118640390682419,-11.334616214782441,-10.273591393653215,-9.366684672765617,-11.180498114540812,31.0
-9.428159800355369,-10.439229273192183,-11.450298746028997,-10.273591393653215,-9.366684672765617,-11.180498114540812,32.0
-9.276899066116423,-10.348015871449961,-11.4191326767835,-10.273591393653215,-9.366684672765617,-11.180498114540812,33.0
-9.594095385762833,-10.51926968183886,-11.444443977914888,-10.273591393653215,-9.366684672765617,-11.180498114540812,34.0
-9.488185392930633,-10.437351315001699,-11.386517237072765,-10.273591393653215,-9.366684672765617,-11.180498114540812,35.0
-9.369569894354113,-10.375908216214299,-11.382246538074485,-10.273591393653215,-9.366684672765617,-11.180498114540812,36.0
-9.249351650976912,-10.275402876994182,-11.301454103011451,-10.273591393653215,-9.366684672765617,-11.180498114540812,37.0
-9.413131418767819,-10.344787405913053,-11.276443393058287,-10.273591393653215,-9.366684672765617,-11.180498114540812,38.0
-9.097521945343185,-10.068737051949492,-11.0399521585558,-10.273591393653215,-9.366684672765617,-11.180498114540812,39.0
-9.28488234022594,-10.243109689938953,-11.201337039651966,-10.273591393653215,-9.366684672765617,-11.180498114540812,40.0
-9.131068548118606,-10.086441904222902,-11.041815260327198,-10.273591393653215,-9.366684672765617,-11.180498114540812,41.0
-9.381654876029597,-10.32710383598066,-11.272552795931723,-10.273591393653215,-9.366684672765617,-11.180498114540812,42.0
-9.33505023713374,-10.311661358611717,-11.288272480089695,-10.273591393653215,-9.366684672765617,-11.180498114540812,43.0
-9.140464467349839,-10.208473984843305,-11.276483502336772,-10.273591393653215,-9.366684672765617,-11.180498114540812,44.0
-9.14830363339728,-10.178736709683408,-11.209169785969536,-10.273591393653215,-9.366684672765617,-11.180498114540812,45.0
-9.0970521938791,-10.191005804282948,-11.284959414686798,-10.273591393653215,-9.366684672765617,-11.180498114540812,46.0
-9.041743005824404,-10.116020718075987,-11.19029843032757,-10.273591393653215,-9.366684672765617,-11.180498114540812,47.0
-9.206869432880245,-10.27443676224103,-11.342004091601817,-10.273591393653215,-9.366684672765617,-11.180498114540812,48.0
-9.228231820374422,-10.33124331953498,-11.434254818695539,-10.273591393653215,-9.366684672765617,-11.180498114540812,49.0
-9.090541866939633,-10.203535164658897,-11.31652846237816,-10.273591393653215,-9.366684672765617,-11.180498114540812,50.0
