upper,effects,lower,ate,z_values
-0.13755366875968175,-0.35869694957483556,-0.5798402303899893,0.0,30.0
-0.14105242926097533,-0.4093332733623706,-0.6776141174637658,0.0,31.0
-0.08444330185433938,-0.3000772446045921,-0.5157111873548449,0.0,32.0
-0.06834350681600865,-0.26854731692055855,-0.46875112702510846,0.0,33.0
-0.06457058704240437,-0.24425037638065844,-0.4239301657189125,0.0,34.0
-0.09113326006632247,-0.23478705740165862,-0.37844085473699474,0.0,35.0
0.06591958005625351,-0.06713249755445647,-0.20018457516516644,0.0,36.0
0.0740018497527557,-0.04288875875285921,-0.1597793672584741,0.0,37.0
0.019281553291704834,-0.11035134013900122,-0.23998423356970727,0.0,38.0
0.15415488760974783,0.05378057055451035,-0.046593746500727125,0.0,39.0
0.11718465079552977,0.027228472678178003,-0.06272770543917376,0.0,40.0
0.1341528828499769,0.03979674217117202,-0.05455939850763285,0.0,41.0
0.2110095829789007,0.09093925590139504,-0.029131071176110634,0.0,42.0
0.21869479538832293,0.09906752494647834,-0.020559745495366225,0.0,43.0
0.21210751100540415,0.08371573561436028,-0.04467603977668359,0.0,44.0
0.2618228866678586,0.13382523505322952,0.005827583438600459,0.0,45.0
0.37219035366987885,0.2211456729712484,0.07010099227261798,0.0,46.0
0.3816461307642932,0.23264054644510435,0.08363496212591545,0.0,47.0
0.4682872611459404,0.2894509657548254,0.11061467036371037,0.0,48.0
0.42501843618433216,0.26370467964179467,0.10239092309925718,0.0,49.0
0.41769671997100083,0.2505170466078979,0.08333737324479501,0.0,50.0
