upper,effects,lower,ate,z_values
-3781.5063470744117,-5190.934049173289,-6600.361751272167,0.0,30.0
-3724.84960952727,-5132.154604985908,-6539.459600444547,0.0,31.0
-2971.5333097129005,-4232.177617848537,-5492.8219259841735,0.0,32.0
-2806.9137079545712,-3955.89504000029,-5104.876372046008,0.0,33.0
-2878.873678209603,-3959.2261261064414,-5039.57857400328,0.0,34.0
-2323.827938598337,-3147.1204491112767,-3970.4129596242165,0.0,35.0
-1227.3031289099602,-1952.4933735820168,-2677.6836182540737,0.0,36.0
-461.7244258253361,-1147.4471194124924,-1833.1698129996487,0.0,37.0
-1210.680096229793,-1942.552384347943,-2674.424672466093,0.0,38.0
1339.6570489622925,807.9782591073136,276.2994692523348,0.0,39.0
1541.590243260491,1049.7900499687892,557.9898566770873,0.0,40.0
1855.7426692091703,1306.3798472588,757.0170253084297,0.0,41.0
1309.1622391215305,632.9612679089039,-43.23970330372288,0.0,42.0
1813.8433306734446,1177.0734464434968,540.3035622135488,0.0,43.0
2915.970693233836,2233.1695164436273,1550.368339653419,0.0,44.0
3038.271001189805,2335.6711808832283,1633.0713605766518,0.0,45.0
4555.761380746854,3688.050072543041,2820.338764339228,0.0,46.0
4390.091208656143,3438.8484510534654,2487.6056934507874,0.0,47.0
4179.155222978479,3269.3530450167887,2359.5508670550985,0.0,48.0
4566.0865151314465,3625.2980074464176,2684.5094997613887,0.0,49.0
4320.647865706917,3350.671387481603,2380.694909256288,0.0,50.0
