upper,effects,lower,ate,ate_upper,ate_lower,z_values
-7484.094071655826,-10390.694332306972,-13297.294592958118,-7732.474446244218,-5346.520932766012,-10118.427959722423,30.0
-7312.128215791865,-9883.13023341648,-12454.132251041094,-7732.474446244218,-5346.520932766012,-10118.427959722423,31.0
-6924.606655201666,-9762.834114539191,-12601.061573876716,-7732.474446244218,-5346.520932766012,-10118.427959722423,32.0
-6987.958024274036,-9732.179639608785,-12476.401254943534,-7732.474446244218,-5346.520932766012,-10118.427959722423,33.0
-6953.765734688146,-9917.464701675484,-12881.163668662823,-7732.474446244218,-5346.520932766012,-10118.427959722423,34.0
-6562.236917642889,-9208.787198022066,-11855.337478401243,-7732.474446244218,-5346.520932766012,-10118.427959722423,35.0
-5997.254233915868,-8525.66161092194,-11054.06898792801,-7732.474446244218,-5346.520932766012,-10118.427959722423,36.0
-5834.37467902937,-8284.488009669043,-10734.601340308716,-7732.474446244218,-5346.520932766012,-10118.427959722423,37.0
-6093.630076275309,-8633.79482983752,-11173.95958339973,-7732.474446244218,-5346.520932766012,-10118.427959722423,38.0
-4963.447578944588,-7399.091007830678,-9834.734436716768,-7732.474446244218,-5346.520932766012,-10118.427959722423,39.0
-4467.197581755618,-6789.090649768443,-9110.983717781268,-7732.474446244218,-5346.520932766012,-10118.427959722423,40.0
-4566.572003737908,-7002.355614393336,-9438.139225048762,-7732.474446244218,-5346.520932766012,-10118.427959722423,41.0
-5350.381674864482,-7950.758803557546,-10551.13593225061,-7732.474446244218,-5346.520932766012,-10118.427959722423,42.0
-4642.745999583731,-7227.930418483693,-9813.114837383655,-7732.474446244218,-5346.520932766012,-10118.427959722423,43.0
-4271.212126141962,-6663.895801886927,-9056.579477631893,-7732.474446244218,-5346.520932766012,-10118.427959722423,44.0
-3926.617323954755,-6325.53085477066,-8724.444385586565,-7732.474446244218,-5346.520932766012,-10118.427959722423,45.0
-3342.895238027094,-5823.645446568878,-8304.39565511066,-7732.474446244218,-5346.520932766012,-10118.427959722423,46.0
-3150.360178121595,-5834.863821769112,-8519.36746541663,-7732.474446244218,-5346.520932766012,-10118.427959722423,47.0
-3801.9602254951706,-6438.462172754609,-9074.964120014047,-7732.474446244218,-5346.520932766012,-10118.427959722423,48.0
-3501.39877919531,-6175.487369773785,-8849.57596035226,-7732.474446244218,-5346.520932766012,-10118.427959722423,49.0
-3519.6503413466617,-6271.351266469737,-9023.052191592813,-7732.474446244218,-5346.520932766012,-10118.427959722423,50.0
