upper,effects,lower,ate,ate_upper,ate_lower,z_values
-15481.038544821447,-18085.7054868404,-20690.372428859355,-20681.57801142776,-18481.039221098126,-22882.11680175739,30.0
-14092.089830146622,-16842.583204310977,-19593.07657847533,-20681.57801142776,-18481.039221098126,-22882.11680175739,31.0
-15884.527443419056,-18405.802814105173,-20927.078184791288,-20681.57801142776,-18481.039221098126,-22882.11680175739,32.0
-15665.912638354963,-18203.96309642458,-20742.0135544942,-20681.57801142776,-18481.039221098126,-22882.11680175739,33.0
-16994.24180480933,-19358.492386846985,-21722.74296888464,-20681.57801142776,-18481.039221098126,-22882.11680175739,34.0
-16873.724518726343,-19195.020092446463,-21516.31566616658,-20681.57801142776,-18481.039221098126,-22882.11680175739,35.0
-17240.161677684737,-19635.168982785148,-22030.17628788556,-20681.57801142776,-18481.039221098126,-22882.11680175739,36.0
-17488.592096317367,-19865.034502540733,-22241.4769087641,-20681.57801142776,-18481.039221098126,-22882.11680175739,37.0
-17339.366179754725,-19576.411134466558,-21813.45608917839,-20681.57801142776,-18481.039221098126,-22882.11680175739,38.0
-18326.946373041403,-20632.017218757428,-22937.088064473453,-20681.57801142776,-18481.039221098126,-22882.11680175739,39.0
-18606.74418964296,-20863.520240637994,-23120.29629163303,-20681.57801142776,-18481.039221098126,-22882.11680175739,40.0
-18611.90423829314,-20922.155957991265,-23232.40767768939,-20681.57801142776,-18481.039221098126,-22882.11680175739,41.0
-18608.780080622822,-20965.746444631557,-23322.71280864029,-20681.57801142776,-18481.039221098126,-22882.11680175739,42.0
-19040.107346786535,-21465.000906403584,-23889.894466020633,-20681.57801142776,-18481.039221098126,-22882.11680175739,43.0
-19077.165749838845,-21606.141338171063,-24135.11692650328,-20681.57801142776,-18481.039221098126,-22882.11680175739,44.0
-19244.83327260076,-21740.125230307654,-24235.417188014548,-20681.57801142776,-18481.039221098126,-22882.11680175739,45.0
-19967.275206529906,-22662.158735027995,-25357.042263526084,-20681.57801142776,-18481.039221098126,-22882.11680175739,46.0
-20008.374851040768,-22766.279395986654,-25524.18394093254,-20681.57801142776,-18481.039221098126,-22882.11680175739,47.0
-20204.77315080117,-22930.37666162866,-25655.980172456148,-20681.57801142776,-18481.039221098126,-22882.11680175739,48.0
-20650.78415786085,-23437.701886246326,-26224.619614631803,-20681.57801142776,-18481.039221098126,-22882.11680175739,49.0
-20163.37218514309,-23006.09013646549,-25848.80808778789,-20681.57801142776,-18481.039221098126,-22882.11680175739,50.0
