upper,effects,lower,ate,ate_upper,ate_lower,z_values
-35666.37476222413,-38585.164939302,-41503.95511637987,-39476.99745236774,-36938.67163012285,-42015.32327461262,30.0
-33068.82644667297,-36283.80452748898,-39498.782608304995,-39476.99745236774,-36938.67163012285,-42015.32327461262,31.0
-35682.72981824639,-38472.78191862107,-41262.834018995745,-39476.99745236774,-36938.67163012285,-42015.32327461262,32.0
-35041.9992790573,-37789.79974981113,-40537.60022056496,-39476.99745236774,-36938.67163012285,-42015.32327461262,33.0
-37385.38292062049,-39983.864742657985,-42582.34656469548,-39476.99745236774,-36938.67163012285,-42015.32327461262,34.0
-36656.63394683728,-39196.859207789195,-41737.08446874111,-39476.99745236774,-36938.67163012285,-42015.32327461262,35.0
-36125.79822979327,-38869.92838704173,-41614.05854429019,-39476.99745236774,-36938.67163012285,-42015.32327461262,36.0
-35437.74302285281,-38119.497313969296,-40801.25160508578,-39476.99745236774,-36938.67163012285,-42015.32327461262,37.0
-36269.56446223124,-38668.38698320974,-41067.20950418824,-39476.99745236774,-36938.67163012285,-42015.32327461262,38.0
-36394.36874829637,-39234.325670515216,-42074.28259273406,-39476.99745236774,-36938.67163012285,-42015.32327461262,39.0
-35926.06697982513,-38672.44883231892,-41418.83068481271,-39476.99745236774,-36938.67163012285,-42015.32327461262,40.0
-36214.307969559464,-38970.34919483904,-41726.39042011861,-39476.99745236774,-36938.67163012285,-42015.32327461262,41.0
-37219.98076367272,-40130.377526532524,-43040.77428939233,-39476.99745236774,-36938.67163012285,-42015.32327461262,42.0
-37370.90407129947,-40369.520971751685,-43368.1378722039,-39476.99745236774,-36938.67163012285,-42015.32327461262,43.0
-36926.582392294775,-40156.779839169365,-43386.977286043955,-39476.99745236774,-36938.67163012285,-42015.32327461262,44.0
-36695.87600920318,-39848.062734735264,-43000.24946026735,-39476.99745236774,-36938.67163012285,-42015.32327461262,45.0
-36272.14277002139,-39727.84181395403,-43183.54085788667,-39476.99745236774,-36938.67163012285,-42015.32327461262,46.0
-36698.716106322085,-40290.70164060732,-43882.68717489256,-39476.99745236774,-36938.67163012285,-42015.32327461262,47.0
-38012.80493827004,-41563.24278529297,-45113.680632315896,-39476.99745236774,-36938.67163012285,-42015.32327461262,48.0
-37692.39005269097,-41286.46976814349,-44880.54948359601,-39476.99745236774,-36938.67163012285,-42015.32327461262,49.0
-37740.579418895955,-41416.04919486429,-45091.51897083262,-39476.99745236774,-36938.67163012285,-42015.32327461262,50.0
