upper,effects,lower,ate,ate_upper,ate_lower,z_values
-8.6667336262714,-9.825191614297898,-10.983649602324396,-10.705799495591707,-9.787991308222336,-11.623607682961078,30.0
-8.386236962504949,-9.69641030623421,-11.00658364996347,-10.705799495591707,-9.787991308222336,-11.623607682961078,31.0
-8.788026858864702,-9.903266426103858,-11.018505993343014,-10.705799495591707,-9.787991308222336,-11.623607682961078,32.0
-8.783579151909912,-9.927932087970722,-11.072285024031533,-10.705799495591707,-9.787991308222336,-11.623607682961078,33.0
-9.003228933543998,-9.988943034041679,-10.97465713453936,-10.705799495591707,-9.787991308222336,-11.623607682961078,34.0
-9.145060627296512,-10.151687256154629,-11.158313885012745,-10.705799495591707,-9.787991308222336,-11.623607682961078,35.0
-9.336813626700948,-10.399047321660959,-11.461281016620969,-10.705799495591707,-9.787991308222336,-11.623607682961078,36.0
-9.533699423143853,-10.602914709814147,-11.672129996484442,-10.705799495591707,-9.787991308222336,-11.623607682961078,37.0
-9.373544828644244,-10.347279975265064,-11.321015121885884,-10.705799495591707,-9.787991308222336,-11.623607682961078,38.0
-9.728291351315697,-10.70516776805848,-11.682044184801263,-10.705799495591707,-9.787991308222336,-11.623607682961078,39.0
-10.00825562156472,-10.973398586988763,-11.938541552412806,-10.705799495591707,-9.787991308222336,-11.623607682961078,40.0
-9.887008009773782,-10.842736359114198,-11.798464708454615,-10.705799495591707,-9.787991308222336,-11.623607682961078,41.0
-9.79778945404077,-10.743239696236959,-11.688689938433148,-10.705799495591707,-9.787991308222336,-11.623607682961078,42.0
-9.87938881302598,-10.854241230527187,-11.829093648028394,-10.705799495591707,-9.787991308222336,-11.623607682961078,43.0
-10.128616416603295,-11.174276615005759,-12.219936813408223,-10.705799495591707,-9.787991308222336,-11.623607682961078,44.0
-10.121573302805874,-11.132730501276008,-12.143887699746141,-10.705799495591707,-9.787991308222336,-11.623607682961078,45.0
-10.38645832130301,-11.457339337003425,-12.52822035270384,-10.705799495591707,-9.787991308222336,-11.623607682961078,46.0
-10.216582673502113,-11.274162021753611,-12.331741370005108,-10.705799495591707,-9.787991308222336,-11.623607682961078,47.0
-10.251589645692878,-11.294403446880253,-12.337217248067628,-10.705799495591707,-9.787991308222336,-11.623607682961078,48.0
-10.49232471358841,-11.551234301334134,-12.610143889079858,-10.705799495591707,-9.787991308222336,-11.623607682961078,49.0
-10.252510384416214,-11.33526820599741,-12.418026027578607,-10.705799495591707,-9.787991308222336,-11.623607682961078,50.0
