upper,effects,lower,ate,z_values
7595.764164386674,4098.146443778688,600.528723170702,0.0,8.0
5480.2415238952,3287.345384060858,1094.4492442265168,0.0,9.0
527.3523310773578,-742.291376437187,-2011.9350839517317,0.0,10.0
-331.99906053206087,-3493.2295314248695,-6654.460002317678,0.0,12.0
