upper,effects,lower,ate,z_values
1425.790514500889,-447.7845364852942,-2321.3595874714774,0.0,30.0
2171.4316377355376,105.28337794921799,-1960.8648818371016,0.0,31.0
1254.683449756114,-396.73930456320545,-2048.162058882525,0.0,32.0
1589.2972393298298,-38.472361957671865,-1666.2419632451736,0.0,33.0
788.9907884251254,-677.3153036558392,-2143.6213957368036,0.0,34.0
1019.3099063672677,-181.32914134421742,-1381.9681890557026,0.0,35.0
857.5307082861373,-291.30226431928213,-1440.1352369247015,0.0,36.0
1222.2517313766216,148.23076267470208,-925.7902060272176,0.0,37.0
745.709924207229,-286.320004895899,-1318.3499339990271,0.0,38.0
1067.4218744046716,182.32448886347274,-702.7728966777262,0.0,39.0
937.6983898178449,171.42888273753337,-594.8406243427781,0.0,40.0
837.7855073703876,63.35513483709633,-711.0752376961949,0.0,41.0
1062.3756396337603,130.46378571448986,-801.4480682047807,0.0,42.0
937.2015260858336,-70.86650192177098,-1078.9345299293755,0.0,43.0
1601.4054235068384,475.78889512813566,-649.827633250567,0.0,44.0
1526.940726470424,419.4409453582077,-688.0588357540084,0.0,45.0
1702.7897423145646,322.207224261498,-1058.3752937915683,0.0,46.0
1541.236875434282,119.38207042577199,-1302.4727345827378,0.0,47.0
1702.620823108622,78.98440104863153,-1544.652021011359,0.0,48.0
1797.1237778837383,201.79941310816025,-1393.5249516674178,0.0,49.0
1446.009383011072,-203.77822523698978,-1853.5658334850516,0.0,50.0
