upper,effects,lower,ate,z_values
3565.8636815690497,1913.051410377854,260.23913918665835,0.0,30.0
5425.809433010103,3766.81129672265,2107.813160435197,0.0,31.0
3459.8099275906015,2000.1933541077992,540.5767806249969,0.0,32.0
3574.330883978512,2245.0768955233407,915.8229070681696,0.0,33.0
1682.2497108936568,358.2110826022324,-965.827545689192,0.0,34.0
1691.7668116734524,718.9085145405679,-253.94978259231652,0.0,35.0
1964.092988278773,1126.8923454339817,289.6917025891905,0.0,36.0
1992.1157743464937,1164.8280189637412,337.5402635809886,0.0,37.0
2012.3875022889567,1200.1106130050998,387.8337237212429,0.0,38.0
501.03730043352994,-166.87214129943115,-834.7815830323923,0.0,39.0
1384.9424288098116,716.0940231002413,47.245617390670986,0.0,40.0
911.6909576524297,276.30957329784025,-359.07181105674914,0.0,41.0
-339.62191223067725,-1141.2310331435592,-1942.8401540564412,0.0,42.0
-219.69456889387095,-998.0844821090006,-1776.4743953241305,0.0,43.0
-34.457127036345696,-863.2838121720324,-1692.110497307719,0.0,44.0
-41.9666113554963,-883.4924699645103,-1725.0183285735243,0.0,45.0
63.94818289562204,-997.4194854902184,-2058.787153876059,0.0,46.0
-338.5308971000511,-1497.9733089990284,-2657.415720898006,0.0,47.0
-1278.696988972772,-2466.297270090833,-3653.897551208894,0.0,48.0
-1122.623119603284,-2337.8887362969626,-3553.154352990641,0.0,49.0
-915.6436638451837,-2167.5355752380956,-3419.4274866310075,0.0,50.0
