upper,effects,lower,ate,ate_upper,ate_lower,z_values
8718.540247922472,6579.106465109369,4439.6726822962655,5662.065802776255,7892.50123554743,3431.6303700050794,0.0
7748.6189592531955,5409.480100093846,3070.3412409344965,5662.065802776255,7892.50123554743,3431.6303700050794,1.0
