upper,effects,lower,ate,ate_upper,ate_lower,z_values
-1.2185772615070134,-1.570211520988277,-1.9218457804695406,-1.684921673290141,-1.379584998717505,-1.990258347862777,30.0
-1.1913863357221102,-1.5933018486707402,-1.9952173616193702,-1.684921673290141,-1.379584998717505,-1.990258347862777,31.0
-1.211956707502996,-1.560651942052579,-1.9093471766021621,-1.684921673290141,-1.379584998717505,-1.990258347862777,32.0
-1.1879186703977715,-1.5451480266814568,-1.902377382965142,-1.684921673290141,-1.379584998717505,-1.990258347862777,33.0
-1.2150886845176783,-1.539056807654211,-1.8630249307907438,-1.684921673290141,-1.379584998717505,-1.990258347862777,34.0
-1.2966492470166826,-1.6194404767202684,-1.9422317064238541,-1.684921673290141,-1.379584998717505,-1.990258347862777,35.0
-1.313397347650945,-1.6486094819491233,-1.9838216162473015,-1.684921673290141,-1.379584998717505,-1.990258347862777,36.0
-1.3039701149619336,-1.6417902086337257,-1.9796103023055178,-1.684921673290141,-1.379584998717505,-1.990258347862777,37.0
-1.2734904066991783,-1.598875738014074,-1.9242610693289695,-1.684921673290141,-1.379584998717505,-1.990258347862777,38.0
-1.3809484888797376,-1.710501409366697,-2.0400543298536564,-1.684921673290141,-1.379584998717505,-1.990258347862777,39.0
-1.386558507852023,-1.7043638587124321,-2.022169209572841,-1.684921673290141,-1.379584998717505,-1.990258347862777,40.0
-1.4176534587373513,-1.7287973114584774,-2.0399411641796035,-1.684921673290141,-1.379584998717505,-1.990258347862777,41.0
-1.3943766332959675,-1.6966818458025141,-1.9989870583090608,-1.684921673290141,-1.379584998717505,-1.990258347862777,42.0
-1.4269464724766607,-1.7288043632760122,-2.030662254075364,-1.684921673290141,-1.379584998717505,-1.990258347862777,43.0
-1.4676305037173307,-1.799200853491027,-2.1307712032647235,-1.684921673290141,-1.379584998717505,-1.990258347862777,44.0
-1.4487174972222197,-1.7604098345257846,-2.0721021718293495,-1.684921673290141,-1.379584998717505,-1.990258347862777,45.0
-1.490173004469595,-1.8205164616227503,-2.1508599187759057,-1.684921673290141,-1.379584998717505,-1.990258347862777,46.0
-1.467412812447236,-1.7829283901524855,-2.098443967857735,-1.684921673290141,-1.379584998717505,-1.990258347862777,47.0
-1.4132977062762349,-1.7320167154355988,-2.0507357245949627,-1.684921673290141,-1.379584998717505,-1.990258347862777,48.0
-1.4449430835288877,-1.7577765847084268,-2.070610085887966,-1.684921673290141,-1.379584998717505,-1.990258347862777,49.0
-1.447627182956682,-1.756080013237583,-2.0645328435184838,-1.684921673290141,-1.379584998717505,-1.990258347862777,50.0
