upper,effects,lower,ate,z_values
7103.872385063885,4666.465275469913,2229.0581658759406,0.0,30.0
9155.423061862186,6540.155166327657,3924.8872707931273,0.0,31.0
6148.7409085943,3942.42673200231,1736.1125554103205,0.0,32.0
6518.662226901163,4339.414238446578,2160.166249991992,0.0,33.0
4625.483868852629,2663.008662624992,700.5334563973556,0.0,34.0
4450.921474700222,2828.096428400936,1205.2713821016505,0.0,35.0
3282.4496050815833,1801.7984230723528,321.14724106312246,0.0,36.0
2942.198445053404,1514.5231682668946,86.84789148038499,0.0,37.0
3243.191745437298,1889.414714469496,535.6376835016943,0.0,38.0
1325.623496246382,180.42402630654874,-964.7754436332846,0.0,39.0
466.1086137392333,-539.7319997867419,-1545.572613312717,0.0,40.0
418.0793567375448,-608.5129819871864,-1635.1053207119176,0.0,41.0
307.4198893672843,-939.8071913621474,-2187.034272091579,0.0,42.0
-212.9211482415792,-1567.4900146143518,-2922.058880987124,0.0,43.0
-535.6365667355121,-2030.9779757233518,-3526.3193847111916,0.0,44.0
-554.2415587133664,-2052.992345704296,-3551.7431326952255,0.0,45.0
-1826.9804689059918,-3601.392503541936,-5375.80453817788,0.0,46.0
-1401.88968417996,-3243.0469675067716,-5084.2042508335835,0.0,47.0
-1620.9471783554884,-3647.3413505971234,-5673.735522838759,0.0,48.0
-2469.456032131381,-4564.238762719882,-6659.0214933083835,0.0,49.0
-1684.5031659116644,-3797.301698078535,-5910.100230245405,0.0,50.0
