upper,effects,lower,ate,ate_upper,ate_lower,z_values
4091.0823376753615,185.3681844700277,-3720.345968735306,2922.404451456073,6700.82366864755,-856.014765735405,30.0
5657.593140416777,1569.8571673877354,-2517.8788056413055,2922.404451456073,6700.82366864755,-856.014765735405,31.0
4907.831621290229,996.8577124957593,-2914.1161962987107,2922.404451456073,6700.82366864755,-856.014765735405,32.0
4789.839233585246,906.7115136582506,-2976.4162062687446,2922.404451456073,6700.82366864755,-856.014765735405,33.0
3866.140767023432,56.82439018046682,-3752.4919866624987,2922.404451456073,6700.82366864755,-856.014765735405,34.0
5097.636911064603,1262.310076468188,-2573.0167581282267,2922.404451456073,6700.82366864755,-856.014765735405,35.0
5835.785917018761,1915.019986523685,-2005.7459439713912,2922.404451456073,6700.82366864755,-856.014765735405,36.0
5297.548639106522,1410.497405462886,-2476.5538281807508,2922.404451456073,6700.82366864755,-856.014765735405,37.0
5428.8582919109485,1716.554496066452,-1995.7492997780441,2922.404451456073,6700.82366864755,-856.014765735405,38.0
7839.782981729738,3877.011066763757,-85.76084820222422,2922.404451456073,6700.82366864755,-856.014765735405,39.0
7195.5311683187,3423.8042420329866,-347.92268425272687,2922.404451456073,6700.82366864755,-856.014765735405,40.0
7580.083559782128,3704.4603521404597,-171.16285550120892,2922.404451456073,6700.82366864755,-856.014765735405,41.0
7873.216649594449,3958.826679748877,44.43670990330429,2922.404451456073,6700.82366864755,-856.014765735405,42.0
7955.557793261298,3970.738307530096,-14.081178201106468,2922.404451456073,6700.82366864755,-856.014765735405,43.0
9082.849890798527,4937.476567788524,792.103244778521,2922.404451456073,6700.82366864755,-856.014765735405,44.0
8753.53337978987,4654.057222986554,554.5810661832384,2922.404451456073,6700.82366864755,-856.014765735405,45.0
8513.125933284626,4151.776130353405,-209.57367257781516,2922.404451456073,6700.82366864755,-856.014765735405,46.0
8071.335637156628,3787.2942271181655,-496.74718292029684,2922.404451456073,6700.82366864755,-856.014765735405,47.0
9060.374408972515,4691.712440909135,323.0504728457554,2922.404451456073,6700.82366864755,-856.014765735405,48.0
7803.653624045303,3482.43717240151,-838.7792792422833,2922.404451456073,6700.82366864755,-856.014765735405,49.0
8976.694372332375,4700.803067978275,424.9117636241763,2922.404451456073,6700.82366864755,-856.014765735405,50.0
