upper,effects,lower,ate,z_values
-1391.0828881813609,-2510.0635673488005,-3629.04424651624,0.0,30.0
-761.1123250759085,-1812.466246853913,-2863.820168631917,0.0,31.0
-963.0148680318298,-1948.7177820479499,-2934.42069606407,0.0,32.0
-851.2603244524847,-1727.533978351417,-2603.8076322503493,0.0,33.0
-1456.1600112369115,-2369.761613875542,-3283.3632165141726,0.0,34.0
-1035.126050812168,-1670.2765044856726,-2305.426958159177,0.0,35.0
-306.1786811486046,-838.4580402708311,-1370.7373993930578,0.0,36.0
155.66819099738905,-361.1420937640995,-877.9523785255881,0.0,37.0
-277.7285035503221,-831.1706832574,-1384.612862964478,0.0,38.0
832.7132936736571,439.1571411411174,45.600988608577666,0.0,39.0
1282.560931020284,868.1620442820429,453.76315754380187,0.0,40.0
1250.5849452734446,832.518942151479,414.4529390295134,0.0,41.0
521.739496952169,14.874933692195441,-491.98962956777814,0.0,42.0
889.766464239052,430.61162290672144,-28.543218425609098,0.0,43.0
1583.023890340111,1075.0842990900965,567.144707840082,0.0,44.0
1741.9795402670577,1214.042045795855,686.1045513246524,0.0,45.0
2563.150237835652,1918.161110591217,1273.1719833467819,0.0,46.0
2309.9825500764787,1582.955295595246,855.9280411140136,0.0,47.0
1898.2650621239727,1229.0829157874123,559.9007694508518,0.0,48.0
2224.783323354081,1511.2658624864982,797.7484016189154,0.0,49.0
2055.7260721039556,1321.5214738553518,587.3168756067478,0.0,50.0
