upper,effects,lower,ate,z_values
40.13216413151308,-56.745728129434994,-153.62362039038305,0.0,0.0
709.2813184535398,392.0533774533479,74.82543645315587,0.0,1.0
229.11585612637177,-209.31061720734485,-647.7370905410614,0.0,2.0
215.25136592618026,-314.3560274539158,-843.9634208340118,0.0,3.0
547.2437857539772,130.0265123880675,-287.1907609778423,0.0,4.0
