upper,effects,lower,ate,z_values
1649.3737720286053,85.80895723855787,-1477.7558575514895,0.0,30.0
3773.3253659279317,2026.5285602628742,279.7317545978167,0.0,31.0
1732.7327100796672,327.05741527464215,-1078.6178795303829,0.0,32.0
2181.265224477284,750.0809366517665,-681.103351173751,0.0,33.0
272.68449742437997,-1046.6759892947662,-2366.0364760139123,0.0,34.0
875.2555001734227,-183.71858550437815,-1242.6926711821789,0.0,35.0
1174.6144216208922,207.9509883717747,-758.7124448773427,0.0,36.0
1384.058379567814,455.40141512292803,-473.25554932195803,0.0,37.0
1131.4581169899757,273.99619370379617,-583.4657295823833,0.0,38.0
1184.6217318533447,488.7179338114542,-207.18586423043638,0.0,39.0
1341.9861111071637,686.2198150718086,30.453519036453713,0.0,40.0
1227.4235931621606,591.9409955879798,-43.541601986201044,0.0,41.0
512.1342014537806,-269.2934995116068,-1050.7212004769942,0.0,42.0
475.1077284461534,-352.8112720690999,-1180.7302725843533,0.0,43.0
1111.2927405323962,150.52097234679343,-810.2507958388093,0.0,44.0
1115.2374639424393,155.49482691595995,-804.2478101105194,0.0,45.0
1092.272702670764,-62.4196130090254,-1217.1119286888147,0.0,46.0
707.9172631175043,-501.74608896363793,-1711.4094410447801,0.0,47.0
336.2002180873392,-1019.7157344134962,-2375.6316869143316,0.0,48.0
145.77279392856462,-1244.8580123320692,-2635.488818592703,0.0,49.0
373.56640596644615,-1002.9906511823824,-2379.5477083312107,0.0,50.0
