upper,effects,lower,ate,z_values
890.5065639104298,-1275.4366371462868,-3441.3798382030036,0.0,30.0
2804.506398272063,414.7144809812002,-1975.0774363096625,0.0,31.0
1212.7995491314255,-720.4157347986795,-2653.6310187287845,0.0,32.0
1329.8444252977035,-590.7123122548464,-2511.269049807396,0.0,33.0
-167.8041054769385,-1908.4118938692632,-3649.019682261588,0.0,34.0
435.0552071961474,-999.0161210306412,-2433.08744925743,0.0,35.0
1031.8352966819336,-356.144614651787,-1744.1245259855075,0.0,36.0
639.5923810819423,-632.3278807750097,-1904.2481426319619,0.0,37.0
769.6852353388117,-445.27378189779597,-1660.2327991344036,0.0,38.0
2327.573300011176,1318.3768490545801,309.1803980979845,0.0,39.0
1694.7233268460886,793.9227319220263,-106.87786300203618,0.0,40.0
2106.7935961444887,1224.157914567543,341.52223299059733,0.0,41.0
1563.4379595238051,455.57187793746596,-652.2942036488733,0.0,42.0
1685.046221505601,495.3631574000568,-694.3199067054874,0.0,43.0
2288.0248849130994,920.7031617232915,-446.6185614665162,0.0,44.0
2080.313424680652,726.2094875921662,-627.8944494963198,0.0,45.0
2069.1677086793575,428.0460565415966,-1213.0755955961645,0.0,46.0
1704.2405776192852,32.50748662395932,-1639.2256043713667,0.0,47.0
2016.005441931418,99.96201241205023,-1816.0814171073177,0.0,48.0
1154.9494094326706,-757.1931665083556,-2669.335742449382,0.0,49.0
1935.1965558183836,-6.890677897155783,-1948.977911612695,0.0,50.0
