upper,effects,lower,ate,z_values
6296.5578903758,3921.787434598011,1547.016978820222,0.0,30.0
8303.333511618192,5752.353665083841,3201.373818549492,0.0,31.0
5455.778823928467,3335.2133777533836,1214.6479315782994,0.0,32.0
6054.671647058272,4015.776992407339,1976.8823377564058,0.0,33.0
3678.356422056183,1823.1868954676102,-31.982631120962424,0.0,34.0
3321.437218968654,1799.9940909103564,278.55096285205855,0.0,35.0
2992.9054267223764,1547.4533187453567,102.00121076833693,0.0,36.0
3256.1689645225424,1918.5249024520745,580.8808403816065,0.0,37.0
3284.965261586548,1981.7962849064136,678.6273082262792,0.0,38.0
856.1891293803933,-272.620162723702,-1401.4294548277971,0.0,39.0
888.8135568127742,-83.81369790586564,-1056.4409526245054,0.0,40.0
680.62358789765,-310.5204900520258,-1301.6645680017018,0.0,41.0
427.6746392802794,-764.3400481452735,-1956.3547355708265,0.0,42.0
-239.402020860191,-1488.7741766512886,-2738.146332442386,0.0,43.0
-146.89944378298674,-1556.111907294683,-2965.324370806379,0.0,44.0
-390.62557683367436,-1783.8094835111883,-3176.9933901887025,0.0,45.0
-638.2470872354572,-2333.588229391903,-4028.929371548349,0.0,46.0
-1141.2050161080504,-2938.4534539701945,-4735.701891832338,0.0,47.0
-1728.9843649775758,-3743.1918737890824,-5757.399382600589,0.0,48.0
-1550.4174074474965,-3554.8721573243893,-5559.326907201282,0.0,49.0
-1660.9198423692264,-3732.2794641800533,-5803.639085990881,0.0,50.0
