upper,effects,lower,ate,ate_upper,ate_lower,z_values
-7.855976142582595,-9.175689586795677,-10.49540303100876,-10.705799495591707,-9.787991308222336,-11.623607682961078,1.0
-10.38611758492308,-11.736028361482878,-13.085939138042677,-10.705799495591707,-9.787991308222336,-11.623607682961078,2.0
