upper,effects,lower,ate,ate_upper,ate_lower,z_values
-12306.733294262891,-16347.632227051647,-20388.531159840404,-15072.195589905368,-11103.147734959082,-19041.243444851654,30.0
-10437.494753088931,-14657.481108924163,-18877.467464759393,-15072.195589905368,-11103.147734959082,-19041.243444851654,31.0
-11868.46632658581,-15792.61132470404,-19716.756322822268,-15072.195589905368,-11103.147734959082,-19041.243444851654,32.0
-11665.579989831818,-15662.907902160208,-19660.2358144886,-15072.195589905368,-11103.147734959082,-19041.243444851654,33.0
-13110.233497315969,-16980.60748377462,-20850.981470233273,-15072.195589905368,-11103.147734959082,-19041.243444851654,34.0
-12137.396903581117,-16071.211710936008,-20005.0265182909,-15072.195589905368,-11103.147734959082,-19041.243444851654,35.0
-11318.223259712857,-15428.340204557158,-19538.45714940146,-15072.195589905368,-11103.147734959082,-19041.243444851654,36.0
-11673.064790935785,-15704.523470680368,-19735.98215042495,-15072.195589905368,-11103.147734959082,-19041.243444851654,37.0
-11698.310933108378,-15517.469371803156,-19336.627810497932,-15072.195589905368,-11103.147734959082,-19041.243444851654,38.0
-9629.175218384768,-13753.818740850787,-17878.462263316807,-15072.195589905368,-11103.147734959082,-19041.243444851654,39.0
-10280.524058974182,-14278.272857983338,-18276.021656992496,-15072.195589905368,-11103.147734959082,-19041.243444851654,40.0
-9686.208186206251,-13848.037675337822,-18009.867164469393,-15072.195589905368,-11103.147734959082,-19041.243444851654,41.0
-10359.696849614362,-14616.6237119679,-18873.550574321438,-15072.195589905368,-11103.147734959082,-19041.243444851654,42.0
-10201.361964298985,-14576.832432505307,-18952.302900711627,-15072.195589905368,-11103.147734959082,-19041.243444851654,43.0
-9641.123394643488,-14151.492428182071,-18661.861461720655,-15072.195589905368,-11103.147734959082,-19041.243444851654,44.0
-9868.698959499405,-14345.986102313198,-18823.27324512699,-15072.195589905368,-11103.147734959082,-19041.243444851654,45.0
-9916.218673184168,-14644.149533363767,-19372.080393543365,-15072.195589905368,-11103.147734959082,-19041.243444851654,46.0
-10313.616718663838,-15039.688103281407,-19765.759487898977,-15072.195589905368,-11103.147734959082,-19041.243444851654,47.0
-10190.310920147687,-14972.233577493316,-19754.156234838945,-15072.195589905368,-11103.147734959082,-19041.243444851654,48.0
-10995.245819439653,-15829.388756413726,-20663.5316933878,-15072.195589905368,-11103.147734959082,-19041.243444851654,49.0
-10166.319018656859,-15079.086267802513,-19991.85351694817,-15072.195589905368,-11103.147734959082,-19041.243444851654,50.0
