upper,effects,lower,ate,ate_upper,ate_lower,z_values
-23694.951440759614,-27311.17228648909,-30927.393132218567,-27550.602386234306,-24070.39246099242,-31030.81231147619,30.0
-21444.187742360118,-25203.44285018253,-28962.697958004945,-27550.602386234306,-24070.39246099242,-31030.81231147619,31.0
-23852.462152839595,-27324.098572622323,-30795.73499240505,-27550.602386234306,-24070.39246099242,-31030.81231147619,32.0
-23269.648420145742,-26772.645602577202,-30275.642785008662,-27550.602386234306,-24070.39246099242,-31030.81231147619,33.0
-25167.04336142102,-28612.91206420328,-32058.78076698554,-27550.602386234306,-24070.39246099242,-31030.81231147619,34.0
-24126.982187163565,-27551.28880897117,-30975.595430778776,-27550.602386234306,-24070.39246099242,-31030.81231147619,35.0
-23860.617227287392,-27390.512449751022,-30920.407672214653,-27550.602386234306,-24070.39246099242,-31030.81231147619,36.0
-23464.90042838549,-26964.164062432792,-30463.427696480096,-27550.602386234306,-24070.39246099242,-31030.81231147619,37.0
-23971.37385270119,-27248.627023147426,-30525.880193593664,-27550.602386234306,-24070.39246099242,-31030.81231147619,38.0
-22980.676819007713,-26652.17937439907,-30323.68192979043,-27550.602386234306,-24070.39246099242,-31030.81231147619,39.0
-23489.597203121037,-27072.980134950518,-30656.36306678,-27550.602386234306,-24070.39246099242,-31030.81231147619,40.0
-23290.428603710265,-26921.825470706244,-30553.222337702224,-27550.602386234306,-24070.39246099242,-31030.81231147619,41.0
-23938.70167354824,-27822.716657510005,-31706.73164147177,-27550.602386234306,-24070.39246099242,-31030.81231147619,42.0
-24165.84941791964,-28053.36049464276,-31940.87157136588,-27550.602386234306,-24070.39246099242,-31030.81231147619,43.0
-23650.189517051476,-27729.023613916732,-31807.857710781987,-27550.602386234306,-24070.39246099242,-31030.81231147619,44.0
-23444.95969339052,-27470.63690081103,-31496.31410823154,-27550.602386234306,-24070.39246099242,-31030.81231147619,45.0
-23744.409944513478,-27984.698452438177,-32224.986960362876,-27550.602386234306,-24070.39246099242,-31030.81231147619,46.0
-23744.134125263932,-28019.19761834651,-32294.261111429085,-27550.602386234306,-24070.39246099242,-31030.81231147619,47.0
-23991.29706013074,-28328.044284016847,-32664.791507902955,-27550.602386234306,-24070.39246099242,-31030.81231147619,48.0
-24596.783453156975,-28956.09385715818,-33315.40426115938,-27550.602386234306,-24070.39246099242,-31030.81231147619,49.0
-24159.078796716476,-28578.195138852283,-32997.31148098809,-27550.602386234306,-24070.39246099242,-31030.81231147619,50.0
