upper,effects,lower,ate,ate_upper,ate_lower,z_values
-29836.597480457593,-33554.0081711612,-37271.418861864804,-38663.810003293256,-35546.59491656066,-41781.025090025854,30.0
-27719.67021381023,-31559.497264518053,-35399.32431522587,-38663.810003293256,-35546.59491656066,-41781.025090025854,31.0
-30672.9919026324,-34289.13184824915,-37905.2717938659,-38663.810003293256,-35546.59491656066,-41781.025090025854,32.0
-30211.885560773964,-33711.59803650926,-37211.310512244556,-38663.810003293256,-35546.59491656066,-41781.025090025854,33.0
-32431.7718671844,-35777.15215309266,-39122.53243900092,-38663.810003293256,-35546.59491656066,-41781.025090025854,34.0
-32401.012612421266,-35663.22102049912,-38925.42942857698,-38663.810003293256,-35546.59491656066,-41781.025090025854,35.0
-33100.44726670243,-36473.64193012922,-39846.83659355601,-38663.810003293256,-35546.59491656066,-41781.025090025854,36.0
-32978.12749157674,-36273.61559274867,-39569.103693920595,-38663.810003293256,-35546.59491656066,-41781.025090025854,37.0
-33180.63713043989,-36323.26835044155,-39465.8995704432,-38663.810003293256,-35546.59491656066,-41781.025090025854,38.0
-35712.39765087827,-39109.731163721306,-42507.06467656434,-38663.810003293256,-35546.59491656066,-41781.025090025854,39.0
-35579.09389230957,-38852.203893065656,-42125.313893821745,-38663.810003293256,-35546.59491656066,-41781.025090025854,40.0
-35960.99366692339,-39271.33113055467,-42581.66859418595,-38663.810003293256,-35546.59491656066,-41781.025090025854,41.0
-36195.3698097084,-39651.79345123361,-43108.217092758816,-38663.810003293256,-35546.59491656066,-41781.025090025854,42.0
-37108.679632513355,-40651.048096873754,-44193.41656123415,-38663.810003293256,-35546.59491656066,-41781.025090025854,43.0
-37335.647521059414,-40980.88279220385,-44626.11806334828,-38663.810003293256,-35546.59491656066,-41781.025090025854,44.0
-37357.6903328266,-40962.20274178243,-44566.71515073826,-38663.810003293256,-35546.59491656066,-41781.025090025854,45.0
-38176.42588101746,-42070.98303463835,-45965.54018825925,-38663.810003293256,-35546.59491656066,-41781.025090025854,46.0
-38198.69917531564,-42244.82551133814,-46290.95184736064,-38663.810003293256,-35546.59491656066,-41781.025090025854,47.0
-39345.119228643,-43330.14274662544,-47315.16626460788,-38663.810003293256,-35546.59491656066,-41781.025090025854,48.0
-39414.213299019015,-43430.77431994862,-47447.33534087823,-38663.810003293256,-35546.59491656066,-41781.025090025854,49.0
-39243.02590194268,-43375.3286243607,-47507.63134677872,-38663.810003293256,-35546.59491656066,-41781.025090025854,50.0
