upper,effects,lower,ate,ate_upper,ate_lower,z_values
-30083.460955443807,-33163.60846956428,-36243.75598368475,-37085.39590416228,-34478.814462238624,-39691.977346085936,30.0
-28040.63429849204,-31333.042239078448,-34625.450179664855,-37085.39590416228,-34478.814462238624,-39691.977346085936,31.0
-30769.09542991252,-33750.18252640889,-36731.26962290526,-37085.39590416228,-34478.814462238624,-39691.977346085936,32.0
-30088.74291635402,-33069.61891175495,-36050.49490715589,-37085.39590416228,-34478.814462238624,-39691.977346085936,33.0
-32474.133241833548,-35262.209008694685,-38050.28477555582,-37085.39590416228,-34478.814462238624,-39691.977346085936,34.0
-32613.823334822508,-35285.40181325194,-37956.98029168138,-37085.39590416228,-34478.814462238624,-39691.977346085936,35.0
-32705.014171657178,-35537.94258541693,-38370.87099917669,-37085.39590416228,-34478.814462238624,-39691.977346085936,36.0
-32429.347915515587,-35166.87100171022,-37904.39408790485,-37085.39590416228,-34478.814462238624,-39691.977346085936,37.0
-32406.21396614251,-35103.59961925586,-37800.98527236921,-37085.39590416228,-34478.814462238624,-39691.977346085936,38.0
-34476.469366602825,-37358.01606688597,-40239.56276716911,-37085.39590416228,-34478.814462238624,-39691.977346085936,39.0
-34380.65102925197,-37169.209602068164,-39957.76817488436,-37085.39590416228,-34478.814462238624,-39691.977346085936,40.0
-34524.724876411085,-37395.91639421431,-40267.10791201754,-37085.39590416228,-34478.814462238624,-39691.977346085936,41.0
-34822.69407659896,-37849.73595230755,-40876.777828016144,-37085.39590416228,-34478.814462238624,-39691.977346085936,42.0
-35445.927063860836,-38574.17008081359,-41702.41309776634,-37085.39590416228,-34478.814462238624,-39691.977346085936,43.0
-35377.52556174154,-38641.50781145697,-41905.4900611724,-37085.39590416228,-34478.814462238624,-39691.977346085936,44.0
-35665.62507749942,-38869.20538767348,-42072.78569784754,-37085.39590416228,-34478.814462238624,-39691.977346085936,45.0
-35932.71355400052,-39418.98413355421,-42905.2547131079,-37085.39590416228,-34478.814462238624,-39691.977346085936,46.0
-36391.008889200864,-40023.84935813247,-43656.68982706408,-37085.39590416228,-34478.814462238624,-39691.977346085936,47.0
-37176.785622474694,-40828.587777951376,-44480.38993342806,-37085.39590416228,-34478.814462238624,-39691.977346085936,48.0
-36970.998312728094,-40640.26806148667,-44309.537810245245,-37085.39590416228,-34478.814462238624,-39691.977346085936,49.0
-37065.34813288077,-40817.675368342345,-44570.00260380392,-37085.39590416228,-34478.814462238624,-39691.977346085936,50.0
