upper,effects,lower,ate,z_values
0.6617504263414911,0.47340710187669993,0.2850637774119088,0.0,30.0
0.7161501615773385,0.5009530979817719,0.28575603438620534,0.0,31.0
0.6118159789011803,0.42434697584215497,0.23687797278312955,0.0,32.0
0.5751859701853645,0.40832096352924274,0.241455956873121,0.0,33.0
0.54437809700428,0.39011524201658926,0.2358523870288986,0.0,34.0
0.4198702976375543,0.30026825397153173,0.18066621030550917,0.0,35.0
0.2066545593876155,0.10344468889547469,0.00023481840333386406,0.0,36.0
0.1777737020112573,0.08602022340927565,-0.005733255192705997,0.0,37.0
0.3065598640284019,0.19639727541506896,0.08623468680173603,0.0,38.0
0.0005136742974258118,-0.0793603066310662,-0.1592342875595582,0.0,39.0
0.028355977512924235,-0.04667065810046887,-0.12169729371386198,0.0,40.0
-0.005455501135639168,-0.08367238033950813,-0.1618892595433771,0.0,41.0
-0.0021294130552308166,-0.10269942841376774,-0.20326944377230466,0.0,42.0
-0.047836905278048,-0.1429502149323497,-0.23806352458665136,0.0,43.0
-0.09539487302096397,-0.19799491581524664,-0.30059495860952934,0.0,44.0
-0.10490741997468972,-0.20931339628887274,-0.31371937260305577,0.0,45.0
-0.2355868050471619,-0.35674046130385706,-0.4778941175605522,0.0,46.0
-0.20605994467109426,-0.3306472633074483,-0.4552345819438024,0.0,47.0
-0.19951328291389997,-0.3365460079002829,-0.4735787328866658,0.0,48.0
-0.20301352861145822,-0.33655959106008015,-0.4701056535087021,0.0,49.0
-0.18682144412142695,-0.3216753865553395,-0.456529328989252,0.0,50.0
