upper,effects,lower,ate,ate_upper,ate_lower,z_values
-13031.095333977606,-17821.8974251443,-22612.699516310993,-20734.261392681623,-16311.650415652384,-25156.87236971086,30.0
-11499.75519864748,-16397.225001589548,-21294.694804531617,-20734.261392681623,-16311.650415652384,-25156.87236971086,31.0
-13260.858502158606,-17925.616203435166,-22590.373904711727,-20734.261392681623,-16311.650415652384,-25156.87236971086,32.0
-13491.515572564449,-18199.97794403179,-22908.44031549913,-20734.261392681623,-16311.650415652384,-25156.87236971086,33.0
-14492.32947813093,-19080.733468258382,-23669.137458385834,-20734.261392681623,-16311.650415652384,-25156.87236971086,34.0
-14503.84359873789,-19078.91655119839,-23653.989503658886,-20734.261392681623,-16311.650415652384,-25156.87236971086,35.0
-14815.11152045019,-19469.016098249376,-24122.92067604856,-20734.261392681623,-16311.650415652384,-25156.87236971086,36.0
-15837.755945784527,-20388.02065949836,-24938.285373212195,-20734.261392681623,-16311.650415652384,-25156.87236971086,37.0
-15052.016353470757,-19464.6589015178,-23877.301449564842,-20734.261392681623,-16311.650415652384,-25156.87236971086,38.0
-15582.091969934518,-20178.022446190957,-24773.952922447395,-20734.261392681623,-16311.650415652384,-25156.87236971086,39.0
-16257.566306751109,-20684.64386479372,-25111.721422836334,-20734.261392681623,-16311.650415652384,-25156.87236971086,40.0
-15840.089933848596,-20447.293394847176,-25054.496855845755,-20734.261392681623,-16311.650415652384,-25156.87236971086,41.0
-16069.86551798755,-20806.307017555508,-25542.748517123466,-20734.261392681623,-16311.650415652384,-25156.87236971086,42.0
-16303.924428557952,-21100.032658795266,-25896.14088903258,-20734.261392681623,-16311.650415652384,-25156.87236971086,43.0
-16823.41330709254,-21678.153228132993,-26532.893149173444,-20734.261392681623,-16311.650415652384,-25156.87236971086,44.0
-17157.864636638456,-22002.62208285303,-26847.379529067606,-20734.261392681623,-16311.650415652384,-25156.87236971086,45.0
-18320.48264714845,-23400.358258543136,-28480.233869937823,-20734.261392681623,-16311.650415652384,-25156.87236971086,46.0
-18370.204778231237,-23496.536105067495,-28622.867431903753,-20734.261392681623,-16311.650415652384,-25156.87236971086,47.0
-18289.156843294262,-23467.699727149517,-28646.24261100477,-20734.261392681623,-16311.650415652384,-25156.87236971086,48.0
-19467.230137225735,-24657.59342980094,-29847.956722376148,-20734.261392681623,-16311.650415652384,-25156.87236971086,49.0
-18184.040790457304,-23501.114867489916,-28818.188944522528,-20734.261392681623,-16311.650415652384,-25156.87236971086,50.0
