upper,effects,lower,ate,z_values
-2768.969078562891,-4187.800604683607,-5606.632130804323,0.0,30.0
-2547.7216712754275,-3922.3219101108675,-5296.922148946307,0.0,31.0
-2291.937870528702,-3529.060924045129,-4766.183977561555,0.0,32.0
-2006.5570446306394,-3124.995760904674,-4243.434477178709,0.0,33.0
-2456.3187501672464,-3561.9398182924933,-4667.56088641774,0.0,34.0
-1852.2235893516122,-2654.3609625138706,-3456.498335676129,0.0,35.0
-898.9313068974105,-1621.389909084034,-2343.848511270657,0.0,36.0
-290.3283689875951,-978.5686139582685,-1666.8088589289418,0.0,37.0
-975.7956292307218,-1714.876273061613,-2453.956916892504,0.0,38.0
1303.3540899617074,762.1379025639135,220.9217151661195,0.0,39.0
1261.937917957743,744.305204034127,226.67249011051103,0.0,40.0
1487.0502904380637,937.1899167330963,387.3295430281289,0.0,41.0
1202.8761488853534,527.6175028113524,-147.64114326264837,0.0,42.0
1481.4654135598307,861.1344235137021,240.80343346757365,0.0,43.0
2533.827221570375,1864.594997174663,1195.3627727789508,0.0,44.0
2671.5986192448345,1994.5701777635772,1317.5417362823198,0.0,45.0
3934.907948996271,3094.1429224031103,2253.3778958099497,0.0,46.0
3716.483171953845,2794.7821990098305,1873.081226065816,0.0,47.0
3740.949644603734,2833.4003468799465,1925.8510491561588,0.0,48.0
4098.586468141073,3166.1388706109665,2233.6912730808604,0.0,49.0
3711.3602059150917,2759.9627969111402,1808.5653879071888,0.0,50.0
