upper,effects,lower,ate,ate_upper,ate_lower,z_values
-10881.475057951759,-14304.037379239922,-17726.599700528088,-13012.069710469501,-10977.840976850073,-15046.298444088929,1.0
-8911.096407800544,-12142.182971947774,-15373.269536095004,-13012.069710469501,-10977.840976850073,-15046.298444088929,2.0
