upper,effects,lower,ate,z_values
-1391.0828881813604,-2510.0635673488,-3629.0442465162396,0.0,30.0
-761.1123250759088,-1812.4662468539132,-2863.8201686319176,0.0,31.0
-963.0148680318289,-1948.717782047949,-2934.420696064069,0.0,32.0
-851.2603244524847,-1727.533978351417,-2603.8076322503493,0.0,33.0
-1456.1600112369115,-2369.761613875542,-3283.3632165141726,0.0,34.0
-1035.1260508121677,-1670.2765044856724,-2305.426958159177,0.0,35.0
-306.1786811486046,-838.4580402708311,-1370.7373993930578,0.0,36.0
155.66819099738893,-361.1420937640996,-877.9523785255882,0.0,37.0
-277.7285035503219,-831.1706832573998,-1384.6128629644777,0.0,38.0
832.7132936736568,439.1571411411171,45.60098860857744,0.0,39.0
1282.5609310202838,868.1620442820428,453.7631575438018,0.0,40.0
1250.5849452734444,832.5189421514788,414.4529390295132,0.0,41.0
521.7394969521688,14.87493369219527,-491.9896295677783,0.0,42.0
889.7664642390517,430.6116229067212,-28.543218425609325,0.0,43.0
1583.023890340111,1075.0842990900965,567.144707840082,0.0,44.0
1741.9795402670575,1214.0420457958548,686.1045513246522,0.0,45.0
2563.1502378356518,1918.1611105912168,1273.1719833467816,0.0,46.0
2309.9825500764787,1582.955295595246,855.9280411140136,0.0,47.0
1898.2650621239727,1229.0829157874123,559.9007694508518,0.0,48.0
2224.783323354081,1511.2658624864982,797.7484016189154,0.0,49.0
2055.7260721039565,1321.5214738553523,587.3168756067482,0.0,50.0
