upper,effects,lower,ate,z_values
-909.2818955237374,-2737.036266986047,-4564.790638448357,0.0,30.0
679.1983366769091,-1352.5472840683376,-3384.2929048135843,0.0,31.0
-251.54580267430674,-1925.5467389603127,-3599.5476752463187,0.0,32.0
-347.67953617569924,-2015.6929377978222,-3683.706339419945,0.0,33.0
-1333.0063683130409,-2865.5800612756066,-4398.153754238172,0.0,34.0
-394.6058879203026,-1660.0943749878852,-2925.5828620554676,0.0,35.0
175.12290879930345,-1007.3844649323884,-2189.8918386640803,0.0,36.0
-408.34715731713663,-1511.9070459931866,-2615.4669346692363,0.0,37.0
-141.05054324770185,-1205.8499553896206,-2270.6493675315396,0.0,38.0
1885.745194313579,954.6066153076836,23.46803630178806,0.0,39.0
1297.2256681417643,501.399790576913,-294.42608698793845,0.0,40.0
1563.3188700118894,782.0559006843855,0.7929313568815815,0.0,41.0
2050.955920094785,1036.4222282928022,21.888536490819433,0.0,42.0
2071.248205853104,1048.333856074024,25.41950629494397,0.0,43.0
3184.0234967681554,2015.0721163324513,846.120735896747,0.0,44.0
2919.6140938361223,1731.6527715304778,543.6914492248334,0.0,45.0
2665.1988302102127,1229.37167889733,-206.45547241555255,0.0,46.0
2298.7061931563076,864.8897756620925,-568.9266418321224,0.0,47.0
3462.5050506689804,1769.307989453061,76.11092823714193,0.0,48.0
2107.411163869928,560.032720945437,-987.3457219790537,0.0,49.0
3316.7604802718733,1778.398616522202,240.03675277253046,0.0,50.0
