upper,effects,lower,ate,ate_upper,ate_lower,z_values
1189.340214822671,-3569.2032602491504,-8327.746735320972,-6023.10104243639,-1689.1181724370363,-10357.083912435744,30.0
2647.7247307237303,-2243.493721518822,-7134.712173761374,-6023.10104243639,-1689.1181724370363,-10357.083912435744,31.0
1055.7710832832495,-3716.4701635481683,-8488.711410379587,-6023.10104243639,-1689.1181724370363,-10357.083912435744,32.0
606.9639739486993,-4082.898940233925,-8772.761854416549,-6023.10104243639,-1689.1181724370363,-10357.083912435744,33.0
-307.1545305672653,-4929.454977605557,-9551.755424643849,-6023.10104243639,-1689.1181724370363,-10357.083912435744,34.0
50.19847913653848,-4536.0749683130025,-9122.348415762543,-6023.10104243639,-1689.1181724370363,-10357.083912435744,35.0
-536.5406857651469,-5077.9921337867645,-9619.443581808382,-6023.10104243639,-1689.1181724370363,-10357.083912435744,36.0
-1897.886357508365,-6387.560969017084,-10877.235580525803,-6023.10104243639,-1689.1181724370363,-10357.083912435744,37.0
-910.3222989608812,-5286.398613478072,-9662.474927995263,-6023.10104243639,-1689.1181724370363,-10357.083912435744,38.0
-1379.0051868233231,-5876.472686236022,-10373.94018564872,-6023.10104243639,-1689.1181724370363,-10357.083912435744,39.0
-2293.487530495592,-6571.491301828266,-10849.495073160939,-6023.10104243639,-1689.1181724370363,-10357.083912435744,40.0
-2108.3349392566497,-6547.424989010806,-10986.515038764963,-6023.10104243639,-1689.1181724370363,-10357.083912435744,41.0
-1092.7976367805486,-5619.640082052494,-10146.482527324439,-6023.10104243639,-1689.1181724370363,-10357.083912435744,42.0
-1632.8891122198938,-6151.840632805868,-10670.792153391842,-6023.10104243639,-1689.1181724370363,-10357.083912435744,43.0
-1658.0724769548024,-6241.1984425475675,-10824.324408140332,-6023.10104243639,-1689.1181724370363,-10357.083912435744,44.0
-2043.2738574915911,-6627.119451789136,-11210.965046086681,-6023.10104243639,-1689.1181724370363,-10357.083912435744,45.0
-3676.554808376267,-8481.779436082099,-13287.004063787932,-6023.10104243639,-1689.1181724370363,-10357.083912435744,46.0
-3784.320505717583,-8597.059717827764,-13409.798929937944,-6023.10104243639,-1689.1181724370363,-10357.083912435744,47.0
-2665.456398440999,-7523.146098000123,-12380.835797559248,-6023.10104243639,-1689.1181724370363,-10357.083912435744,48.0
-4308.498881922836,-9088.366328937369,-13868.233775951903,-6023.10104243639,-1689.1181724370363,-10357.083912435744,49.0
-2798.582954602516,-7595.373813395795,-12392.164672189074,-6023.10104243639,-1689.1181724370363,-10357.083912435744,50.0
