upper,effects,lower,ate,z_values
-0.49426864053794506,-1.1980976263602525,-1.90192661218256,0.0,30.0
-0.6164394058486249,-1.4072193795416255,-2.197999353234626,0.0,31.0
-0.46514718563246127,-1.109165518613132,-1.7531838515938025,0.0,32.0
-0.43131241003759146,-1.064804498898367,-1.6982965877591423,0.0,33.0
-0.4114272230963927,-0.9719129032416939,-1.532398583386995,0.0,34.0
-0.3205190747041275,-0.7747106079825452,-1.2289021412609629,0.0,35.0
0.06173367850098077,-0.38822558799326096,-0.8381848544875027,0.0,36.0
0.2587658023278347,-0.150448114157742,-0.5596620306433187,0.0,37.0
-0.0531288975158416,-0.46416335331940317,-0.8751978091229647,0.0,38.0
0.3854849793878892,0.06727299423833788,-0.25093899091121347,0.0,39.0
0.6010276928452658,0.32391297942022224,0.04679826599517872,0.0,40.0
0.5171408919388574,0.2366691220545566,-0.04380264782974419,0.0,41.0
0.46518609513991255,0.11144711116146294,-0.24229187281698666,0.0,42.0
0.5969354004780124,0.22223401524345823,-0.15246736999109592,0.0,43.0
0.9910166195298891,0.5744668835121718,0.1579171474944545,0.0,44.0
1.021930327147392,0.5967695017061151,0.171608676264838,0.0,45.0
1.4946374444343213,0.9933336318842959,0.4920298193342705,0.0,46.0
1.2930344366066286,0.7950445094426762,0.29705458227872383,0.0,47.0
1.3906409410208387,0.8031577397325793,0.21567453844431994,0.0,48.0
1.6687792923041473,1.097968819361708,0.5271583464192688,0.0,49.0
1.3940566840664355,0.827264912916349,0.2604731417662626,0.0,50.0
