upper,effects,lower,ate,ate_upper,ate_lower,z_values
-24449.17908038559,-25836.894052090942,-27224.609023796293,-26672.186422302184,-25610.246125928366,-27734.126718676,30.0
-23023.464181750696,-24397.994694080844,-25772.52520641099,-26672.186422302184,-25610.246125928366,-27734.126718676,31.0
-24463.490611946134,-25765.32435430768,-27067.158096669224,-26672.186422302184,-25610.246125928366,-27734.126718676,32.0
-24158.028879552585,-25409.291256170185,-26660.553632787785,-26672.186422302184,-25610.246125928366,-27734.126718676,33.0
-25535.009320716046,-26901.53382062522,-28268.058320534394,-26672.186422302184,-25610.246125928366,-27734.126718676,34.0
-25211.16272529844,-26387.863046554747,-27564.563367811053,-26672.186422302184,-25610.246125928366,-27734.126718676,35.0
-25003.17033025207,-26175.182631731786,-27347.194933211504,-26672.186422302184,-25610.246125928366,-27734.126718676,36.0
-24727.66495645143,-25876.79201087596,-27025.91906530049,-26672.186422302184,-25610.246125928366,-27734.126718676,37.0
-25029.237179169075,-26128.941024399493,-27228.644869629912,-26672.186422302184,-25610.246125928366,-27734.126718676,38.0
-25491.298072620666,-26654.576656030033,-27817.8552394394,-26672.186422302184,-25610.246125928366,-27734.126718676,39.0
-25057.007116307206,-26120.478854374895,-27183.950592442583,-26672.186422302184,-25610.246125928366,-27734.126718676,40.0
-25293.449381019705,-26441.038991268448,-27588.62860151719,-26672.186422302184,-25610.246125928366,-27734.126718676,41.0
-25988.258270464517,-27272.101120253024,-28555.94397004153,-26672.186422302184,-25610.246125928366,-27734.126718676,42.0
-26016.025640411994,-27301.456646788494,-28586.887653164995,-26672.186422302184,-25610.246125928366,-27734.126718676,43.0
-25559.03377669959,-26866.014985603513,-28172.996194507436,-26672.186422302184,-25610.246125928366,-27734.126718676,44.0
-25640.810478903164,-26937.59344735822,-28234.376415813276,-26672.186422302184,-25610.246125928366,-27734.126718676,45.0
-25613.537515395332,-27040.294535188386,-28467.05155498144,-26672.186422302184,-25610.246125928366,-27734.126718676,46.0
-25886.740580773418,-27463.497406669707,-29040.254232565996,-26672.186422302184,-25610.246125928366,-27734.126718676,47.0
-26578.65457890529,-28116.04481324539,-29653.435047585488,-26672.186422302184,-25610.246125928366,-27734.126718676,48.0
-26359.57552920728,-27929.462389940876,-29499.349250674473,-26672.186422302184,-25610.246125928366,-27734.126718676,49.0
-26447.134240731484,-28050.198846252308,-29653.26345177313,-26672.186422302184,-25610.246125928366,-27734.126718676,50.0
