upper,effects,lower,ate,ate_upper,ate_lower,z_values
-7484.094071655825,-10390.69433230697,-13297.294592958115,-7732.4744462442195,-5346.520932766014,-10118.427959722425,30.0
-7312.128215791865,-9883.13023341648,-12454.132251041094,-7732.4744462442195,-5346.520932766014,-10118.427959722425,31.0
-6924.606655201666,-9762.834114539191,-12601.061573876716,-7732.4744462442195,-5346.520932766014,-10118.427959722425,32.0
-6987.958024274032,-9732.179639608781,-12476.40125494353,-7732.4744462442195,-5346.520932766014,-10118.427959722425,33.0
-6953.765734688144,-9917.464701675483,-12881.16366866282,-7732.4744462442195,-5346.520932766014,-10118.427959722425,34.0
-6562.236917642889,-9208.787198022066,-11855.337478401243,-7732.4744462442195,-5346.520932766014,-10118.427959722425,35.0
-5997.25423391587,-8525.661610921941,-11054.068987928013,-7732.4744462442195,-5346.520932766014,-10118.427959722425,36.0
-5834.374679029368,-8284.488009669041,-10734.601340308714,-7732.4744462442195,-5346.520932766014,-10118.427959722425,37.0
-6093.630076275309,-8633.79482983752,-11173.95958339973,-7732.4744462442195,-5346.520932766014,-10118.427959722425,38.0
-4963.44757894459,-7399.091007830679,-9834.734436716768,-7732.4744462442195,-5346.520932766014,-10118.427959722425,39.0
-4467.197581755618,-6789.090649768442,-9110.983717781266,-7732.4744462442195,-5346.520932766014,-10118.427959722425,40.0
-4566.572003737907,-7002.355614393335,-9438.139225048762,-7732.4744462442195,-5346.520932766014,-10118.427959722425,41.0
-5350.381674864482,-7950.758803557546,-10551.13593225061,-7732.4744462442195,-5346.520932766014,-10118.427959722425,42.0
-4642.745999583734,-7227.9304184836965,-9813.114837383659,-7732.4744462442195,-5346.520932766014,-10118.427959722425,43.0
-4271.212126141962,-6663.895801886927,-9056.579477631893,-7732.4744462442195,-5346.520932766014,-10118.427959722425,44.0
-3926.6173239547597,-6325.5308547706645,-8724.444385586568,-7732.4744462442195,-5346.520932766014,-10118.427959722425,45.0
-3342.895238027091,-5823.645446568875,-8304.395655110658,-7732.4744462442195,-5346.520932766014,-10118.427959722425,46.0
-3150.3601781215957,-5834.863821769113,-8519.367465416632,-7732.4744462442195,-5346.520932766014,-10118.427959722425,47.0
-3801.960225495167,-6438.4621727546055,-9074.964120014043,-7732.4744462442195,-5346.520932766014,-10118.427959722425,48.0
-3501.398779195311,-6175.487369773786,-8849.57596035226,-7732.4744462442195,-5346.520932766014,-10118.427959722425,49.0
-3519.6503413466617,-6271.351266469737,-9023.052191592813,-7732.4744462442195,-5346.520932766014,-10118.427959722425,50.0
