upper,effects,lower,ate,z_values
2352.1350894120233,1211.6091041928257,71.08311897362796,0.0,30.0
3949.753927593647,2772.321804852226,1594.8896821108044,0.0,31.0
2239.780955502701,1208.725533850993,177.6701121992851,0.0,32.0
2551.3942200359734,1607.9012428353053,664.408265634637,0.0,33.0
852.5147109350899,-53.4380266132647,-959.3907641616192,0.0,34.0
1143.2454888485258,460.4303621228791,-222.38476460276758,0.0,35.0
1171.0181583299193,579.0769948862185,-12.864168557482344,0.0,36.0
1438.6407035613265,867.6522886642126,296.66387376709883,0.0,37.0
1229.8339992804172,647.4161154035654,64.99823152671377,0.0,38.0
360.84398316562044,-109.65928002920063,-580.1625432240218,0.0,39.0
974.6560918946548,502.4898568409828,30.323621787310742,0.0,40.0
635.1168578554107,192.2736325122463,-250.56959283091805,0.0,41.0
-79.34574152572736,-642.4308461839057,-1205.515950842084,0.0,42.0
-189.3400766525499,-737.5822453964931,-1285.8244141404364,0.0,43.0
272.9205139521076,-312.19975947526643,-897.3200329026405,0.0,44.0
192.24909026667865,-399.96212019484994,-992.1733306563785,0.0,45.0
104.47667197258647,-626.0310998284989,-1356.5388716295843,0.0,46.0
-248.40014349370813,-1063.4013030576343,-1878.4024626215605,0.0,47.0
-822.104598337145,-1670.5900610193391,-2519.0755237015333,0.0,48.0
-631.0513588454909,-1505.7535097020473,-2380.4556605586035,0.0,49.0
-703.0283230216326,-1593.8809855057257,-2484.7336479898186,0.0,50.0
