upper,effects,lower,ate,z_values
7601.170412023421,5109.801832132056,2618.4332522406908,0.0,30.0
9747.099964551724,7104.312738775213,4461.525512998702,0.0,31.0
6579.710055443663,4374.6781550441065,2169.64625464455,0.0,32.0
7099.09034413799,4952.211966783996,2805.3335894300026,0.0,33.0
4843.249020250617,2886.657850200595,930.0666801505731,0.0,34.0
4587.716627123019,3000.588982794141,1413.4613384652628,0.0,35.0
3682.348998047745,2190.1680731640295,697.9871482803139,0.0,36.0
3796.423110418136,2390.1944105445737,983.9657106710115,0.0,37.0
3686.4858538695,2340.5416528517085,994.5974518339171,0.0,38.0
719.1275724405039,-445.9211604280447,-1610.9698932965932,0.0,39.0
809.0829946912862,-188.39388977240435,-1185.8707742360948,0.0,40.0
417.1100190642833,-607.5211272613981,-1632.1522735870794,0.0,41.0
222.6581254600244,-987.9834479403535,-2198.625021340731,0.0,42.0
-673.8503392944851,-1987.2380935805013,-3300.6258478665177,0.0,43.0
-837.4575028337806,-2317.0727889105992,-3796.688074987418,0.0,44.0
-846.9123108217509,-2298.3927384891776,-3749.8731661566044,0.0,45.0
-1638.370681126585,-3407.1730313451076,-5175.97538156363,0.0,46.0
-1713.7605503557008,-3581.0155080448817,-5448.270465734063,0.0,47.0
-2643.2547732640296,-4666.3327433322065,-6689.410713400383,0.0,48.0
-2675.210175575314,-4766.964316655368,-6858.718457735422,0.0,49.0
-2573.7444987134304,-4711.518621067453,-6849.292743421475,0.0,50.0
