upper,effects,lower,ate,z_values
2396.766957686387,239.43009974521192,-1917.906758195963,0.0,30.0
4715.239288082839,2347.159536051777,-20.920215979284876,0.0,31.0
2191.429367608896,226.50381361198674,-1738.4217403849225,0.0,32.0
2750.6196533337943,777.9567836571043,-1194.7060860195857,0.0,33.0
722.9735286656464,-1062.3096779689895,-2847.5928846036254,0.0,34.0
1483.7280980760486,-0.6864227368605498,-1485.1009435497697,0.0,35.0
1511.8074559393776,160.0899364832856,-1191.6275829728065,0.0,36.0
1893.4981417660179,586.4383238015057,-720.6214941630064,0.0,37.0
1495.8314795074102,301.9753630868821,-891.8807533336459,0.0,38.0
1944.6466285505348,898.4230118352318,-147.8006048800712,0.0,39.0
1386.7164894297134,477.6222512837908,-431.47198686213187,0.0,40.0
1546.0526594763737,628.7769155280583,-288.4988284202569,0.0,41.0
845.3110999672541,-272.11427127570585,-1389.539642518666,0.0,42.0
715.1943072284041,-502.7581084084506,-1720.7105240453054,0.0,43.0
1197.5068222725467,-178.42122768243053,-1554.3492776374078,0.0,44.0
1471.205101026911,79.96548542327491,-1311.2741301803612,0.0,45.0
1193.9405617374614,-434.0960662038667,-2062.132694145195,0.0,46.0
1221.7970627682666,-468.5952321121956,-2158.987526992658,0.0,47.0
1107.5799137327847,-777.4418977825383,-2662.463709297861,0.0,48.0
539.566224891021,-1405.4914709238728,-3350.549166738767,0.0,49.0
924.6769881303114,-1027.5927526179776,-2979.862493366267,0.0,50.0
