sal_6_lc1vs0_iate,empl_x0
4786.872201996116,41.0
4937.874934741649,19.0
4491.1529504964365,65.0
-2632.953400414731,58.0
6295.935285934218,60.0
-2279.5498801757126,72.0
1765.0500781177966,35.0
4688.2744782647505,48.0
-638.9576443182386,86.0
960.9896371314953,68.0
-18236.03144106409,95.0
5589.539260932188,28.0
5523.929928554506,72.0
3044.660019174613,54.0
5738.071236309974,35.0
9723.306466737919,89.0
1567.0815830057522,46.0
-12953.701944487842,100.0
-2652.6528730746454,90.0
-7147.628432542682,77.0
-13012.106493399759,44.0
2818.2069071708634,56.0
-10446.08072625975,98.0
7484.3362878081425,42.0
7563.904390672156,63.0
6552.785888706552,50.0
-10088.094938680852,92.0
-9757.948007938514,38.0
2674.71503644095,36.0
-13536.185591746455,103.0
5272.717361686054,58.0
3624.9324330982417,70.0
-1790.5499210627895,65.0
4450.627062331363,53.0
3305.5147837330796,70.0
-4952.949111954733,78.0
3856.2134153104744,61.0
4582.272173993857,94.0
-13022.853196914615,71.0
3274.938842368805,79.0
6440.2186368125,45.0
6379.1694440535975,80.0
3022.208913924105,60.0
3647.860432091442,78.0
1213.3476412751952,64.0
4472.067582299371,91.0
-625.4468351277974,106.0
5087.5501253890525,41.0
3653.5182546119486,71.0
5794.630189021962,70.0
2954.959111921853,32.0
-3515.2100849879753,62.0
-5258.800008628911,68.0
7920.117367699964,47.0
-16237.205064735477,105.0
-1484.8822309506904,25.0
-17442.095032407662,47.0
2721.4020784109853,67.0
4197.474641707155,62.0
6680.9684430676425,28.0
-4404.343353272665,53.0
-100.26183126314459,66.0
8645.319146987422,97.0
5775.252323229994,79.0
-7801.850264728623,105.0
3311.4756508859937,17.0
-5269.406740862253,65.0
-2103.465159099962,81.0
1423.408359394517,78.0
4441.066818808057,66.0
-12212.603364041406,91.0
-14710.221032450838,71.0
5124.652344713599,56.0
-5095.864270302011,61.0
6891.059756759707,37.0
5808.817652304402,57.0
4665.370645478131,72.0
-1910.6901316000233,97.0
-2736.7668394826387,98.0
-16919.385068870564,109.0
6132.771242077291,48.0
4588.3405217631735,82.0
-151.8382505368927,50.0
4569.512182941551,49.0
1688.386174043886,92.0
3296.7419693332304,54.0
3392.7007231362218,51.0
-2851.7181784269014,87.0
-11597.630430945095,77.0
-768.0156106042305,85.0
-12207.421863217567,71.0
-1153.9752578158336,51.0
6904.169317361218,84.0
4069.2872177568606,53.0
3090.1067243680372,46.0
