sal_5_lc1vs0_iate,reg_agri
-2481.9990918268495,30.420569431073343
-1430.2026846162762,31.72492299534889
-4489.066068861717,5.69363914978576
-11449.086047238936,17.156511257966585
-2621.9158112681944,10.425683441718604
-9307.768394496368,12.336111894138924
-3663.882554510728,13.272856279921823
-2922.2717433481994,13.272856279921823
-8681.341162061635,21.44874346620925
-6274.984713808693,25.447105542939124
-23050.036448475887,38.426488642538814
-4468.773777198032,20.90306101162109
-1791.544694904027,25.447105542939124
-4944.384089321699,1.132160989646131
-985.7288185997254,12.782315118678907
-332.9000730049629,8.332942688788997
-3128.5858267013637,12.190795575052846
-20174.249270295943,26.302762831609364
-9694.514652801749,17.05947641370443
-15482.65631253578,30.409884059187547
-16864.316977723323,1.132160989646131
-3854.6605514252133,23.218144734904
-15512.063404353617,37.68124385002402
-737.5592811277274,20.180144970495384
-3907.2066466053657,26.58932955325777
-3121.7491029205485,30.420569431073343
-15304.32706086959,12.190795575052846
-13543.905380875236,26.28135983123264
-2648.5947456058148,25.725153340464843
-17866.57769455155,13.272856279921823
-2403.451674007315,17.05947641370443
-6434.73448281351,31.72492299534889
-8296.69576024561,17.932562693756196
-5509.827570719333,3.927831006064245
-4641.313601073668,23.14825227454956
-11752.237241047436,21.81703550251781
-4379.075625140769,22.092249117524783
-3376.3762733938984,16.143774716964504
-18070.252683228307,9.518818038309782
-3868.6695721607903,18.79185971370501
-2411.7559709667385,25.59892040830825
-2800.2412569148146,20.28222278472817
-4610.403673240824,26.302762831609364
-3839.2066885664553,20.28222278472817
-13850.616232426319,38.426488642538814
-3205.912961450713,30.420569431073343
-13405.433064226892,16.766249047417915
-1393.8747596588864,16.12384262285483
-3827.2478162996267,18.757994207245872
-3340.8646766977945,21.81703550251781
-3220.8614755280187,21.83368081202904
-18159.677478107253,33.36162869752894
-11768.15836671055,11.578951027428012
-601.8838962788832,11.942906218623804
-19723.8513584647,10.52412367775796
-5725.515170755169,10.52412367775796
-20073.777211113367,13.608850492731817
-4066.4327409611055,30.409884059187547
-3625.4468209149654,8.332942688788997
-1856.2438022488477,20.180144970495384
-12507.116191895593,31.72492299534889
-5499.508275093274,13.23318471616647
-2988.3278667493832,25.447105542939124
-2417.048462230993,34.4734454458848
-13423.154585586632,17.114253331641656
-4529.740101638286,19.70368081017321
-12385.393034090346,12.613632740062826
-7667.121295823748,21.81703550251781
-4271.361729465954,10.52412367775796
-4112.1976155222665,26.302762831609364
-15459.894259582992,19.647957347052547
-15491.075196322374,12.613632740062826
-2381.7882978653433,18.562253210557493
-11096.739581289625,12.190795575052846
-1727.2109991136676,8.320220391373894
-2921.828590101006,16.766249047417915
-3254.8992132057465,8.332942688788997
-10556.837650846033,20.28222278472817
-10455.722659357674,12.613632740062826
-20661.927004180106,25.59892040830825
-1423.1313431016351,1.132160989646131
-3351.387528416253,5.69363914978576
-5120.885342422156,21.61563065615585
-5935.030731679892,30.86665725132705
-4976.0319035312405,29.22739596194833
-3968.682633044399,22.32621505968753
-3634.456463656472,7.950620098438058
-9066.127307525749,11.642586775623563
-15018.688640553491,12.789203739932198
-8111.284690909317,21.83368081202904
-17642.50484838362,6.687900598978352
-10839.494059506758,27.451018475410937
-1867.112092734591,13.963866260572992
-3010.58230744502,22.092249117524783
-6071.455601997541,20.90306101162109
-21320.914805274697,7.950620098438058
-1710.138748034251,6.687900598978352
-12414.134823481707,26.58932955325777
-3599.0447080056374,9.647452638974611
-5926.637928848386,3.927831006064245
-5718.414619240622,12.336111894138924
-2509.7359093447667,22.092249117524783
-13663.1771612767,29.32505767081869
-4033.978686479327,31.72492299534889
-5100.974057773645,11.642586775623563
-2192.726906782671,35.40501989106287
-15263.631141748427,5.69363914978576
-3386.1423112113425,13.963866260572992
-12195.480706996037,31.72492299534889
-14172.420734003885,19.647957347052547
-14439.967598591506,29.22739596194833
-9048.159561008595,10.425683441718604
-13926.822995011875,11.942906218623804
-13700.278418759126,18.79185971370501
-12333.05242406501,8.320220391373894
-3675.057545060019,7.950620098438058
-5367.654395430776,10.52412367775796
138.4776854907468,16.64323622189432
-4687.764581692623,23.14825227454956
-1270.997471406965,29.32505767081869
-6269.418312184018,26.58932955325777
-4233.027892930539,22.092249117524783
-22212.101919735465,25.447105542939124
-13084.67588178134,34.4734454458848
-17165.329435814063,18.757994207245872
-2912.170621465182,17.05947641370443
-13504.384406074629,10.52412367775796
-3268.6385958975497,16.766249047417915
-3091.9152833653443,22.092249117524783
-3990.25896334791,36.10508609312406
-4787.805977663429,15.599548132494943
-13083.954220749194,12.782315118678907
-1282.4598854414908,25.25684355246182
-2866.3517518214044,18.117577938721773
-3235.3814262391174,11.578951027428012
-2167.875516107175,12.789203739932198
-5316.7737462200985,38.426488642538814
-19438.058438510867,30.86665725132705
-4579.149770817781,18.562253210557493
-9358.890585744632,29.22739596194833
-5203.818795432897,4.885271868806392
-3787.595076680779,6.687900598978352
-18966.873058341105,12.190795575052846
-4401.41584603144,18.757994207245872
-4131.751212488023,21.83368081202904
-4634.892212804394,4.38846568617879
-25827.080229285075,36.31581069178857
-16014.769338234188,17.156511257966585
-14562.973671890468,8.795230083567638
-3461.479854856258,9.518818038309782
-16302.53504056557,18.562253210557493
-9524.583472066335,36.31581069178857
-7341.373915371651,7.950620098438058
-7954.488198774543,25.25684355246182
-9140.948460039317,30.420569431073343
-2648.63698183188,5.69363914978576
-3812.09534316147,30.86665725132705
-3109.927187189409,25.25684355246182
-11121.07401745646,12.789203739932198
-2995.358495047498,10.52412367775796
1170.1312156810236,34.4734454458848
-3029.91906506361,20.180144970495384
-2758.081931164009,22.32621505968753
-18156.34535903604,37.68124385002402
-4643.473547032025,18.562253210557493
-1223.8552101226778,26.28135983123264
-5688.846360649893,8.795230083567638
-23838.634134453827,7.950620098438058
-3865.639866280335,31.83741398327524
-5035.879839467418,25.447105542939124
-2856.2286010098796,12.336111894138924
-5936.4591529422805,13.963866260572992
1549.8746490409649,24.09174497286721
-5037.703809441773,12.336111894138924
-2457.791259170148,16.12384262285483
-3744.4134273431137,35.40501989106287
-11780.249925911903,21.47494878544683
-5208.740962084879,16.64323622189432
-8283.285950736947,18.79185971370501
-9420.056949572649,13.963866260572992
-1351.4954124650162,18.79185971370501
-12359.355770980193,19.647957347052547
-1921.5972709595062,14.353464935930552
-3396.3153520985184,38.426488642538814
-2523.1013173419956,34.4734454458848
-19680.119143043317,31.72492299534889
-3662.9788562026733,9.647452638974611
-1813.8284066994177,12.336111894138924
-1929.4502405485655,18.79185971370501
-18473.376925254204,13.272856279921823
-10235.55657615969,3.927831006064245
-4467.038205499357,6.687900598978352
-10216.100215415927,11.578951027428012
-10398.435339800724,8.332942688788997
-1977.3450391388687,11.578951027428012
-371.8095684415348,27.451018475410937
-11178.479565200749,34.4734454458848
-4848.809083663544,16.143774716964504
-1455.7608402893638,21.83368081202904
-3504.6534266163035,16.12384262285483
-10608.856670115681,15.599548132494943
-14842.137517069898,36.315810691788556
-19043.144660105587,11.578951027428012
-3940.0068283597766,17.156511257966585
-11089.839073897609,4.652936998737928
-16045.222243166478,30.409884059187547
-8872.668920638253,31.72492299534889
-8764.232361529641,26.28135983123264
-744.5201364443092,15.578164380055544
-15853.751076890274,26.28135983123264
-13269.777642340361,34.4734454458848
-12175.955955306577,33.36162869752894
-20438.03779952736,12.190795575052846
-4208.2072426075065,18.117577938721773
-2088.049357156826,11.427424278367262
-3072.7941787421114,6.687900598978352
-3007.1361696807653,21.56487561270493
-4247.789874483329,9.647452638974611
394.90865578222656,21.44874346620925
-6220.286097535742,14.353464935930552
-2533.4913310290403,30.409884059187547
-4629.908943759723,10.52412367775796
-3580.119740847034,7.950620098438058
-15179.331531589365,26.58932955325777
-5250.554192597281,22.092249117524783
-19824.48843790569,18.562253210557493
-13961.771413975295,22.82469145311972
-15679.964204096266,38.426488642538814
-2473.6644484802437,33.36162869752894
-2549.048403292869,29.32505767081869
-4808.15456737716,18.117577938721773
-6112.866546040383,5.69363914978576
-2054.054733363866,19.70368081017321
-4116.815076209841,11.642586775623563
-4667.85781356056,11.944636704804305
-687.7678721856246,17.114253331641656
-1572.4739265848293,12.571740219945433
-2229.9449051810197,17.932562693756196
-17912.271224062046,25.25684355246182
-10959.5875081798,11.427424278367262
-13438.2518203146,30.86665725132705
-5765.292613450059,16.143774716964504
-1882.0292594248676,16.143774716964504
-1394.986552865009,18.117577938721773
-2766.4287728552717,18.562253210557493
-8227.80630448794,26.58932955325777
-15937.822211161463,21.81703550251781
-607.8791752062425,10.52412367775796
-15400.345359607194,11.642586775623563
-3285.0358730861008,18.757994207245872
-4761.178615956944,24.09174497286721
-6325.923551056334,12.613632740062826
-206.7304207981033,8.320220391373894
363.5642377079348,21.81703550251781
-11260.855429756597,12.782315118678907
-8150.214017385893,4.652936998737928
-17867.236586939463,36.10508609312406
-3513.256866762913,35.40501989106287
-9989.511869159283,35.40501989106287
-13382.944965331519,20.90306101162109
-21389.724762206322,8.332942688788997
-11758.275605579605,3.927831006064245
-19100.263322655494,10.52412367775796
-6242.6927389339435,19.70368081017321
-10874.925238689524,35.40501989106287
-4129.833897468074,13.608850492731817
-2596.7614304278704,8.795230083567638
-1086.7598052277945,12.571740219945433
-2887.4026447166516,22.82469145311972
-6424.322779887734,23.148252274549556
-7835.831431785344,16.12384262285483
-2423.0265647891483,1.132160989646131
-2090.327217969132,21.56487561270493
-1650.8826955134682,19.647957347052547
-11588.97676852504,16.766249047417915
-14319.735197210257,24.09174497286721
-1184.8228576933543,25.725153340464843
-10630.152127146837,23.14825227454956
-3438.786554015467,8.320220391373894
-4041.42137671212,31.83741398327524
-6687.02383169196,20.28222278472817
-14454.607006213711,20.28222278472817
-4734.885674987724,12.613632740062826
-17955.702257149896,16.143774716964504
-3712.3005452574143,30.86665725132705
-3253.506274047708,19.647957347052547
-13063.243422531772,14.353464935930552
-10105.650529150811,11.578951027428012
-2646.1694418109146,8.320220391373894
-945.998726484695,10.52412367775796
-3216.597459158531,22.092249117524783
-11214.495457371584,4.38846568617879
562.0227214579609,26.58932955325777
-4660.33154691372,20.180144970495384
-10652.437305047632,21.61563065615585
-14640.104054043743,11.578951027428012
-3278.789836188758,3.927831006064245
-3593.1129255839314,9.647452638974611
-1378.353035254715,18.79185971370501
-5383.3235308045205,26.58932955325777
-16577.660370664566,12.336111894138924
-6035.086094474353,30.420569431073343
-13306.992942208668,37.68124385002402
1282.0930186860023,21.81703550251781
-895.4255482932276,21.83368081202904
-9861.096318188434,21.81703550251781
-14449.518073712647,12.190795575052846
-359.490316730371,16.64323622189432
-4370.206142251963,31.72492299534889
-2754.691480296249,25.447105542939124
-5107.445476411392,21.81703550251781
-3976.125604953261,30.86665725132705
-15403.609459958532,15.599548132494943
-5156.614720654046,21.56487561270493
-4833.287929346809,12.336111894138924
-15437.340573491341,21.44874346620925
-16318.471846804152,25.59892040830825
-3409.260414836453,10.425683441718604
-4739.117269303188,22.092249117524783
-4042.8177896948737,19.70368081017321
-5205.5897897801115,25.447105542939124
-4121.094435166221,13.272856279921823
-6533.300609403781,9.518818038309782
-3292.025134088034,22.32621505968753
-6064.273024828792,20.90306101162109
-14099.482965617864,25.725153340464843
-3393.597639191945,35.40501989106287
-9504.931781505566,22.32621505968753
-13062.81157466616,9.518818038309782
-4747.6442926940645,15.599548132494943
-1592.0873906145646,16.12384262285483
-15913.178206146846,25.725153340464843
-19436.659771559407,37.68124385002402
-16837.368662845627,22.092249117524783
-6276.741810780377,16.64323622189432
-8180.637889668757,37.68124385002402
-11457.880855054631,10.52412367775796
-781.4556816971699,18.79185971370501
-2667.8126593894813,31.83741398327524
-13104.771248879924,15.599548132494943
-10665.173419655195,25.59892040830825
-14296.561815424193,16.143774716964504
-9758.488127115179,17.932562693756196
-2750.906093148442,1.132160989646131
-6469.244519392494,33.36162869752894
-5441.509169176772,4.885271868806392
-13599.701356621512,30.86665725132705
-4136.13600177582,10.425683441718604
-11604.125718343526,21.44874346620925
-4304.24579376874,18.562253210557493
-4330.072568825493,38.426488642538814
-3490.7351071552207,20.28222278472817
-2075.383224121328,36.31581069178857
-3254.26674599163,10.52412367775796
-11112.708143403128,18.79185971370501
-6296.898415198477,11.642586775623563
-10192.005783543897,31.83741398327524
-17727.51690545312,30.86665725132705
-5012.679561102739,37.68124385002402
-5851.130895425836,21.47494878544683
-4035.6571233417944,25.59892040830825
-14816.06670676965,16.64323622189432
-3541.814156349754,20.28222278472817
-6427.332189568377,11.642586775623563
-3233.1390493057406,35.40501989106287
-3411.4342215337874,10.425683441718604
-17123.447583290104,13.963866260572992
-1172.1130016023235,29.32505767081869
552.2860575975574,21.61563065615585
-5655.806847844576,12.571740219945433
-10581.430701767214,25.59892040830825
-8830.358392823542,23.14825227454956
-14815.27737180389,10.52412367775796
-2398.123678342723,5.69363914978576
-6263.18017822456,16.64323622189432
-12975.890850990038,34.4734454458848
-5679.533639377378,17.932562693756196
-2349.9636917536445,15.578164380055544
-10436.331630234665,9.647452638974611
-4508.205293029222,29.32505767081869
-4692.289544992702,11.427424278367262
-5379.5399472282825,12.190795575052846
-4057.6713351638728,8.332942688788997
-2892.459052176204,31.72492299534889
-12588.963599358947,36.10508609312406
-11477.6680872867,21.81703550251781
-5311.800841091535,8.320220391373894
-3779.1363941453064,4.885271868806392
-2806.506942162654,4.885271868806392
-16195.484778475562,21.47494878544683
-11373.35998303537,35.40501989106287
-1552.343685283191,9.518818038309782
