sal_8_lc1vs0_iate,lmp_cw
11167.868259257046,3.0
12771.957345204471,3.0
11841.187714049378,2.0
1617.968606159733,4.0
15376.371816342333,3.0
5270.188628254141,4.0
7810.821964283548,3.0
11454.249122621677,3.0
5223.773363349358,4.0
6858.561316999911,3.0
-9663.407087839396,2.0
13103.389880014718,3.0
12097.438624185725,3.0
9239.958723800344,4.0
13179.650120999831,4.0
15951.153664678173,3.0
7427.495471244962,2.0
-4119.966476765889,3.0
3457.031927894268,1.0
149.75301320187828,1.0
-7275.184140058531,1.0
9168.374599985378,4.0
-6527.476172219996,4.0
16253.06630444137,3.0
16422.098656896098,4.0
15321.748210100406,4.0
-3628.3790012153804,3.0
-7685.33914703547,1.0
8542.158590066798,4.0
-7065.184392669891,3.0
13417.309769282518,3.0
12998.666689159663,1.0
2568.7150861865366,1.0
12279.068538371455,4.0
10663.407638331797,2.0
1095.6619204992649,4.0
12067.220113124811,3.0
10386.527880966234,4.0
-8197.01825143729,2.0
9743.291037672116,4.0
14279.19116152325,4.0
14794.790952362648,4.0
10036.081758972612,3.0
8987.524484473266,1.0
7326.728430899922,3.0
11604.632379663148,1.0
7237.069809009081,1.0
13521.910460926332,2.0
9899.389649886894,4.0
14346.91029943711,1.0
9607.420887526034,4.0
3960.7541193922407,4.0
-1098.8198283710453,4.0
15695.805463145483,1.0
-10103.924075965262,1.0
4873.903170252894,1.0
-10119.550203775365,1.0
9930.176085039036,3.0
12117.303287205885,4.0
14307.525232743563,3.0
-849.3356609478012,1.0
5920.908264161411,1.0
16037.714572977082,4.0
13084.792813569362,4.0
-3639.5539772658262,4.0
9855.060227088901,1.0
549.9976655498417,3.0
4726.265182714535,1.0
7877.773261743288,4.0
12524.709497428434,3.0
-8867.378615785194,1.0
-7506.689442051908,4.0
12763.370004946453,2.0
1619.2753376311625,4.0
16952.586810947876,3.0
12985.979106122411,1.0
12139.683843232853,4.0
3837.237699619423,4.0
4353.628110462144,2.0
-9290.58064887695,2.0
12831.288885232156,2.0
13583.732123190504,3.0
7672.509246332883,1.0
11537.930439930818,1.0
8362.743088578783,3.0
9711.303802441362,3.0
10845.005053034678,2.0
2223.4597978211614,4.0
-7659.024642038418,3.0
7128.8727086562285,1.0
-6177.261267735563,1.0
2460.750005272962,4.0
14837.793943726854,4.0
10900.626064283631,1.0
10242.312911182507,2.0
-13867.61397649689,1.0
10449.270811530761,1.0
-4391.145172541228,4.0
6673.694642479495,1.0
5673.9221085431545,1.0
7422.990399709222,1.0
14667.475859258248,1.0
4260.229912227757,3.0
11046.846845822121,3.0
4791.924340922253,1.0
12856.471075525775,1.0
-7114.332520317785,2.0
11741.83469197449,2.0
-3119.6094749634603,1.0
593.8974318770306,3.0
-4595.217101075695,2.0
3435.4916708516885,4.0
-2049.11310328492,2.0
-5906.212465413824,2.0
-1356.5836848097879,4.0
7336.410478598748,1.0
5587.694614556962,1.0
14094.563459363051,4.0
8104.70017772447,3.0
14575.299061197293,4.0
10185.705307368611,2.0
9923.596533601993,4.0
-8782.899481326223,3.0
-4325.231420049802,1.0
-8654.164955134473,4.0
8065.370206955173,1.0
-1427.5687038590304,2.0
12844.42968846703,2.0
11350.731881801208,4.0
8729.534494898195,1.0
5282.089207295203,3.0
-4442.644260204349,4.0
12433.054950437607,4.0
10421.137339640607,3.0
9960.430538200624,4.0
13284.649472183879,3.0
11546.43001320228,3.0
-4703.720901432263,1.0
9707.572709917242,3.0
3226.5888974507934,3.0
12025.131736449728,4.0
12202.326491154712,3.0
-7018.512868180425,2.0
8551.34070849262,3.0
10957.824660883196,2.0
9516.564192534079,3.0
-6488.933749894183,2.0
-9986.865752002355,3.0
-5749.706919058152,4.0
8247.90070913826,3.0
-3688.9606317434536,3.0
-2940.215648967772,4.0
4769.136620838929,1.0
8045.335866290989,4.0
-594.0959689374358,4.0
11045.410447200034,4.0
11414.206527203965,4.0
13601.044130271095,4.0
3197.019267559414,3.0
9211.498830425742,2.0
15229.525127637142,4.0
10344.825535744465,2.0
9097.148064625791,2.0
1273.5076695464586,4.0
7804.071290637474,2.0
14173.91962552975,3.0
7875.2201437963795,3.0
-9701.57616028957,1.0
13086.554359029333,4.0
8851.14676504765,1.0
15204.627993703765,1.0
5658.923837875872,3.0
15759.848461156082,3.0
12927.019404676892,4.0
10189.13450917025,1.0
8522.551407044433,4.0
-2634.856449695429,1.0
11549.217355514033,2.0
4819.152901777215,3.0
9283.308122543902,4.0
13996.392766927991,4.0
-2503.2197387483093,3.0
12223.453738120941,4.0
11216.74241141875,2.0
7313.239263975229,3.0
3631.991341340452,4.0
11976.332400224292,4.0
12088.619792477382,2.0
15497.161878560391,4.0
-3049.2448910049497,2.0
722.4218696006083,3.0
7794.387402353017,1.0
1561.7424894767523,4.0
4520.369864227847,2.0
12059.67891715074,3.0
15964.01522147964,4.0
-2166.308723415974,4.0
6194.4041440930505,1.0
16887.11945364291,4.0
7754.4902354853075,3.0
2013.6575770924453,3.0
7601.212240631117,3.0
-11326.192459188042,3.0
8563.919561000714,1.0
2419.9221857553994,3.0
-7872.149045564388,1.0
1971.2510318561326,2.0
2844.757471251287,1.0
13082.06532483796,4.0
-9227.724936566978,1.0
696.9874900008817,4.0
-2546.6015502030596,4.0
-8878.122559742851,1.0
9620.695550031947,3.0
16849.84264903405,4.0
12089.493210963783,1.0
13043.598631060984,2.0
11242.521395551878,3.0
16622.684151780824,4.0
5790.359743694289,4.0
9876.351715268207,4.0
