sal_9_lc1vs0_iate,earnx1_3
13616.941949582555,0.0
14561.636348288506,2219.0140665634526
2612.784853292573,0.0
1995.4200494509923,3113.9583675713347
19047.129579976954,0.0
13967.332616799922,3404.6488732151083
8929.994170390752,0.0
19788.292614293332,0.0
14301.752857796055,2346.553771600289
15584.990089997635,5820.929939361944
11490.44332534962,4090.267289842236
8091.321827212738,0.0
-6546.59054743239,3959.187766751257
15777.387834350324,0.0
10888.679181173531,1734.4169995155144
16086.903103419907,5282.874225000823
13992.419154180177,0.0
12041.260923857491,0.0
17435.53834667283,5141.17551018298
16736.48143870632,0.0
16384.470219926454,4236.000263608083
6898.459366938971,3849.744452841351
14465.21384341352,2104.11201867215
-8871.274722749533,2783.5402687678907
10733.760550851219,4212.605607567194
14583.05557328072,2012.815900069404
4426.55053044283,1807.9546570138543
12122.325832532544,3679.058401968524
13537.452226946512,0.0
3959.8844539221905,0.0
12048.876577309296,3386.0147695674623
3914.9416574317,1923.7729142294631
3925.525457980086,2337.8826279759915
16144.00447104589,4363.399637545606
6571.044688796559,1687.6343147746516
9483.059543947784,4149.00348164673
15461.23480130708,0.0
5264.703744474601,3995.7273192534426
11376.070717435485,3631.179160306269
13969.988481105249,0.0
10730.59600958038,0.0
14046.73810062982,4761.110225451434
11992.39593475417,0.0
-3098.0258535708076,0.0
14864.158381082278,4340.535047500219
4135.930583493321,0.0
12598.981422288934,3261.6177077826696
12836.451800619394,0.0
4582.153952174714,0.0
11230.477534117119,3494.9279785178896
5815.134298443156,0.0
5798.5057803683485,3012.4240194940458
11320.10369915316,6803.601554851807
7742.5643132719615,2970.865294470688
7115.804916140647,3479.205746398452
8948.285733730143,3353.169343459828
15315.535291025466,0.0
-5939.284914559379,0.0
11685.329194369138,3340.3868775367664
8462.869840033749,0.0
14238.434453861655,0.0
13917.985781218777,4557.037664611344
2998.826575074746,0.0
1499.17982908614,3833.667435358446
11306.99822741522,2628.681061381627
7459.066496079418,5935.387289105403
7344.49989731111,7624.705953168964
8545.827722205288,0.0
13246.786460610689,0.0
14240.520196341316,0.0
6610.844393678556,0.0
14093.342263612312,0.0
