sal_avg_lc1vs0_iate,empl_x0
-7075.662948813216,90.0
-8751.812149945432,110.0
-3099.572125634313,69.0
-725.2681902015559,50.0
-4552.88559658112,62.0
-9775.89109350858,45.0
-8843.300149767407,113.0
-14507.234004725078,60.0
-5470.599287948854,77.0
-20249.100494719503,45.0
-7580.671063053526,67.0
-5677.719525156944,68.0
-2985.9782101468663,86.0
-4134.77720835058,82.0
-10102.496198394962,86.0
-4030.7429259494365,86.0
-12751.77322724172,66.0
-3534.2888404419527,47.0
-6909.004513306612,78.0
-1383.0933088536685,34.0
-4719.557733115278,33.0
-20228.16106050703,77.0
-20154.06996006283,68.0
-5407.687868960819,45.0
-9282.951957435827,64.0
-1685.250217339345,42.0
-8002.189413050945,57.0
-1505.1932702048953,69.0
-163.1673253667782,35.0
-3364.229114852491,71.0
-12382.373611012477,75.0
-785.2656016715882,48.0
-11640.28117251274,98.0
-11242.977710466548,57.0
-9273.244449386284,83.0
-3677.4248579031373,42.0
-6716.901219636151,90.0
-10287.624947000357,45.0
-11098.278693646747,114.0
-2152.3303372994674,81.0
-12967.934148519556,62.0
-7838.683888259628,84.0
-10298.123622814575,91.0
-3768.7738584967756,95.0
-5105.713567523018,114.0
-5395.137279406862,54.0
-5842.417922098269,78.0
-3478.2529983768654,74.0
-16469.919254384844,92.0
-5090.7367118510465,95.0
-6412.188938437743,74.0
-2126.6436903543436,49.0
-18716.298248804593,95.0
-18466.448424001956,48.0
-12797.577331980196,108.0
-13327.799092772619,49.0
-4226.485652105521,101.0
-4804.748310744681,57.0
1194.0434589090614,38.0
-5720.66564614251,53.0
-3357.9227056011405,75.0
-13508.648013609103,99.0
-1349.949124080772,39.0
-5661.023288830345,57.0
-3564.0472339018597,92.0
-5505.914221874664,49.0
-2140.77813731048,84.0
-3790.6347991416933,61.0
-6906.446417577072,101.0
-4191.59070648288,77.0
-217.50414105855657,17.0
-324.4153535022249,93.0
-13033.596202381646,80.0
-2802.519107376115,57.0
-11595.110095012258,93.0
-7061.107339875247,77.0
-4335.72016988378,39.0
-9068.693718997742,62.0
-6376.66007604625,59.0
-5077.695211014554,90.0
-1851.369301939516,32.0
-5424.4691883584,20.0
-7440.315465169034,100.0
-466.8693287251152,39.0
-6076.861719903968,102.0
-15158.08268129647,84.0
-345.9548637861244,64.0
-4566.201747230991,71.0
-4279.348258360926,55.0
259.818097261558,81.0
-1072.0231667021515,59.0
-5737.331406914178,49.0
-6026.481655128593,59.0
-3107.4482519535068,80.0
-3074.1106843205566,92.0
-11671.155414348235,54.0
-5123.687208246411,42.0
-3733.63496940585,63.0
-5090.046314249408,81.0
-5203.400546725425,63.0
-3704.2742463124423,79.0
-6210.365746286256,68.0
-966.6440061212469,65.0
-9224.913670956226,62.0
-18670.561969752744,111.0
-13722.053139772592,67.0
-14444.355520263085,104.0
-8999.65545879015,89.0
-3843.336820733084,52.0
-17227.20553377229,97.0
-10321.073220665112,91.0
-6285.26855740175,61.0
-13660.553946703412,92.0
-3921.7643673284892,95.0
-12904.248237718628,94.0
-15071.090992090803,44.0
-6644.231587323618,90.0
-1951.4879162243396,52.0
-1958.8129126163522,63.0
-1954.431860891429,49.0
-956.7519150471438,51.0
-4764.917144147628,55.0
-3156.678973509528,76.0
-13636.844949685137,65.0
-5089.585021288243,84.0
-381.75481818053504,51.0
-16280.71806828749,112.0
-4190.076540213204,80.0
-4515.327060372217,99.0
-16278.173398129758,73.0
-6629.478277144476,49.0
-3943.0299898050603,72.0
-9866.98087712207,69.0
-5617.872243598027,92.0
-15395.508036094405,94.0
-5511.373599534315,94.0
-11911.48166490336,74.0
-16546.23974872805,62.0
-9389.747995401638,60.0
-2490.5231286882863,74.0
-5290.95325076227,96.0
-1789.832532866987,41.0
-8350.629791368505,80.0
-12565.851097279392,94.0
-3611.368895360154,77.0
-3160.4273083338785,72.0
-4092.3266513059525,66.0
-14305.763846117105,100.0
-329.22132879383275,51.0
-3641.7268438915253,63.0
-8604.512730170918,81.0
-1812.4775095178616,89.0
-18515.041897015977,63.0
-4339.65173636213,49.0
-14006.05656187819,58.0
-8249.955986238187,98.0
-3936.6379086953975,52.0
-3724.7312005067997,51.0
-4839.155920789715,104.0
-8941.267333289972,56.0
-10027.808965388951,96.0
-1116.7150087366201,69.0
-3096.2155559747735,96.0
-2746.0566670300395,66.0
-10720.364400572636,75.0
-4473.279735240896,44.0
-14705.375014209054,94.0
-9730.080563925556,52.0
-6880.833047391676,66.0
-2419.6823100288384,46.0
-5873.9574890492695,46.0
-5730.993447162773,76.0
-7084.483078169513,74.0
-1069.3471572078292,48.0
-2345.675361204915,42.0
-3319.6144811151657,90.0
-15521.48440904756,56.0
-16406.390510099984,90.0
-2767.2507136746462,78.0
-18705.528106170586,97.0
783.8205406733853,72.0
-2382.6443541126837,47.0
-4313.4433853111605,37.0
-1563.4847888858574,89.0
-2858.1618198331325,63.0
-6762.923043735171,81.0
-12463.632193904388,112.0
-7638.508927584453,56.0
-17188.782326051616,73.0
-11369.334139864824,85.0
-4119.110626717643,111.0
-18992.844319271117,62.0
-4578.749643905232,54.0
-2579.96198903777,69.0
-2965.953557012483,40.0
-3855.2505830849577,48.0
-14958.29205856573,44.0
-4054.2127688174496,35.0
-8067.13580148413,87.0
-1006.2162749109589,71.0
-3836.3663616426747,69.0
-5634.116962650967,63.0
-18348.01718697778,95.0
-9342.519633761462,90.0
-5079.603196041396,56.0
-9184.157053538038,84.0
-6495.098039064708,39.0
-11251.926781849654,50.0
-3260.026322308977,55.0
-12543.555167161436,55.0
-2844.3496622563966,26.0
-15563.392937498336,48.0
-4088.5696819064224,75.0
-13841.827821018851,54.0
-1109.3245971653341,54.0
-5299.953273290589,79.0
-3448.9450884103057,51.0
-945.2162192501019,53.0
-1258.2975223978383,56.0
-254.78076998738788,27.0
-11649.573455353051,83.0
-20649.850181952814,60.0
420.39327705958493,58.0
-3164.6208812525797,65.0
-8574.631855224217,89.0
-14767.521795574252,57.0
-5021.566986475802,62.0
-799.9948775184605,59.0
-5698.792051681788,45.0
-3565.114789417295,93.0
-1901.6343314241012,55.0
-16762.88744233713,107.0
-12868.90106118521,103.0
-635.8986662509295,69.0
-6140.4906402727775,56.0
-2127.5440853736654,66.0
-6572.773337574739,85.0
-5295.141076184427,46.0
-3377.5145524417076,36.0
-2407.924195593372,79.0
-6588.662780477194,47.0
-3455.426665905634,52.0
-371.26488676510735,105.0
-8556.520639013868,59.0
-2754.7909325634046,55.0
-2682.1624889750346,74.0
-11796.552501780558,70.0
-13969.842588507103,96.0
-3927.733335006027,70.0
-5255.988148959441,48.0
-2584.1351879408485,73.0
-6311.568973418749,73.0
-7912.399043235382,104.0
-17552.859763443717,103.0
-3418.994828319377,74.0
-6454.937226118989,27.0
-2172.3382869399557,56.0
-2416.042198883538,81.0
-19453.168489302567,78.0
-15638.424688628531,63.0
-14245.456100122716,95.0
-9626.084246129867,93.0
-5763.03907763655,79.0
-8674.384727513097,97.0
-3102.2337217859204,37.0
-11405.421282696272,54.0
-14384.035086786567,72.0
-6487.989134462951,91.0
-4102.771674107285,75.0
-15275.907712442808,71.0
-14077.53188084977,42.0
-5949.318314520016,46.0
-19805.34713905475,108.0
-17846.138204066796,46.0
-15233.524305527219,68.0
-4811.730053179519,44.0
-10359.605493926145,68.0
-17919.722050939527,72.0
-7937.676237930578,76.0
-6009.106275202472,87.0
-15472.750588417177,67.0
-5945.986877815684,48.0
-3360.8295278863925,44.0
-6956.90262835911,94.0
-2046.7535187907233,22.0
-5368.296531277281,52.0
-3437.7596246061926,87.0
-10732.58486714787,90.0
-11359.553572837627,93.0
-3825.9752090761976,48.0
-1336.984132399859,34.0
-5615.322207070289,102.0
-13205.616897701198,58.0
-5290.836014980232,86.0
-15153.633203338137,77.0
-3655.175989096482,42.0
-16169.361967732735,67.0
-15135.510108805789,68.0
-4771.949467961926,90.0
-3028.49186554453,89.0
-12971.791516916337,60.0
-3309.571277842748,42.0
-3918.672717957141,63.0
-11583.46980423159,54.0
-1922.5718819330837,71.0
-14188.265867126851,79.0
-2652.057164398164,79.0
-7379.305587682102,42.0
-6981.4435278078545,101.0
-1247.4708126816731,42.0
-2872.3175539031245,45.0
-3414.276141268537,71.0
-1695.503693065273,49.0
-5679.082997104733,47.0
-14698.484170428215,95.0
-13660.97192894674,78.0
-21740.211177806133,51.0
-7266.30183218813,49.0
-16573.189335640953,86.0
-15184.438251208678,67.0
-1924.4791151258273,61.0
-3799.1964429037325,46.0
-4820.368538620203,34.0
-4441.810448074274,69.0
-7166.968812804069,88.0
-1386.9502094847285,64.0
-8019.997209089301,93.0
-6678.8689579282745,59.0
-5086.248013597291,50.0
-12302.107758479102,58.0
-6190.457907944236,84.0
-1554.9492896951342,62.0
-19549.702743126127,59.0
-5213.834295295968,71.0
-12520.036304014451,90.0
-10279.804662293851,54.0
-6404.71208967454,79.0
-5811.9528774994415,69.0
-6622.333483545698,59.0
-19803.051719232488,69.0
-3486.0685416798005,47.0
-4205.009179847081,48.0
-6620.442156486022,79.0
-1496.87620306619,63.0
-428.1619432814498,33.0
-2973.522419416826,42.0
-8721.083702069336,78.0
-5757.828312046535,61.0
-4691.857219136406,78.0
-9513.222637004255,109.0
-9349.293195736622,80.0
-4058.4473319383533,65.0
-13327.397358745782,51.0
-2795.4446538236107,79.0
-5122.333873568321,41.0
-3119.002704632814,100.0
-4332.069156000227,44.0
-21262.861672225048,90.0
-984.8781735162906,69.0
-8493.509881976222,85.0
-6938.316765904692,41.0
-4883.7095847546,44.0
-5253.480508985378,73.0
-374.0206653624866,61.0
-6483.455364128824,83.0
-10549.22172831805,97.0
-6563.175372267879,58.0
-19789.52383785443,102.0
-3457.5589492878676,45.0
-14709.857492581239,98.0
-5772.762763671866,60.0
-4331.578456666606,62.0
-4248.588113030772,35.0
-11074.029993724704,57.0
-1601.9803741750657,38.0
-13849.02507245442,72.0
-5107.611310350421,48.0
-4087.3210545438837,88.0
544.8374280693383,53.0
-5372.222446589054,94.0
-3426.965964454421,77.0
-4715.491237914976,35.0
-10281.784853299785,70.0
-3650.6164803315983,79.0
-1340.6023296253918,57.0
-2297.381267799099,87.0
-5916.031685397796,76.0
-3677.0326745399543,62.0
-17085.34743070876,97.0
-4081.1446036816214,50.0
-21849.70478534106,88.0
-4670.244612803565,53.0
-7265.630455902802,56.0
-4136.103038934867,86.0
-4665.773283002163,70.0
-772.1119051960127,72.0
-1280.2304890467703,26.0
-11458.962607555373,97.0
-13999.491212898167,111.0
-5560.484453035747,89.0
-7241.466399271394,54.0
-7798.153064510587,71.0
-11983.928384394807,74.0
-4137.918357821405,76.0
-4020.2867639935157,75.0
-1283.0588670912439,49.0
-6500.485513826188,90.0
-13246.312250346666,69.0
-1681.4903384375143,74.0
-7000.425658280499,73.0
-12300.18658565263,87.0
-4765.791340128106,76.0
-1553.7581559798218,43.0
-3539.6048208689754,91.0
-2111.8377310044175,59.0
-4339.091480324526,47.0
-16565.223725541273,86.0
-20538.381279543974,92.0
883.7483588400612,43.0
14.915914707861248,96.0
-5621.0154831279015,63.0
-11649.463023053087,98.0
-11822.249357163855,90.0
-4922.013556863056,71.0
-5826.535394452257,54.0
-4136.539848117782,24.0
-6169.259721941997,76.0
-8121.707399347002,66.0
-4456.009565439326,55.0
-2659.835028649275,86.0
-2405.3079907805295,99.0
-8869.027991217246,64.0
-7089.700935000616,64.0
-10401.340893501718,95.0
-12897.961781745998,40.0
-9694.219732915035,64.0
-4039.24389345667,62.0
-2816.844450434426,93.0
-3234.0539972448278,37.0
-10816.225282454812,101.0
-12625.060229941739,101.0
-2756.765736514082,48.0
-1359.6645540776722,58.0
-1628.9007030021253,47.0
-6332.009762289664,65.0
-9751.881814556324,64.0
48.85369645740286,39.0
-10127.95061104236,62.0
-8445.012694981944,90.0
-7587.817802123413,53.0
-13974.630081638497,78.0
-2597.88370253436,88.0
-15365.274425858766,86.0
