sal_4_lc1vs0_iate,prof_al
-19954.994972657823,5.199828473677943
-29146.199747354854,9.972500710882604
-31433.024744821378,15.3398888031624
-27478.65232829765,4.202088819305654
-38631.07140073946,6.634496340496886
-22278.891971705772,4.774020377092698
-24204.914854959992,15.28429555509485
-29354.02381021749,11.93528310010809
-22014.836454110347,16.2401455468251
-34361.42852146404,13.528772408744375
-41092.16190647378,4.558770137425667
-41180.24634598078,17.25371450774734
-40243.902418876496,13.477180792474709
-29150.136101467546,5.844777126963486
-24006.89860213164,7.601526697287597
-42258.863774141646,14.0776378051572
-19358.97379678562,14.857835296222223
-39115.205022963,17.949696992028777
-23448.822668852532,16.727012275144972
-38909.95974164018,11.713334595702674
-39702.48987425571,12.776524669721166
-22277.595721019636,17.013925080035023
-26288.686300898335,8.666842109846822
-40485.49538268829,15.11366605291241
-41330.13824445986,15.783582755202806
-42695.291425200194,4.4822920087565405
-35916.118606586126,8.807148343048238
-16933.182969041547,10.856385245915352
-20584.131695808846,5.068244989985891
-39462.244365811326,14.957066506343072
-30001.400938728202,10.71612012586223
-42731.36462946981,15.172429968889086
-28006.185394030104,10.817314626104004
-33672.86151251089,16.004217193077253
-27860.55729002769,12.19167338268177
-30944.372178795915,5.778198923238849
-35320.908489962065,7.677540104410807
-33430.59998985071,15.172962256158666
-24506.14719153816,9.192573852018228
-33191.64899169733,9.153353147604026
-26019.55571569452,12.645720268156488
-43435.71137947413,5.389155891860705
-30099.32121515451,17.794495433776333
-37092.68920495329,13.84187704621014
-48867.95184566085,10.248717798493946
-32931.4167978592,12.604926070500095
-43936.631134135714,17.531750531914025
-25635.340856668423,12.14500536114396
-19938.7438978245,10.129719679509446
-40215.890883476284,13.37446026677708
-20843.122531205165,11.954153957643742
-48155.34635905884,13.884474580134546
-24846.135873147585,16.9882955389471
-36930.58623005346,16.772582396058425
-24443.686159512225,12.851085094944375
-24851.60330836227,12.381906472780384
-42264.1441729595,14.292152258717186
-25934.14454512942,10.262430713167742
-29381.163982017202,7.810027123458474
-33367.1485406172,12.64975448622513
-22718.19641481625,15.350115924058713
-20476.910250086356,15.355151032563809
-42881.4809853933,12.82012091140108
-23062.450465256836,18.39196656034227
-23895.023253822386,10.464441985110302
-37438.47640856294,12.251114743177151
-20028.154555522262,7.871148225823708
-22282.448281085213,9.156795386091188
-21578.085212128935,8.809114913979647
-29004.491318529384,15.520657526881095
-19161.916179614364,18.446746317946246
-42355.31251129725,4.563001207730723
-38286.969964331576,13.53764428322824
-23219.399342112192,10.177996385227257
-40276.06833313756,18.27967031457033
-40653.01177477254,11.176771846730755
-29277.755578732165,10.015698583614524
-24437.166176393195,5.372236861658555
-23001.50384066586,8.401776702279598
-36828.82184882531,7.913606763763119
-43407.95600804519,9.272629485295424
-42444.72178561178,5.995737467203908
-25456.075792557953,5.77557631519888
-41790.7332086244,13.751636004962364
-28378.147127596952,8.678050735931455
-28610.619256827435,15.80033488792717
-20289.072054281078,15.014704994338096
-43252.25805043618,8.121364194918598
-17994.25904318059,4.7195546145621154
-37273.63005590277,15.13530313313607
-23557.82748938075,17.496355373355208
-26805.23855871579,13.193079316043622
-38486.70263158987,5.937265846128759
-20696.658162808922,16.01097453772138
-38700.47776504463,18.93672503468628
-32520.88810432009,16.848849053736792
-29174.6581131945,9.94678043353354
-25847.44037667095,6.950486302819106
-20926.3503817867,7.765976173923645
-29005.290682213694,12.374641903823068
-38540.80501603817,11.131305894680246
-40390.8648748322,18.167455364190264
-36608.069451455754,14.451927237061268
-25266.916958584752,11.43911395523176
-20515.473725697644,7.560984279109718
-39193.508217323244,14.068313548558551
-29125.702428765264,11.504050073355828
-30662.350310109232,10.32310657270989
-21410.097568917823,9.152136891219708
-44401.01780148946,15.504195306721424
-23344.749371833754,18.69518883237335
-35620.21904822812,9.470177806763186
-20487.370193009214,4.389921628708727
-24723.57531203194,12.482285493797662
-36026.61394059506,5.226541861943557
