sal_4_lc1vs0_iate,sect_al
-19954.994972657823,10.07365179352578
-29146.199747354854,16.80156397820652
-31433.024744821378,14.29366380159172
-27478.65232829765,17.60447013640254
-38631.07140073946,16.34262365410707
-22278.891971705772,14.250867743380557
-24204.914854959992,5.584227618370866
-29354.02381021749,10.884169853481596
-22014.836454110347,6.876545722211219
-34361.42852146404,8.022938998903351
-41092.16190647378,14.375711469500713
-41180.24634598078,9.333905091584258
-40243.902418876496,5.108505545983842
-29150.136101467546,13.760349627811008
-24006.89860213164,16.239913412438217
-42258.863774141646,14.081589276478278
-19358.97379678562,11.544087762845813
-39115.205022963,9.185204750144113
-23448.822668852532,16.317502705010668
-38909.95974164018,17.477112864169058
-39702.48987425571,15.716579181964525
-22277.595721019636,8.994935032749678
-26288.686300898335,5.218827226790301
-40485.49538268829,14.288659287211557
-41330.13824445986,15.692530474215395
-42695.291425200194,7.913015801979398
-35916.118606586126,6.142786405873864
-16933.182969041547,14.147604730552498
-20584.131695808846,16.176601459739913
-39462.244365811326,11.000470633430488
-30001.400938728202,14.05652253986378
-42731.36462946981,8.24275834530662
-28006.185394030104,7.728752120030903
-33672.86151251089,5.019228465525159
-27860.55729002769,11.91035613150846
-30944.372178795915,7.770074417325333
-35320.908489962065,17.951867968058835
-33430.59998985071,5.132740986437116
-24506.14719153816,8.901953679004293
-33191.64899169733,12.325678788631842
-26019.55571569452,14.446609179035548
-43435.71137947413,12.595382164037684
-30099.32121515451,6.06882738323647
-37092.68920495329,13.189723668675953
-48867.95184566085,14.652281510498652
-32931.4167978592,17.368179616295293
-43936.631134135714,14.137774779290114
-25635.340856668423,17.529853879408723
-19938.7438978245,7.863236197357244
-40215.890883476284,11.61972469445422
-20843.122531205165,17.026004518860216
-48155.34635905884,8.363464107554325
-24846.135873147585,10.92354258696166
-36930.58623005346,12.776723628408444
-24443.686159512225,8.236443850825474
-24851.60330836227,5.637380383048353
-42264.1441729595,16.86852506771081
-25934.14454512942,7.825027595307594
-29381.163982017202,11.089981435603669
-33367.1485406172,11.526992970305113
-22718.19641481625,10.466891721204302
-20476.910250086356,17.318579771385657
-42881.4809853933,17.019447742226482
-23062.450465256836,8.62573509918215
-23895.023253822386,15.77053968373836
-37438.47640856294,13.24387872366722
-20028.154555522262,10.315705396356236
-22282.448281085213,17.6982329127732
-21578.085212128935,13.091803613294514
-29004.491318529384,10.106893051838778
-19161.916179614364,15.476978700966145
-42355.31251129725,10.167569709079974
-38286.969964331576,15.355172624534047
-23219.399342112192,10.642562818606049
-40276.06833313756,7.506132412402403
-40653.01177477254,13.371527587668366
-29277.755578732165,5.288124522852412
-24437.166176393195,9.968173814820616
-23001.50384066586,15.312285008133465
-36828.82184882531,6.261874670776804
-43407.95600804519,16.211045561266953
-42444.72178561178,8.84718404554691
-25456.075792557953,16.24149366023247
-41790.7332086244,17.449297299740845
-28378.147127596952,15.616029127852032
-28610.619256827435,10.021375184528209
-20289.072054281078,15.162354302500775
-43252.25805043618,8.811025597714025
-17994.25904318059,6.865292874080373
-37273.63005590277,15.780847019648997
-23557.82748938075,6.907809363309408
-26805.23855871579,9.85794274588126
-38486.70263158987,12.984455320652028
-20696.658162808922,13.12957809832156
-38700.47776504463,10.68108127247229
-32520.88810432009,9.256130945881676
-29174.6581131945,15.26838073125554
-25847.44037667095,14.380460965173572
-20926.3503817867,17.834272153715688
-29005.290682213694,13.274359049494487
-38540.80501603817,14.343044403525958
-40390.8648748322,10.11396574670279
-36608.069451455754,14.806371994198072
-25266.916958584752,17.21851297954508
-20515.473725697644,17.748795909726056
-39193.508217323244,12.947610076035316
-29125.702428765264,10.967254372458076
-30662.350310109232,11.332843106445836
-21410.097568917823,16.736537792248306
-44401.01780148946,5.6584357211377405
-23344.749371833754,17.350311941734546
-35620.21904822812,11.065702270602252
-20487.370193009214,16.363589823842794
-24723.57531203194,14.09629550130206
-36026.61394059506,8.445805723103849
-19669.750622641608,5.489593115303767
-26962.687607562715,17.032084035406463
-27694.23925830335,13.17494122317058
-28120.583065608593,9.877397355686192
-42346.80764931826,16.06961579133698
-36525.02962273515,15.662722613265828
-39711.53673832417,10.773556756960811
-40902.011845372705,6.06622465788692
-24463.11294398241,11.502621173759897
-22795.094523215823,6.763750290345465
-29474.590382009912,13.716173697500553
-46605.193635506876,7.696237899765242
-27902.65314079094,16.945306310445183
-37934.05470791469,7.555962881208051
-28784.449452564753,16.344912550145345
-21911.775665648893,7.741622192503377
-28329.962962774232,10.73691061703012
-39344.828793734116,5.010114345938318
-23745.22240499276,16.152000350189763
-21657.300540561264,5.788602360127483
-30804.820705720922,11.942732374323782
-38126.276444049894,14.218865333470236
-39965.94390298834,17.915057173864337
-48043.23311771627,16.36756479650461
-20769.94522357106,11.831672404627476
-35955.11218492224,6.474082177705779
-20999.269232136932,12.561778864303674
-43644.44064051098,14.251321201074845
-29902.566454377928,5.373978429080278
-39664.455005387776,17.510695096853375
-36296.26292663389,6.396622806480626
-44899.74327594796,7.048540871341307
-17736.17113495728,12.026985779360006
-27302.155159091253,9.421703060613224
-21557.79057050258,9.100467536030864
-45804.60548155397,14.897278045222125
-18710.606833931037,11.194045291398933
-23750.10884498017,14.525992674310316
-48994.49593139242,15.813934721866616
-20090.11731715608,17.07670316746558
-28313.135800713844,13.471244280705209
-30333.889886679655,8.060664661910206
-33447.28632039226,5.339359847951713
-23232.150737468866,16.841691529791873
-24301.781169739264,14.022783303546651
-43837.8465473248,7.578670215628225
-36334.953462382444,9.896728602787976
-20263.320743539043,7.145547408151055
-40750.95578135038,8.961442378326982
-27762.297664290476,16.697692934326405
-40863.97826170769,8.091688267970401
-28980.007882729016,10.633584226175191
-43228.78679631225,17.54340829103388
-38659.030588224225,15.617852219472656
-29201.527237314665,15.414910377114582
-37008.97955600907,13.699424181237502
-23593.9860465912,6.555858440371539
-42141.608103081686,9.422671453174614
-40595.40093094818,13.28679301270122
-29988.7571925097,16.42250076398973
-24385.879700643003,12.541848691127246
-23140.940000940205,17.594870846304246
-34992.250931340604,12.546081237284463
-23177.351409485644,7.718565989157494
-39142.84024298572,5.637687874261407
-21469.355887281192,9.157069695401733
-27163.53102635854,5.161251837639126
-28083.841983116108,7.956321531961459
-21089.527049553064,9.47284411534682
-19944.664269063836,17.878563849234297
-47067.52932416965,6.976062395348452
-29038.584909784156,9.039685806310224
-21398.63071506244,15.223307679321367
-41841.151484037786,5.180108742361491
-46254.31186633343,14.630166105707383
-43345.55398803193,12.36030108665084
-38928.31644487512,17.927202814208496
-34316.65969854869,10.98033438811801
-26483.680766180263,13.403296571682032
-29360.094972813677,14.85152761769627
-42691.63042123959,5.451634883020842
-23845.45452010575,6.149940560275384
-23835.247616246896,13.067007641785136
-37515.86272429697,9.358508651784092
-19998.338423806774,9.160169538803888
-24550.596687369063,13.834422612962
-44756.270715630526,15.372730716760142
-23708.680956887612,12.218630172098443
-19822.098259624872,10.94220904422565
-23132.502355120858,8.226530589068279
-29637.959473515264,17.468622792977598
-23709.043235450485,13.846735189913836
-23970.952313882663,16.997530518117248
-28567.977578411537,11.637797775880315
-20073.298056958174,14.870038527696096
-33739.32066241169,14.830628096652887
-28190.43222497738,8.723376246242276
-41492.90325050259,17.429135364471435
-32571.75864412315,17.966675674966297
-38932.85943932321,14.533397948133183
-37227.65907986678,15.296933153471276
-40538.05308091623,9.500238610101864
-37827.61777742483,8.200087658623433
-41062.68504153834,8.170719399495722
-37451.85375296893,13.686576198423651
-19850.080409756985,11.256496789010075
-35935.7673079316,9.57240719705134
-25342.107360487855,7.551785045641114
-19410.871543998714,10.776449519143087
-36166.91440427528,17.79060618353654
-26214.39249047041,16.151044723936185
-17789.48106703441,15.654436966234377
-31829.098540227034,10.390721058890044
-28017.412508173773,14.152519639609974
-25437.195607864247,8.205249305206635
-28184.553477202036,11.42590297068265
-28326.383386133297,8.687094016639175
-37018.98392895065,8.451453551115325
-29552.98198367612,13.97529368677419
-20530.902703444146,10.543974000371898
-41891.28702666166,14.991314484472229
-36392.73719422451,7.172292348755044
-29464.628743083424,5.185394298153119
-38147.312504819565,12.827225013105105
-28355.19693607327,12.629912878769147
-45646.63825953689,15.113640926373826
-39261.76544734682,13.359994447333298
-42675.799036253855,11.054424113593807
-28427.035448655293,14.55555391815915
-31916.295051348643,8.47744034074803
-29507.743136531408,6.836043756196453
-35507.512977102786,6.772651648050604
-39905.825182137625,8.816122593101671
-19475.885751045353,15.293808094184095
-46093.64811071763,13.30314510960437
-19599.667721801612,5.763542604401958
-33051.95283813021,16.80724845645929
-26227.67631702051,8.281118372446537
-41309.13407623725,13.311851843894017
-33773.3162982541,15.435445527016096
-45467.75718434164,5.588268133387113
-40425.034409546504,7.9058309963719
-23687.155104972353,17.562725291422108
-42923.05116929684,15.036158750857265
-38121.43997316314,14.588157699064825
-39634.19327922301,7.698282682482858
-38670.58121767676,14.325833437319966
-37861.17507276045,5.3475868212048825
-35446.27461296348,5.020126879723268
-41495.534521698864,7.472512069943583
-39178.5638419998,9.46852716186545
-32780.98340897794,9.307648379122936
-24205.797413871718,10.299295303597988
-20567.65014695975,8.255102871000311
-28206.363499623236,12.729262797918818
-43937.389519299155,7.946262159511638
-26829.091162719727,13.037616088987493
-29180.946958256383,9.240625105168888
-41522.24043012957,15.745123453057776
-18948.683159768676,17.373906404588496
-25291.340261115678,8.89643972015821
-33561.50561871195,11.73191880873608
-19963.389052019404,13.39304106703513
-39208.591691108915,8.716025603569289
-26501.772477155253,9.838570453480736
-27952.06935573028,14.642483193440848
-24271.785141066743,10.1372055509543
-23504.671166621523,8.588524143492592
-21646.63833302272,10.375420853736674
-42942.85459401955,13.054038444734532
-35734.69057592648,7.326969524419636
-36826.85968373189,5.902002071191648
-22364.99707139796,14.504591035567383
-28654.82896973724,16.56387543737347
-27693.00570713901,12.608750223399904
-41112.328589217315,8.291574946516953
-22014.19379540508,11.733188628204193
-42281.93730673126,5.969837126146828
-27254.879623000794,15.234334539705838
-22228.131390328843,13.009315238846746
-28358.405395706952,15.771986986528914
-22560.077489501287,8.53800087921903
-38368.032072790564,10.251356970912902
-19692.97555021827,13.461301843135027
-29879.50408206475,15.492415940327826
-18110.3972848968,12.238240620998248
-27802.629186414255,16.548862310988895
-26701.919218945426,9.880223049518737
-43417.07801032593,13.790852536896132
-29637.77837752321,13.137943452290283
-23010.231563497884,13.592070259338731
-22669.771284130373,13.544290489902377
-41462.15318703232,14.955787905470103
-29446.206578723373,5.37755488515449
-35878.34940571035,10.085078468696796
-25589.715370761725,9.22416504574569
-20819.16627926854,16.763853776314466
-45654.80176284843,16.41352546341996
-28912.82160598356,5.780240251413903
-25277.553873257282,17.67048729535145
-45581.92551232666,6.158626247607738
-40926.650756989504,8.705983213943258
-22610.710824910733,14.534189724135228
-44058.816934164985,12.085963253993553
-26640.645682465318,10.549265479377608
-39676.86359385141,9.440513192368789
-20106.716799204158,5.572498635713767
-41066.68485337701,14.487466396793948
-22352.857632655567,14.15806066200794
-30356.91754242103,17.425325068240134
-30929.019729889827,17.233272245330504
-26453.680802498056,5.954327678603788
-21429.209699432588,7.287844295385756
-26916.584457020337,16.15776726208829
-24439.77614728825,7.012754157311551
-20643.089532096215,8.40373759614863
-35154.72201572149,13.904343125777334
-43005.23678680192,11.627310645290365
-38841.386165233926,14.422633320055278
-27619.227922453294,13.291141998380484
-28408.810619655866,17.716579191970265
-21257.311919054602,9.389013799515729
-26838.77470323762,8.699029568014282
-20904.592021011933,16.809950741729974
-42790.59158288143,9.237192746214106
-25451.298074412116,15.574496737817553
-22464.10264370771,10.883252322617029
-37125.78926288896,15.560954980255204
-42993.19173968082,15.402359108837764
-43580.62031256044,8.981068873749724
-34878.379197089875,8.299738964264687
-28024.77846573941,12.17963375758768
-39904.60373264272,7.95366628888021
-25056.90357141289,12.699868364747129
-27995.4455373058,12.340464927413034
-42609.46695159096,8.734655582495309
-22568.25598836455,9.80569046193569
-20337.878057607697,6.72718584487496
-38377.08079305937,13.917608405186302
-24424.221109172846,10.875405396848835
-28166.04992342239,14.34066095218054
-19806.18996729399,15.533336509531487
-25493.031807453335,13.943632387612316
-23512.75319791506,7.896930253022614
-29759.32372450768,8.442215937754664
-27389.62603217615,10.375731282542231
-46173.95742655493,9.07894608077523
-34453.01301041088,7.866379443453667
-39245.560911569206,17.302752829186026
-21058.28451624984,16.07872247791775
-27059.492039323108,13.739328074068322
-22329.537025067926,11.406318710688868
-40677.47048939929,16.72042946678758
-42114.35105164358,9.971823648145332
-29155.983707613646,9.756176049395505
-25267.370773927894,16.035542316971345
-20196.570771984498,10.808743680928805
-43669.55660682203,14.57700167623021
-41747.228867544625,5.5722196918310685
-28722.25753711182,6.892677825259986
-23938.35011768847,11.868232010564686
-28706.105873410223,16.8847073068477
-38541.21459915723,5.559087892522264
