sal_9_lc2vs0_iate,earnx1_2
5002.12072535216,0.0
2333.694370181294,2100.2690340954064
-1209.4361386853727,3932.868667099582
1357.126032102096,3053.680586281967
1025.8153641810868,2046.251029339316
4789.808420354146,2992.120783654585
3201.729492317505,0.0
-4368.087100133629,0.0
11094.893192672818,2118.573897590003
-1903.0311055453167,5365.065330196617
8861.516269349662,3697.419362678929
4080.4617919035745,3419.557754347627
-5950.799700368052,3588.886457340872
4277.838024626774,4095.485841160312
6878.863381604721,1689.7332046934102
-2881.178959967005,4695.015330128943
-644.4257154004176,0.0
1624.9946608007785,3106.904931556933
739.453801854524,4776.439560420624
-44.405003966874574,1843.4200896377693
4275.757134578092,3659.615621186741
8360.842670058159,3372.3347653704427
5222.381513106283,2081.638991116032
-42.40001203765405,2628.1771642788763
8256.698733975945,3607.851186278251
9301.694395929615,1870.732218011003
773.8190272034471,1729.7028973201257
-14506.009908279198,0.0
9931.912652049274,1478.3796556575462
-2525.9902713693446,0.0
10116.426817603979,2908.346588073364
3491.6324704941144,1614.539794821313
-1428.6926293557478,0.0
-120.30409285974656,3816.7689054896464
3862.583789802544,1606.3384876182772
11528.290075061966,3658.2082527598855
-4208.4926714595895,2413.2089561906287
2056.8822033795195,3424.370671124884
6797.155406089764,3452.3402720697286
5182.713542345606,0.0
7105.144165192007,4125.682864239368
5640.774558769839,4321.8937920718
6837.773151095449,2369.753542050338
-2291.258945573389,1505.40961072859
-1954.9941951851579,3915.351965705325
-3493.1502872143737,0.0
-8178.688951978636,3157.6056351895754
7337.963313576706,3606.6346830364055
4439.089933903569,2822.833596078553
9704.149133723502,3025.8328012340035
1385.3333354925655,0.0
2232.0061498816412,2604.8677098023486
-16222.076400892178,6347.33472871316
5614.275349358474,2467.1868027301043
-8328.94742855412,3134.415413434508
8923.193960557835,3193.4853082331783
202.98277484125128,4364.777554493836
-1445.2495489232033,0.0
7483.990396266965,2908.808736250944
3170.023595509796,0.0
-5800.975892878386,0.0
6560.162855797693,3160.7411890081025
1165.5810024671764,0.0
2417.1618459071224,3384.8297496806563
6848.366504668422,2348.8163371373576
-955.0086573138396,5418.552695351003
-12881.037013264679,6617.428419510608
4940.759875921211,1306.3845692436475
7766.198153790139,3499.2750273780507
5979.843681212924,3858.723126490321
1447.8418517706214,3113.077902832312
6358.504916062309,2200.5485599047734
-732.663985973199,4231.579179240002
-3597.1608908981166,0.0
558.1333711594327,0.0
-17924.72944744666,4317.795909240272
-821.8832392083327,4246.762280421477
-7565.013080276265,0.0
3102.898646807644,3223.4731601964627
-405.5050323726573,2149.1577564808863
7861.079960150175,3516.81478079724
30.534360228567948,0.0
6622.969936511583,2879.0906304539435
-498.93278577500814,4696.626185857846
6151.197634162008,2466.547495433489
10396.17862338941,3588.450819413002
4755.672188231007,3063.4782209120744
1283.5063704811746,4678.131307647693
-3358.680895159322,4922.406031565666
-1903.6280669545886,3853.7502527392735
-4931.958321867742,0.0
2983.9704667949895,2983.639047516873
-3604.485973955432,1319.3648820799665
-4471.713580237693,0.0
-6847.678518758107,5677.829459435121
-3938.930034439788,0.0
8985.881294271725,2648.2905043654487
-8815.34240604239,4603.777247259913
-7111.983315926804,0.0
5115.08993656406,3287.014884126761
-11234.199336693458,0.0
-2751.4334285930317,3645.269069983759
-10493.929240808633,2760.8554454156965
7726.677401544899,1704.2192976581366
-708.4581747494722,3969.823945519271
-3508.205553146302,3710.4392014253294
5521.434003231532,2314.8831658329723
9788.896248779529,2575.98411397455
8515.844471124135,0.0
-1132.6406638788396,0.0
536.2892645716936,4152.087410921997
10011.87264070184,3735.033399556196
395.58936910190096,0.0
5480.118080074231,1917.680709951706
-10812.29453360216,0.0
-1508.9782193301926,3211.8493331746563
4009.656737819021,0.0
5602.222329275221,3545.8215128541333
6241.350074048765,0.0
531.1604955441853,1972.0380477416304
6095.700735548446,4435.410822121605
6282.343049315361,3268.845454859618
1291.4156416104438,2223.3301943292945
-9823.379269874493,4673.165209289999
-3824.266387908041,3369.2908424387474
3145.2249669780203,2203.7149869856808
-14510.319132045177,0.0
-6531.730475798756,3930.219379307031
