sal_9_lc2vs0_iate,reg_pro
5002.12072535216,35.43969589984596
2333.694370181294,24.043591501893573
-1209.4361386853727,24.48031723822925
1357.126032102096,22.876594638877435
1025.8153641810868,31.436060620423927
4789.808420354146,34.0840234334754
3201.729492317505,30.019946390682776
-4368.087100133629,27.66410460043495
11094.893192672818,24.043591501893573
-1903.0311055453167,35.43969589984596
8861.516269349662,30.221990924441656
4080.4617919035745,35.43969589984596
-5950.799700368052,26.55757221818568
4277.838024626774,36.66915348581493
6878.863381604721,23.89434844644075
-2881.178959967005,38.35574790404051
-644.4257154004176,39.53053733424087
1624.9946608007785,34.24810373671474
739.453801854524,27.23029492891736
-44.405003966874574,35.47153369004087
4275.757134578092,24.043591501893573
8360.842670058159,23.634277318491872
5222.381513106283,39.53053733424087
-42.40001203765405,27.682115880587865
8256.698733975945,36.36929448528463
9301.694395929615,37.31673442662566
773.8190272034471,20.63169958684676
-14506.009908279198,20.63169958684676
9931.912652049274,29.0419683726385
-2525.9902713693446,25.9568290114522
10116.426817603979,33.9596994808174
3491.6324704941144,34.78150641425992
-1428.6926293557478,34.87097908415335
-120.30409285974656,25.442805384741487
3862.583789802544,29.0419683726385
11528.290075061966,26.28022836679576
-4208.4926714595895,21.445839558321627
2056.8822033795195,39.689354456040704
6797.155406089764,38.061462197476885
5182.713542345606,36.3573875871551
7105.144165192007,32.585451779770615
5640.774558769839,33.465850046515826
6837.773151095449,24.48031723822925
-2291.258945573389,32.02921160100115
-1954.9941951851579,25.91532590252785
-3493.1502872143737,24.48031723822925
-8178.688951978636,27.20170607688317
7337.963313576706,35.46200090328086
4439.089933903569,37.424879126959546
9704.149133723502,36.66915348581493
1385.3333354925655,28.179167977526696
2232.0061498816412,33.190710519682085
-16222.076400892178,23.89434844644075
5614.275349358474,23.634277318491872
-8328.94742855412,29.199819087564737
8923.193960557835,22.876594638877435
202.98277484125128,35.46200090328086
-1445.2495489232033,39.53053733424087
7483.990396266965,35.43969589984596
3170.023595509796,39.63041727705111
-5800.975892878386,20.146641489655405
6560.162855797693,37.31673442662566
1165.5810024671764,27.682115880587865
2417.1618459071224,31.436060620423927
6848.366504668422,34.59482682258063
-955.0086573138396,37.424879126959546
-12881.037013264679,26.111065750636296
4940.759875921211,27.11781509568906
7766.198153790139,32.02921160100115
5979.843681212924,23.84441056974409
1447.8418517706214,28.60821615898056
6358.504916062309,35.47153369004087
-732.663985973199,30.518765731198098
-3597.1608908981166,24.48031723822925
558.1333711594327,26.111065750636296
-17924.72944744666,24.48031723822925
-821.8832392083327,34.78150641425992
-7565.013080276265,28.937925992166647
3102.898646807644,25.6381268714252
-405.5050323726573,36.021807982956105
7861.079960150175,25.975826758331387
30.534360228567948,28.179167977526696
6622.969936511583,30.019946390682776
-498.93278577500814,33.465850046515826
6151.197634162008,22.876594638877435
10396.17862338941,21.445839558321627
4755.672188231007,35.48794104479353
1283.5063704811746,36.3573875871551
-3358.680895159322,32.03486507724899
-1903.6280669545886,27.20170607688317
-4931.958321867742,38.59436571998607
2983.9704667949895,34.24810373671474
-3604.485973955432,24.043591501893573
-4471.713580237693,38.35574790404051
-6847.678518758107,28.60821615898056
-3938.930034439788,29.199819087564737
8985.881294271725,33.2979334027342
-8815.34240604239,25.442805384741487
-7111.983315926804,27.20170607688317
