ATE_10,ATE_20,ATE_21,ATE_SE_10,ATE_SE_20,ATE_SE_21,ATE_t_10,ATE_t_20,ATE_t_21,ATE_p_10,ATE_p_20,ATE_p_21
-7232.653719973279,-27914.231731401036,-20681.57801142776,824.8783492144602,1004.2048636638949,1122.7445033108784,8.768145905224701,27.797347674213082,18.420556012912588,1.8190789410815937e-18,5.4235333670305945e-170,9.251519017294036e-76
