ATE_10,ATE_20,ATE_21,ATE_SE_10,ATE_SE_20,ATE_SE_21,ATE_t_10,ATE_t_20,ATE_t_21,ATE_p_10,ATE_p_20,ATE_p_21
-27564.12696552639,-26672.186422302184,891.9405432242074,497.4559427509276,541.8162296604763,393.28245345141596,55.410187308441785,49.22736707059521,2.2679388195344266,0.0,0.0,0.02333314821365678
