ATE_10,ATE_20,ATE_21,ATE_SE_10,ATE_SE_20,ATE_SE_21,ATE_t_10,ATE_t_20,ATE_t_21,ATE_p_10,ATE_p_20,ATE_p_21
-1.1612701919913924,8.88038103970225,10.041651231693642,0.5077532107621715,0.5165131258130942,0.5215793163117675,2.287076019171298,17.19294359794394,19.252395403063435,0.022191594245947115,3.0657854368151894e-66,1.3951880817169209e-82
