empl_chge_lc2vs0_iate,school
-2.2864147775630648,9.0
-1.3198082534957796,12.0
-2.175512309804013,9.0
-1.6855350235815485,10.0
-1.1687730093280762,10.0
-1.600917712233831,10.0
-0.6740999873372097,9.0
-2.1224108430406323,10.0
-1.5950626409736577,10.0
-1.8491707399835717,10.0
-1.8032842748106002,9.0
-1.9606396147999061,10.0
-2.3470247542158513,8.0
-1.0562025527246706,10.0
-1.80833998821999,9.0
-2.0549045387552587,10.0
-2.2058895231927407,9.0
-1.4816375984912267,12.0
-1.8567057105570743,10.0
-1.6426403709889308,10.0
-1.0296501922432753,12.0
-1.7174990119601203,10.0
-1.4757238249945743,10.0
-2.095927679456805,10.0
-0.9356814736135391,10.0
-2.0859558595460315,10.0
-1.559803850116122,10.0
-1.6696151270953825,9.0
-0.9856310988224151,10.0
-0.9148640448776186,8.0
-1.1547727778743195,9.0
-2.29965041896707,9.0
-1.5040194723715539,9.0
-1.7240616956269588,9.0
-2.2090395462215318,9.0
-1.0375135572217302,12.0
-2.0434889759863815,9.0
-2.026511726216121,10.0
-2.118068596382268,10.0
-1.6673339420335545,12.0
-1.7566818500547565,10.0
-2.4311432188337587,9.0
-1.497231338810331,12.0
-1.8870456467195205,9.0
-1.898541245674249,10.0
-1.3664745446854516,10.0
-2.180695770249561,9.0
-1.4420543363720482,12.0
-2.044941096883483,9.0
-0.9710975424192096,10.0
-1.7300564215420606,10.0
-2.399414601819295,10.0
-1.6481971918517442,12.0
-2.1711502292712517,9.0
-1.3851007125475934,12.0
-1.4293665704069922,10.0
-1.9368628890618593,12.0
-2.258396529302789,8.0
-1.6215575419848698,10.0
-1.792991439224768,10.0
-1.133944704924943,12.0
-1.404653641085209,12.0
-1.6888101892215868,12.0
-1.6147213260125803,9.0
-2.197626932236674,10.0
-1.9274823540044317,12.0
-2.4848864318212844,8.0
-1.0681081596743378,10.0
-1.7626438393296842,10.0
-1.8523698177961272,12.0
-1.7575616629497055,12.0
-1.051978477876285,10.0
-1.152170137851724,10.0
-1.7720407785398127,10.0
-1.5384216543876306,10.0
-1.2878816073757784,12.0
-2.2452916738281172,10.0
-1.3416465925525896,12.0
-1.7992142791571561,9.0
-2.208180835016699,9.0
-1.407681047650857,12.0
-2.4388342042703686,8.0
-1.328526163097933,10.0
-1.337915096391378,12.0
-1.0421314650148399,8.0
-1.983178207823149,10.0
-1.41421386150893,10.0
-1.578513004844013,9.0
-1.8300238514574232,10.0
-1.576738185127006,12.0
-1.9691144953897095,12.0
-1.2899237658416867,9.0
-1.317590999692997,10.0
-1.566959766438813,9.0
-0.9455299875648704,10.0
-1.9853835410787348,10.0
-1.5995684347921832,12.0
-1.504506868351506,12.0
-1.9383322910159941,10.0
-1.8140648899219287,9.0
-1.3723136365978523,12.0
-1.125681043080124,12.0
-2.5072364626251837,9.0
-1.8141304412089756,8.0
-2.2155698304198475,10.0
-1.1313372780952025,9.0
-1.8219459360657928,9.0
-0.8743084641580783,9.0
-1.1097844588850756,9.0
-1.4049834785478785,10.0
-2.1357445523958107,10.0
-1.9143059469238488,10.0
-2.2520888305132387,10.0
-2.0582896000044637,8.0
-1.5452550610407552,12.0
-2.084339649262578,8.0
-1.953716148638056,10.0
-1.7208700033337587,12.0
-1.5948379445221654,12.0
-1.823322310846123,12.0
-1.48969323829673,10.0
-1.5593816334911095,12.0
-0.8222725955311995,12.0
-1.5373266942557104,12.0
-1.8117932607767862,10.0
-2.1769113696148743,12.0
-2.0035157558624452,10.0
-1.956279375506804,9.0
-0.8870303872140639,10.0
-1.7182698368269436,12.0
-0.7417703967477062,9.0
-0.8848271808591212,12.0
-2.1681964287747286,8.0
-2.061211155075579,9.0
-1.9180653723408838,12.0
-1.3230586348255433,12.0
-1.0818061223938433,12.0
-1.2448635574441114,9.0
-1.461898997913041,10.0
-2.236557954301725,12.0
-0.8461102562889479,12.0
-1.625992571699166,10.0
-1.2498901563567077,10.0
-1.0543377224028578,12.0
-1.5540798343881348,8.0
-1.8751731572747596,8.0
-1.5076750282245464,12.0
-1.7493270150015245,10.0
-1.798203512319212,12.0
-2.1485629296296356,12.0
-1.9517551419163701,12.0
-1.6803437254927505,12.0
-1.271962102661564,12.0
-1.801455733815789,10.0
-1.9677872063483273,12.0
-1.8286689873193023,10.0
-1.6616829963679711,10.0
-1.5381961268118574,9.0
-1.7702299834849917,12.0
-1.257721743424815,10.0
-1.693611108975392,10.0
-1.7311972017513015,10.0
-2.2854163860647634,8.0
-1.3087740736836317,9.0
-2.288401507186695,9.0
-0.6319547708096833,9.0
-1.5821847443847392,12.0
-1.5997430319143224,10.0
-1.1661948977896084,10.0
-1.4768508195566437,12.0
-1.9606640214322026,12.0
-1.7771561772958875,12.0
-1.8092187072542476,10.0
-1.2504815588118883,9.0
-1.7305969769768703,12.0
-2.2351223988511206,9.0
-1.3997971464737131,10.0
-1.2111266801726537,9.0
-1.6142966456769798,12.0
-1.7972229473999266,10.0
-2.0846321582605016,10.0
-2.0571582672235316,10.0
-1.1214362760649677,8.0
-2.2436502127809783,9.0
-1.3284460590015548,10.0
-1.5262894941172158,12.0
-2.097583526483132,10.0
-1.5272157607440418,10.0
-0.48742176204449367,10.0
-1.6645889429825194,12.0
-2.100027234137924,9.0
-1.8378651213605859,12.0
-1.9392205420336088,8.0
-2.619765730615466,9.0
-1.178160750264434,10.0
-2.281078477939255,9.0
-1.8046709346153145,12.0
-1.2581767351019553,10.0
-1.317675521875963,9.0
-1.8589494748997428,12.0
-1.6614577025112698,10.0
-2.18268580730243,10.0
-2.0140806393532174,9.0
-1.9199304611560661,10.0
-1.1702365136004442,12.0
-2.1371421129021053,10.0
-2.019364000136243,10.0
-1.5549541820003687,9.0
-2.0534931625457755,10.0
-1.3078696362334254,10.0
-1.5787799485070357,9.0
-1.7849112011029604,12.0
-2.0288082808132835,10.0
-1.3386642415910792,9.0
-1.2163452421136833,10.0
-1.110631798307559,10.0
-2.2153102072075983,10.0
-2.335222558878168,8.0
-0.9698231923753136,10.0
-1.9719294928527256,12.0
-2.097880931736635,10.0
-1.4982849449382694,8.0
-1.6196513830723125,10.0
-1.7255416608025438,8.0
-1.4418657511342416,12.0
-1.625156795332189,10.0
-1.7224114157409676,10.0
-1.7026039238917328,9.0
-1.588253838844246,9.0
-1.7049518668052899,10.0
-1.2369931330635486,10.0
-1.812926286177524,10.0
-1.9544865624433572,10.0
-2.0506779387437475,10.0
-2.2456994165136166,10.0
-1.7298993637050004,8.0
-1.141960416190214,12.0
-2.169006477124101,8.0
-1.6104922638923613,10.0
-1.2914673334336686,8.0
-2.1688632315166534,10.0
-1.944114102833927,8.0
-1.8155238502012179,10.0
-1.3965757013329723,10.0
-1.5512448105431091,12.0
-1.6497447422028955,10.0
-2.3017282981386793,10.0
-1.916904434220311,10.0
-1.1660010783104724,10.0
-1.3918848843054326,12.0
-1.6172643429286873,12.0
-1.8788814295049432,10.0
-1.7107181971844871,10.0
-1.556522903647536,10.0
-1.429410371864238,10.0
-1.8185955989993134,10.0
-2.1073803171367826,10.0
-1.3260045235398332,9.0
-1.827342756402849,12.0
-1.6907272518918937,10.0
-1.0430286163754792,10.0
-2.105849601779431,9.0
-2.3110433127198267,9.0
-2.3382832969402303,9.0
-2.0788296610880757,10.0
-1.8860487184886048,10.0
-1.9481187812593415,10.0
-1.4450756383525478,8.0
-1.873006023333561,9.0
-2.0427685911501166,10.0
-1.8622321532167414,10.0
-1.3937163238023282,8.0
-0.8769530624377565,12.0
-1.6051986112037868,10.0
-1.2220023227562984,10.0
-0.95753141876078,10.0
-1.9894828106804738,12.0
-1.2637769197767574,8.0
-2.005527210222023,12.0
-1.9125325530458643,12.0
-0.901488525698528,10.0
-2.217110593689288,8.0
-1.6111171108283953,10.0
-1.8449707128952104,10.0
-2.2905592989061367,9.0
-1.6529813309001975,12.0
-1.6786015847546816,10.0
-2.460534759266828,9.0
-2.1303663808630238,10.0
-1.872507244286413,10.0
-1.8759726651608544,9.0
-2.198214076973768,9.0
-0.9280386423807049,9.0
-1.1709676862237393,10.0
-0.9522786987149987,12.0
-1.999125881982105,12.0
-1.7225649904165536,9.0
-1.9666288194429167,8.0
-1.5419634289918949,9.0
-1.9342082740676763,9.0
-2.182331170183868,9.0
-1.6745154906407085,10.0
-1.8618791003482382,9.0
-1.1990138398751138,12.0
-1.946900866961661,9.0
-1.8566125397772066,10.0
-2.2832719746377763,10.0
-2.302119366926383,8.0
-1.5235024444397418,10.0
-2.0700640620528326,12.0
-1.9232168702236379,10.0
-1.7635652632190235,10.0
-2.2095610395823284,10.0
-2.1083166712884758,9.0
-1.2296853562313346,9.0
-2.0324811572003063,10.0
-0.9938921628410214,9.0
-1.9137974995092635,12.0
-1.4910094760097627,12.0
-1.1738150935598517,10.0
-1.1944152488957447,10.0
-1.467572030244852,8.0
-1.4630332442639167,10.0
-1.4805742102650128,12.0
-1.645248373536307,12.0
-1.580779124192111,9.0
-1.6790205418846988,10.0
-2.322114755500572,9.0
-1.4970598263692054,12.0
-1.772472004057292,9.0
-1.2564364001035475,12.0
-1.7362150422308285,10.0
-1.9962901854421908,10.0
-2.180772553813939,9.0
-2.3684230880223676,10.0
-1.790013528310355,12.0
-2.2566207398555553,9.0
-1.9448013928932584,12.0
-1.384634440744275,9.0
-2.334827599218224,10.0
-1.20821968431172,10.0
-1.1827161102210895,8.0
-1.5679835854754693,10.0
-1.5925165507688477,8.0
-2.038912207497896,10.0
-1.4989225083895987,12.0
-1.7995724412155072,12.0
-2.1547165588533885,8.0
-2.4204757909850363,9.0
-1.378077056299163,10.0
-2.1318763476817217,8.0
-1.3607954156114082,10.0
-1.4173033543601192,8.0
-1.9243771558265212,10.0
-2.0126366965981326,10.0
-1.4736391323220697,12.0
-1.374821221301019,10.0
-1.8762454931959638,10.0
-1.0940125616971814,10.0
-1.7351224346406562,10.0
-1.76830542749433,10.0
-1.5973914986671804,10.0
-1.8157980244768739,10.0
-1.2537256486380595,9.0
-1.991610634213659,10.0
-2.285873247133699,8.0
-1.7943554340246726,12.0
-1.0063457138309093,10.0
-1.5544295242991766,10.0
-1.421004546219788,12.0
-1.667581511602367,10.0
-1.452426040725868,10.0
-1.7396430669336387,10.0
-1.632952855023508,9.0
-1.6537106259363692,12.0
-1.7106519344939901,12.0
-1.9625524964671723,12.0
-2.115571527798366,10.0
-1.4026508200814407,12.0
-1.983342020502056,10.0
-1.9052365500080972,10.0
-1.3186696451494881,10.0
-1.614493704507895,9.0
-2.48082127966433,9.0
-1.8964991102333681,9.0
-1.0424585845300043,10.0
-2.362758619084626,8.0
-2.0312804150161576,8.0
-1.8096150857852416,10.0
-1.898547957854838,10.0
-1.9300613422552768,10.0
-1.318383709003376,10.0
-1.3701442053027693,8.0
-2.511140551913969,8.0
-2.087714458948569,10.0
-2.0738061355461226,12.0
-2.155927909197686,10.0
-1.5559193652120797,10.0
-1.3987058414574147,10.0
-1.686214969519058,10.0
-1.592931179137549,12.0
-0.9388010617851065,10.0
-1.1773983279625764,10.0
-1.231884876102354,10.0
-2.110246495617588,10.0
-2.1639225513386093,10.0
-1.449743983521554,10.0
-1.8186789904775287,10.0
-1.1128105327932216,10.0
-1.7389154703545358,9.0
-1.610214010011411,12.0
-1.4608299111246192,10.0
-1.0244402371535237,9.0
-1.1614297242567235,12.0
-2.208835858234664,8.0
-1.8280747900797965,10.0
-1.576705028398245,12.0
-2.1805813049925273,9.0
-1.9231585923017407,10.0
-1.3678046705015476,10.0
-1.4000926244585754,8.0
-1.0156669366078384,9.0
-2.126404025621507,9.0
-1.9486218084012155,9.0
-2.216446968848576,9.0
-1.2664737653876867,10.0
-2.38244315305501,8.0
-1.5985168181043337,10.0
-1.6395147257890537,8.0
-1.9739255570809553,12.0
-1.7140517687417538,10.0
-1.2477762504024974,10.0
-1.4389687623684604,12.0
-1.4837114061170853,10.0
-1.591969769606608,10.0
-1.8119046508837249,10.0
-2.105357490499484,10.0
-1.0181543448264518,8.0
-1.1708472709655142,10.0
-1.1015580998724912,10.0
-1.5794482721059235,9.0
-2.3705697826914642,9.0
-1.6215713334060968,10.0
-1.697341803980535,10.0
-1.1151075885077146,10.0
-1.1212344278356228,12.0
-1.1189885390573489,9.0
-1.9155700451737268,10.0
-2.285563311679255,10.0
-1.8746056948019518,9.0
-1.585874848245422,10.0
-1.6918322665100904,10.0
-1.7648690194690146,10.0
-1.468586964048829,10.0
-1.5253845167325033,12.0
-1.16785792839191,10.0
-0.9353349364280757,10.0
-1.6615350201559582,8.0
-1.8480196694422497,12.0
-2.2988025730207116,8.0
-2.025277089540188,10.0
-1.3158489497112265,10.0
-1.7958900513407283,10.0
-1.3056031713423168,12.0
-1.1348749425550122,12.0
-2.2807876095364454,10.0
-1.3195586969328752,9.0
-1.5037103208866924,10.0
-2.098045961834563,8.0
-1.9605258580483649,12.0
-1.804015539481735,10.0
-1.7636019517425159,12.0
-2.2122805771385066,9.0
-2.105587256542087,10.0
-1.3688879525198343,9.0
-2.083255596178585,10.0
-2.3064092383400814,8.0
-1.7876082306665158,9.0
-2.085533741401534,8.0
-0.774294746930373,10.0
-2.0653477002498697,10.0
-1.9496769869605688,10.0
-1.0102121897916385,12.0
-2.1393905099317982,10.0
-1.0169656185900546,12.0
-1.8288673241731486,10.0
-1.8727914448249277,10.0
-1.3882192666394864,9.0
-1.676039187551525,12.0
-1.587829505189094,12.0
-2.2146636741883747,10.0
-1.2505451541811885,10.0
-1.2577197852266626,10.0
-1.756539342199729,10.0
-1.771604264002745,10.0
-1.2275478406842548,10.0
-1.1840920402523945,12.0
-1.5250856903396048,12.0
-1.7494473880008852,12.0
-1.6973783595995553,10.0
-1.5197577068768031,9.0
-1.5420209956087683,12.0
-1.7982229316713014,10.0
-2.0233764732043573,10.0
-1.5297599673678048,10.0
-1.782747343053188,12.0
-2.393719827751412,9.0
-1.6090600698498256,9.0
-1.4550889694907663,10.0
-1.8778856301923383,10.0
-1.3237935504977538,10.0
-1.836751733086705,12.0
-1.318776842842711,12.0
-1.7228830217702527,12.0
-1.8445244780478645,10.0
-1.7076709987291008,12.0
-1.7066082471223474,8.0
-2.0304825728838773,12.0
-1.2269582920318785,12.0
-1.6270576448719043,9.0
-1.4261326288540974,10.0
-1.4596934311759409,12.0
-1.6318548371175532,10.0
-1.309152676975498,9.0
-1.060123701085686,10.0
-2.154098164526274,10.0
-1.5134176901843928,10.0
-2.050932120374607,9.0
-0.9933450230902201,10.0
-1.9898253545932953,10.0
-1.8557603990241207,10.0
-1.8251381373287985,10.0
-1.8101617755999349,10.0
-1.5494572651919172,12.0
-0.937241724432567,9.0
-1.566645196163201,12.0
-1.8167022244559596,10.0
-1.851044545048755,12.0
-1.107343955041137,9.0
-1.325912895562817,10.0
-1.037795887312281,8.0
-1.0959668564258,10.0
-1.826768936552888,10.0
-2.0996044548167347,9.0
-1.6655725288335148,12.0
-1.6972389469805604,10.0
-2.373489314559755,8.0
-1.2106135321336478,9.0
-2.0402926182233676,12.0
-1.979836298866118,9.0
-1.8816279796688749,10.0
-2.2438528696473403,8.0
-2.349022950992278,10.0
-2.086540363787715,9.0
-1.9138443279712138,10.0
-1.8711557775370649,10.0
-2.0779378171839853,12.0
-2.006781575962015,10.0
-1.1161575189843735,9.0
-1.9801707314646,10.0
-1.413484423551466,8.0
-1.7837867401956848,9.0
-1.4694785435151378,12.0
-0.7723521977920736,12.0
-1.8362298132253132,9.0
-1.8056738976821318,9.0
-2.2882837595894805,9.0
-2.100116967285931,9.0
-1.8417313607913028,10.0
-1.8248565622270778,10.0
-1.7952667335807337,9.0
-1.5678195489179259,10.0
-1.9770419978304508,12.0
-1.5344056373754145,10.0
-1.980671386657675,10.0
-2.3318306893080747,10.0
-1.930521741198195,10.0
-1.7338053794015167,12.0
-2.117199889910832,10.0
-1.5639144234712026,12.0
-2.1674914910522993,8.0
-1.255809573614555,12.0
-2.2317250528208152,9.0
-1.422091461469615,12.0
-1.7117292607621568,10.0
-1.988405505510482,9.0
-2.3847243499601194,9.0
-1.5520784971022226,10.0
-2.4224537285760035,9.0
-1.2640847883500006,10.0
-1.020514818895463,8.0
-1.5488907618555021,9.0
-1.2476129715979258,10.0
-1.8324879011116897,9.0
-2.2898327031397505,9.0
-1.6874691957247723,10.0
-1.2611316072470116,10.0
-1.4748915986699467,12.0
-1.4082779354336346,8.0
-1.8466730184384037,10.0
-1.4962182395021348,9.0
-0.9446378746788857,10.0
-1.6555306724804861,10.0
-1.9119273739492282,10.0
-2.1742602897803867,10.0
-1.3606876152917247,12.0
-2.0904517547321446,10.0
-1.7299206429720644,10.0
-2.200186879609685,10.0
-1.796011263213456,9.0
-1.7675478248844811,10.0
-2.014625318157953,12.0
-1.566867277250304,10.0
-1.705887838993784,12.0
-1.6197468867739915,12.0
-1.2668677558658736,9.0
-1.8196887758670868,10.0
-1.9277384337843366,9.0
-0.8578410903629737,12.0
-2.1381214902901453,8.0
-1.3365358915233116,9.0
-2.2009054104531764,8.0
-1.3487994346612688,10.0
-0.42485722250024927,9.0
-1.3826796450390495,9.0
-1.9834244043552798,10.0
-1.6075937601876897,10.0
-1.750283792809756,10.0
-1.5358644406590471,10.0
-1.3796670260085726,12.0
-2.035848928352252,10.0
-2.2436994709569342,9.0
-1.925141143504242,10.0
-0.9338213159428728,9.0
-2.0990118140487466,10.0
-1.8016509168952268,10.0
-1.5732128954579234,10.0
-2.4321205598950635,10.0
-1.0006479673210542,10.0
-1.7660880255207667,10.0
-1.7024418070234815,10.0
-1.583546743184336,12.0
-1.6301021840126197,10.0
-1.7542672150992236,10.0
-1.7880944310799176,10.0
-1.8281334111909446,8.0
-1.127670722544181,10.0
-1.7092429324653549,12.0
-1.6864593191006894,12.0
-1.5627683881462104,12.0
-0.9548771810205072,12.0
-1.9117726987587804,10.0
-0.8465149601771271,10.0
-1.7662277100767123,10.0
-1.6095787664020873,10.0
-2.05577442557364,12.0
-2.2010861814143565,8.0
-1.749733612418652,12.0
-1.4918873388332516,10.0
-2.1669747646193414,10.0
-1.7949526153014526,10.0
-2.021067480469902,10.0
-1.2872572246666671,9.0
-1.5093220508505651,8.0
-1.6895035307070962,12.0
-1.0819377628541011,10.0
-1.9580286326574474,12.0
-2.258159930560563,9.0
-1.7555724755292599,10.0
-2.1143117475268607,10.0
-1.7704302942929784,12.0
-1.7503131191908134,10.0
-1.4450600082112335,10.0
-1.6319832047137968,10.0
-1.158474334298486,8.0
-0.881860976389595,12.0
-1.8617070784154954,10.0
-1.1364556557302645,9.0
-2.053725419417862,8.0
-2.143637443233046,10.0
-2.3997372135602175,8.0
-2.2742071935780785,8.0
-1.4467270372998327,8.0
-1.5595845135191726,12.0
-1.8556664099534361,9.0
-2.1908032171020517,10.0
-1.4172816510439261,12.0
-1.607954954203005,10.0
-0.9733698488499934,9.0
-1.145561020450614,12.0
-2.0896254707525097,8.0
-0.9229838115942374,12.0
-2.2214259537887866,9.0
-1.5723217135333445,9.0
-1.456358976453358,10.0
-1.5216470290611315,9.0
-2.2740374068261158,9.0
-1.1300790112345642,9.0
-1.6940924813809097,10.0
-1.514187233564955,10.0
-1.5202329010665494,12.0
-2.1834463848749204,9.0
-2.2311195532123995,9.0
-2.156680189958118,12.0
-1.6754618435544248,12.0
-2.0646224718754547,10.0
-1.290894769802318,10.0
-1.4869390679227208,9.0
-2.092553114526588,12.0
-2.213679851193705,9.0
-1.0449785083494103,12.0
-1.6331362092793367,9.0
-2.370060087582269,8.0
-2.2216246994077236,10.0
-1.5474522416597825,9.0
-1.771326589632746,10.0
-2.4769643439160305,9.0
-0.9738261261722918,10.0
-1.0675896730511103,9.0
-2.2567268159124665,10.0
-2.081456599704861,9.0
-1.5453469223721625,12.0
-1.962518997233079,9.0
-1.852846542388646,10.0
-2.2632196695498794,9.0
-1.7386638217111576,12.0
-2.098762074874913,8.0
-1.6853880796505298,12.0
-2.1436649804475576,10.0
-0.9680800912928486,12.0
-1.688154491774346,12.0
-2.4589845152704606,8.0
-0.7516220875675274,12.0
-1.0380029713087688,9.0
-2.1064024037537648,9.0
-1.8053203173353216,10.0
-2.0294425813444787,9.0
-1.6973804539035382,10.0
-1.7444789062677308,9.0
-1.6147339452901135,10.0
-1.8395222868875685,10.0
-1.8344044200788705,9.0
-2.2935602266993627,10.0
-1.6632457360031345,12.0
-1.0517152081976953,8.0
-1.504255291337288,10.0
-1.298993411276679,8.0
-1.9202683880284006,10.0
-1.680034739098012,10.0
-1.5022724930448899,12.0
-1.5909204737475338,12.0
-1.5675475447219112,8.0
-1.3293319115194504,10.0
-1.5283545376829941,10.0
-1.926450450041179,10.0
-1.1043325656202605,9.0
-1.064404048677824,10.0
-1.719519960209753,10.0
-1.2391777099871342,10.0
-1.217229889024826,10.0
-0.8785781779504422,9.0
-1.6504584624041136,12.0
-1.5243877239370678,10.0
-1.5101124947597937,10.0
-1.1311225185849927,12.0
-1.8932298579093514,10.0
-0.5962452785689363,10.0
-1.6521416150144799,12.0
-2.4017281015052703,9.0
-1.4136570853014634,12.0
-1.8284469694866865,10.0
-1.7622090284758554,10.0
-2.315285483894464,10.0
-1.1272537179141033,12.0
-0.8582031742954797,12.0
-1.8406868892896953,9.0
-1.4529820190238691,12.0
-1.7746753234294272,12.0
-1.6684752577299449,10.0
-2.079374316598281,9.0
-1.239946653626183,10.0
-1.6685699089498587,12.0
-1.7639335393719762,9.0
-1.2131239340291884,10.0
-1.9331755750605892,10.0
-1.6478325450636992,10.0
-1.415260234643315,10.0
-1.9195901041361596,10.0
-1.4732784224411426,12.0
-1.303010263429608,10.0
-2.2512610667668556,9.0
-1.5011070193044418,10.0
-1.4514807149700497,12.0
-1.3154594083296873,10.0
-1.3882278394570513,10.0
-1.8948557942003146,10.0
-2.360553886459239,10.0
-1.8973888410193236,10.0
-1.999562494817983,10.0
-2.3274842273388314,8.0
-1.0155086083491833,10.0
-1.3366580115164424,10.0
-1.5153724391046974,10.0
-1.6771449435503354,10.0
-1.513763577563891,10.0
-0.8529203043524907,10.0
-1.831530293585143,10.0
-1.8586575643381633,12.0
-1.6674094624114368,10.0
-1.7184160692039758,10.0
-1.8772241985106362,9.0
-2.3623813526686765,8.0
-1.8846367700837674,9.0
-1.3098085964427328,12.0
-1.6424250077542033,10.0
-1.5056984577595145,10.0
-2.0950088087597494,8.0
-1.302046714789693,12.0
-1.401283070825325,10.0
-1.5877991773174829,10.0
-1.0527062673364425,10.0
-0.9378418731642405,12.0
-2.041914839698046,8.0
-1.9656314387312253,9.0
-1.5269692355993025,9.0
-1.2630720332664724,9.0
-1.874772792334503,10.0
-1.8944660220359149,10.0
-1.7905715958059636,10.0
-2.104682961900888,12.0
-2.0575417521156165,10.0
-1.6454042374244129,12.0
-0.8611580468874882,10.0
-2.165825804819957,9.0
-1.9011295574677527,10.0
-1.5458027847252163,8.0
-1.4632575901238372,10.0
-1.8871096732456687,10.0
-1.3502989409925665,9.0
-2.272502897789226,10.0
-1.992123714364508,10.0
-2.14650682242981,10.0
-1.9273095614226576,9.0
-1.5161102626843326,10.0
-1.9096181639708851,12.0
-1.7361558714000647,10.0
-1.7712549909403987,9.0
-2.1054805997099306,9.0
-2.0456182100599865,9.0
-2.3731006465759372,10.0
-1.8287290835765735,10.0
-1.196594473129346,10.0
-2.0197681664772253,8.0
-1.4660572859040917,9.0
-2.2012195968085986,8.0
-1.3492910915399272,10.0
-1.961561471409941,10.0
-2.3552524545401896,8.0
-2.275271350152848,10.0
-1.3424747238921502,10.0
-1.9371088356594175,12.0
-0.7284147641555055,10.0
-1.9302804063540238,9.0
-1.7114099932991051,12.0
-1.8180700530228162,12.0
-1.8795084648349585,10.0
-1.8009878364340746,12.0
-2.1530510365037405,10.0
-1.4677911715052794,9.0
-2.0892676386936544,8.0
-2.4735973286441264,9.0
-1.8551657921394944,10.0
-1.8587545516767543,10.0
-1.4702208727462271,12.0
-1.3210726594803255,8.0
-1.6929305129729066,10.0
-1.3286846522403575,9.0
-1.9229792304974773,10.0
-2.019673115036332,9.0
-2.506535032450458,9.0
-1.705751767319109,10.0
-2.1353700092933936,12.0
-2.2520484948492974,10.0
-1.6427449976350759,10.0
-1.2029685918927229,10.0
-2.2216402928549313,8.0
-1.8242227959892887,10.0
-1.8878381951560026,9.0
-0.9123102542566339,12.0
-1.8138149348755488,10.0
-1.5999125738456959,12.0
-2.102946985002249,10.0
-1.7454005256727883,9.0
-0.9580954147733771,10.0
-2.0192481529794164,10.0
-1.5068939456547867,12.0
-1.166513025575097,10.0
-2.2461629375904097,9.0
