sal_8_lc1vs0_iate,school
11167.868259257046,10.0
12771.957345204471,10.0
11841.187714049378,10.0
1617.968606159733,10.0
15376.371816342333,12.0
5270.188628254141,10.0
7810.821964283548,8.0
11454.249122621677,10.0
5223.773363349358,10.0
6858.561316999911,9.0
-9663.407087839396,10.0
13103.389880014718,10.0
12097.438624185725,9.0
9239.958723800344,8.0
13179.650120999831,10.0
15951.153664678173,12.0
7427.495471244962,9.0
-4119.966476765889,10.0
3457.031927894268,10.0
149.75301320187828,12.0
-7275.184140058531,9.0
9168.374599985378,9.0
-6527.476172219996,9.0
16253.06630444137,12.0
16422.098656896098,12.0
15321.748210100406,12.0
-3628.3790012153804,10.0
-7685.33914703547,9.0
8542.158590066798,9.0
-7065.184392669891,10.0
13417.309769282518,10.0
12998.666689159663,12.0
2568.7150861865366,8.0
12279.068538371455,9.0
10663.407638331797,10.0
1095.6619204992649,10.0
12067.220113124811,10.0
10386.527880966234,10.0
-8197.01825143729,10.0
9743.291037672116,8.0
14279.19116152325,12.0
14794.790952362648,12.0
10036.081758972612,9.0
8987.524484473266,9.0
7326.728430899922,12.0
11604.632379663148,12.0
7237.069809009081,12.0
13521.910460926332,12.0
9899.389649886894,9.0
14346.91029943711,12.0
9607.420887526034,9.0
3960.7541193922407,10.0
-1098.8198283710453,9.0
15695.805463145483,12.0
-10103.924075965262,9.0
4873.903170252894,9.0
-10119.550203775365,10.0
9930.176085039036,10.0
12117.303287205885,10.0
14307.525232743563,12.0
-849.3356609478012,10.0
5920.908264161411,8.0
16037.714572977082,12.0
13084.792813569362,12.0
-3639.5539772658262,8.0
9855.060227088901,10.0
549.9976655498417,10.0
4726.265182714535,8.0
7877.773261743288,8.0
12524.709497428434,10.0
-8867.378615785194,9.0
-7506.689442051908,10.0
12763.370004946453,10.0
1619.2753376311625,10.0
16952.586810947876,12.0
12985.979106122411,10.0
12139.683843232853,10.0
3837.237699619423,10.0
4353.628110462144,12.0
-9290.58064887695,10.0
12831.288885232156,10.0
13583.732123190504,12.0
7672.509246332883,10.0
11537.930439930818,10.0
8362.743088578783,8.0
9711.303802441362,9.0
10845.005053034678,10.0
2223.4597978211614,10.0
-7659.024642038418,9.0
7128.8727086562285,9.0
-6177.261267735563,10.0
2460.750005272962,10.0
14837.793943726854,12.0
10900.626064283631,10.0
10242.312911182507,10.0
-13867.61397649689,9.0
10449.270811530761,12.0
-4391.145172541228,9.0
6673.694642479495,9.0
5673.9221085431545,10.0
7422.990399709222,10.0
14667.475859258248,12.0
4260.229912227757,10.0
11046.846845822121,10.0
4791.924340922253,9.0
12856.471075525775,12.0
-7114.332520317785,9.0
11741.83469197449,10.0
-3119.6094749634603,10.0
593.8974318770306,10.0
-4595.217101075695,8.0
3435.4916708516885,10.0
-2049.11310328492,10.0
-5906.212465413824,10.0
-1356.5836848097879,9.0
7336.410478598748,10.0
5587.694614556962,10.0
14094.563459363051,10.0
8104.70017772447,9.0
