sal_avg_lc2vs0_iate,earn_x0
-15864.205970432164,1193.332697145667
-23079.448995073464,3244.6781523613786
-29980.728530193803,3719.2213222458727
-24688.088857980358,3085.6925448433512
-31388.185946603175,4004.131002137021
-20256.99488073739,1755.8269456412604
-22349.18153309972,2584.370630726857
-26320.581606197768,3413.5281476890164
-20451.587675426443,1933.0884472848177
-29148.24776182525,3968.939722213053
-38144.07840543258,4292.975371818628
-34420.33433947743,4686.399666895838
-34014.21011732534,4759.08314777485
-25751.841320138214,3485.7685658506025
-19017.880398452955,2430.071681191421
-37529.31505820888,6995.563964901388
-19002.558243310148,1800.598031556699
-35221.078551990446,4116.599833906231
-22080.246827442385,2272.22316109235
-40477.26435406655,4645.666832185667
-32631.565265711703,4911.659106698894
-19029.637836701866,2285.6646826609804
-25133.88863809759,2845.918390197516
-35685.88729597314,5615.714002697792
-32132.181345698245,4666.231885699818
-35658.35592889748,5196.638068029913
-32906.85495893863,4076.92783250837
-20027.126965255993,1749.6442113020514
-16803.655804456095,1342.3696338424595
-37532.45800406931,4490.609342053655
-22628.976207526175,3043.1471959793835
-34450.50266845961,5155.20693112442
-23602.634960387208,3362.485159182663
-30033.768250542795,4016.4146395269454
-22920.06735976659,2790.325407162434
-31118.17147493957,3760.962602912711
-28262.537217533867,3844.823230717023
-31267.820384304137,3925.744144977282
-27346.607552115333,3494.914466391914
-27840.617332642338,3914.4693519501134
-21286.91925297545,2504.4669564633064
-35554.09421811897,5127.58637675137
-25175.513159132886,3562.886665982977
-29945.455455607786,4346.035705503462
-39743.946746744026,5810.071824153135
-28561.97126563842,3785.74193468117
-37970.696472985794,6312.9529453602845
-20797.493768935372,2434.186954334409
-16587.560257676156,1479.981545887037
-32467.551917727505,5557.065867351301
-16797.45793660828,1104.7599895524174
-36442.701887527655,5894.174450994807
-22117.836148699236,2843.929690002449
-31444.208516263105,4204.431798818756
-26732.55288146377,3367.087933725305
-22716.21258301172,2758.136380043928
-40530.335543376525,4848.983973726757
-22488.577185024587,2644.3239547182543
-24790.52119555723,3348.914555933196
-30140.401536619498,3839.682281385358
-22918.038176249705,2467.059948003984
-19354.2682377322,1236.9125442854886
-36142.39037368832,5868.199214033304
-20393.140922095776,2123.3307829249434
-22293.437439738034,2944.7052830965613
-31295.082571578598,4086.564922510373
-20101.573967742443,1236.4920310371217
-19162.339039629573,2203.298269765708
-19787.295356166607,2242.9010708714964
-22906.174107165858,2976.345607665452
-21052.519176178295,2272.331181046973
-38808.083536728314,4828.744599623171
-29810.166558622735,4165.808696028897
-22473.918470213837,2500.315969941594
-33507.6777368417,4574.99517557822
-31829.88030844733,5258.3726816026565
-25237.679579268894,3270.529189816006
-23104.06811251522,2434.5966870970765
-22081.196016998805,1786.5048007083049
-37979.59917015616,4163.551036313568
-34995.76349042947,5599.091023144334
-35589.45086212165,5274.488011403746
-20697.770723661884,2588.3768914809834
-32505.44856494393,4984.429703094995
-21932.254878575317,2905.0417548316573
-23593.643836757004,3032.276959379162
-16964.106502578437,1435.250251714145
-40543.480172651165,5350.084099674365
-19312.650246493686,1416.433288731004
-27796.37787547359,4316.491897663433
-27500.613598387805,3159.514622200561
-24554.776336625437,2857.256750136862
-32520.850206108233,4187.695951252252
-16824.3416484617,1942.731746497484
-32587.980088671226,4363.1648051243
-33517.881293729515,4102.243463528355
-26051.360891609707,3192.489464462401
-23858.333984706318,2960.379801999077
-18213.954066905673,1821.6106586686767
-25018.62057182721,3525.110567871369
-31973.254868333148,4273.646766912285
-35597.44858835732,5005.150621529395
-30801.491600067886,4166.827593997135
-18517.99639929902,2466.037967760853
-19336.999958295182,1392.4133414491428
-35771.97619704387,4794.484188827246
-28047.425979227,3751.7426100040575
-26816.526757330066,3733.3803090074
-23052.68690393554,2463.1960026471934
-41541.860191256535,4941.75256753342
-21184.673942052552,2959.1602158750347
-31321.40901921955,4176.901486798269
-21758.202718630913,1970.7023382414168
-28290.439951831286,3607.59350893063
-31379.829617112973,3980.372097176493
-17740.478161094485,2005.871285241926
-25219.908194808293,3473.3885679187806
-22698.61776282266,2801.278027465041
-23497.426577564478,3180.064792589384
-36416.25610045083,5955.268136243457
-28089.385360127693,4029.063675124101
-32292.973612899194,4251.443448339634
-39394.277618404754,4376.287514555002
-27800.13499521257,2914.4940641390226
-24117.97214953949,3007.191003591542
-24164.365092577507,3171.015817943025
-41387.434144411345,5723.4384249604
-22229.331040858433,2869.2253710300465
-30129.40381875647,4296.829243576472
-23602.031188310528,3155.162002986955
-19842.36749894056,2189.401971175196
-29278.500201664618,3764.2748020453705
-32732.50450526743,4701.282450358163
-19273.658504711166,2338.9285731119826
-18726.105606477242,2203.096480877128
-27787.11607748128,3525.529953768866
-31757.031939499524,4041.3365993475
-36728.32676921324,4137.11279849873
-44654.11089912646,7140.324224398464
-18697.986172396817,1888.5507874313764
-31167.304647128407,3978.142203617335
-19442.441566890473,1615.7314115125334
-39858.75207249119,5713.4417634892
-25402.61090019598,3086.749538023775
-29231.153979537186,4385.364117998522
-28908.49115848022,4377.644339969802
-40519.35153550848,5378.628361660634
-19653.81535104702,1931.0782440644648
-25598.366306086395,3555.0888770035867
-18027.883660542495,2288.560613092506
-37025.31401092086,5310.097974352306
-18331.479572558477,1581.78916347634
-19665.172037170156,2354.727117399696
-42559.25047957989,5918.104208776785
-17812.705321016252,1796.579736764528
-24253.10511009582,2802.223139718544
-24088.1410603907,3295.4554934628763
-29746.65807414698,3722.339124487471
-20911.549837833976,2138.2240765651104
-21205.737461221564,2601.928364168456
-38413.41338272876,6323.573096570325
-30563.87614973414,4338.226220740814
-17554.9509269246,2040.3741533227096
-34304.465791764655,4471.393377297148
-23598.64687781509,3329.7790955631845
-37357.06098449345,5336.830195138055
-23786.07286480303,3443.4292234999743
-37441.53275477267,5468.090696668703
-29253.647334505702,4121.935428767277
-25974.53942217344,3476.709266023497
-32316.80527833054,4348.132331540891
-21683.76475825447,2421.5381742493128
-37214.43664300066,5836.328468882115
-34602.88070396159,4447.062698665194
-23168.017431625478,3102.841731317086
-21328.45391613416,2468.074948640741
-25073.88161590329,2826.4073615878106
-30601.33798280394,4030.121512328451
-22358.930546578857,2233.316892300849
-34188.16782354881,4488.992329483356
-17291.565221853918,1799.1312460844028
-25834.296744942858,3344.532240136754
-24794.078522268366,3171.728825790159
-18195.18159293482,1732.4346918845558
-17328.869973385146,1385.2972817249608
-36748.74001598495,5776.512629351454
-28816.127718355285,3544.538988758148
-19039.280325354077,2112.146559783313
-36592.66537880285,5145.180783131548
-37130.54561675689,5097.243335181243
-35748.54504375991,5426.0752291613
-32501.547797038635,4894.706522457524
-31887.030123000695,3861.0471569373294
-25226.93569279217,2698.784413288972
-23638.719747154588,3013.629550984904
-38832.42820858671,6382.177927898954
-22084.45835536208,2403.0838435498385
-21570.77928100913,2482.1997869676475
-31469.93285184954,4276.496145311158
-16926.357318548322,1454.506432689
-23083.903104272493,2714.933118758521
-37431.29219190116,4914.307897645444
-24142.751975698626,3126.3134159404417
-16690.67322528664,1619.3065509972791
-21969.360259825906,2527.784509468013
-28995.06476366699,3771.7859168083537
-23057.162443222216,2801.6215599245006
-26329.64820450552,2623.0446577251205
-25869.66374554422,2978.601011678399
-22542.011865353765,2467.6711803404537
-30503.0544679717,3830.3825104348575
-26203.10556731477,3653.944223358132
-40877.115106566765,5165.984056671632
-27355.037119983746,3668.846712783567
-32674.86237774603,4197.2032693262
-33217.92480987256,4119.146808841497
-34690.533563177974,4808.331879334657
-31756.19366389672,4924.730435581283
-34319.58507517743,5484.717660448678
-34699.65862414087,4148.473288289153
-17477.27769969989,1606.1147844477057
-31696.072052589032,4467.088637684439
-21364.054902770997,2569.359907167069
-21955.069615738226,2123.234946887559
-27557.185066960483,4096.23341909503
-28729.399092337353,3640.7433975626655
-19361.13564400986,1503.696198122301
-32020.01821738414,3837.818161742435
-23840.055069581882,3211.2343253916074
-20989.6723995314,2680.867361264716
-24357.044343944595,3388.4628070053545
-26315.156063357786,3472.1371672790897
-32904.38262366894,4032.918742548976
-28327.448307467395,3743.445491839093
-16741.062737124732,2021.4275954292896
-34913.4243953576,5027.096147286086
-31324.465814273106,4138.790223026816
-24643.352065466468,2976.7510811775605
-34167.82833060961,4230.856145406076
-26266.789805814446,2639.3325484822367
-40553.43342052563,6395.766599036037
-39023.01614091758,4325.880865350576
-36567.2246080028,4945.593607146445
-23045.762129317056,2681.0544517537974
-27610.435096710058,3644.329421057144
-25269.50389083322,3578.338011785222
-33901.52563773919,4149.713017436649
-35525.09039154211,4415.613048401213
-19869.859132097088,1601.23685270193
-43880.42596083478,7344.155862815863
-17493.64347227204,1749.8680771010422
-26581.1086796325,3717.6271465220457
-22466.61351013029,2675.427876970608
-35441.21780563553,5694.560637039672
-32655.39258897854,3929.545770025674
-37242.50323138517,5600.964882255158
-38585.44062505931,4317.687849879147
-19131.326591545007,1877.6096410846887
-43380.470754980095,5603.655026878279
-32880.425182940824,4090.269455960972
-40802.2467422669,4839.295697285171
-38771.48167544647,4732.561724408808
-34235.08868136223,4325.724163879226
-30164.551624088344,4106.151619280391
-37257.14820319899,4361.470025204451
-34096.64847562288,4401.974094292035
-28572.0951926436,3582.986235138961
-20031.704229482773,2396.8216599158263
-17498.706842812084,1545.5361721913766
-28519.303670002693,2924.3115114992097
-40461.72755278963,5251.487895026775
-22179.27617083556,2702.920525576427
-24200.7903589361,2779.9177988280103
-33315.88489321414,4773.25577055998
-20152.968965099077,1580.0183101562484
-23593.033576900758,3233.4004413836265
-28760.500778879352,3671.814012414072
-19935.48908363587,1682.1542984864168
-33934.29700068016,4334.9066569034985
-23567.84862945768,2675.562095034877
-23697.814544547284,3455.3698717180587
-24488.300297774043,3349.360290052079
-20015.435117656016,2358.593893386679
-23286.965548322056,2843.614949911287
-32805.474930274606,4475.585073367943
-31607.855194685333,3964.938592382787
-34124.521260430665,4351.170191832786
-23723.76176099517,2265.743373180881
-23422.412450932483,2771.5722882504115
-25040.277629889293,2840.6761015771926
-33284.63070269166,4510.020611392953
-20922.173926357034,2383.101873835544
-37974.99419453096,5281.458383583068
-22996.786836439438,2740.174751903613
-25194.30986287372,2538.0321217606747
-26495.608471545682,3706.67304924324
-18967.243459742313,2009.6085419498827
-32906.52791241366,4291.770222497403
-15595.923276975818,1863.8456945563528
-26006.708949388463,3538.710331361924
-19949.88646185769,1352.6012884120844
-24149.701223659205,3274.830892397048
-28827.057227093566,3499.685219244584
-37558.16132703054,6077.322935931496
-23615.794395418707,3296.054125853884
-22903.99275995343,2764.907385378634
-23971.32061310987,2501.5096641316745
-34951.024234676224,4994.505609377051
-24856.34655788912,3522.5940590049067
-30712.495340904294,3815.2142896743344
-22083.471784304882,2679.505093299584
-16280.555911134583,1439.1453292663118
-38690.193023618616,5173.880188324628
-24820.84939391016,3318.043515559716
-22265.50085643446,2477.3306624772454
-39643.53726013872,5909.943684941671
-32386.712739364208,4991.221792357429
-18149.42113489645,1945.2972425361472
-34614.620138708335,5611.451270163821
-22935.569703250032,2784.3278084847807
-31917.765575666468,4633.852762579146
-17131.56329754962,1783.3340957230396
-36592.81123959896,5247.8412130416
-17667.16735614381,1954.067945909768
-27048.647871332203,3717.762762764028
-28336.851488953493,3730.628913915546
-24592.207608266577,2850.358859236115
-19188.704671069718,1962.3359456044548
-25142.454828780526,3191.9844382771344
-21452.201741686025,2356.677937832977
-15914.020896727834,1927.312818530065
-27092.73638242851,4078.8466129156727
-36393.784425947335,5570.604652873919
-34847.00440868997,4303.230519991682
-26545.55701991854,3551.425460526461
-23739.77530190979,3161.242877039385
-22342.753090209582,2246.229367808749
-21275.32834713556,2665.341748330304
-17776.011586303943,1694.2666555083847
-32699.23994713073,4882.270050546917
-25787.331841825657,2666.414538199012
-21089.134052159174,2535.700202709849
-36801.13288991453,4204.321609033007
-35213.37167934694,5482.539193747483
-33118.46824460874,5554.281552964938
-29700.447818946992,3957.189338597216
-26215.04794754248,3657.58910917282
-31888.81380557554,4525.330675296616
-25475.709768191155,2998.843156769769
-24141.145470035863,3349.8767164775386
-35775.20049015316,4998.582237027666
-18902.993821136508,2287.2340088983306
-16498.136481589532,1732.1305685095042
-31760.081319548146,4565.111832836696
-24126.41647285673,2355.3331725744583
-25498.990501211236,3335.818100411458
-21843.888044807143,2090.538944189469
-27028.79672183872,3576.239420399156
-19560.943119344756,2290.0885041457955
-25950.31117585249,3580.978336064954
-24903.76837979076,3328.9348431807844
-40442.09411025612,5886.548366004454
-31096.71863844701,3841.0264312231934
-33587.2382435644,4526.096339006029
-18177.856802325783,1870.989041296116
-23490.06897353833,2841.8780195251275
-26609.487556364522,2981.5398159523443
-35306.99695054395,5143.418605607182
-38560.36890862882,5283.558065696736
-25321.20725820155,3496.5223325279394
-23043.52428684503,2673.796180394193
-18908.34259162932,1578.7905448720578
-35490.4424064608,4919.708976780888
-37977.53488233023,5453.493988815752
-24447.743496203802,3295.121249496337
-23505.04920923013,2884.5774762211736
-28725.56654503194,3125.9590895114
-36703.234259337114,4824.38760926056
-36384.350482469665,5799.78722546146
-25417.081983871292,3575.133855919857
-18544.258397917438,2140.3731976782374
-24935.78975201024,3142.6406122475087
-19358.182194575453,2152.048125324025
-16426.5108327767,1813.0082063885563
-25996.728331803366,2821.9461745332987
-36927.85309459378,5025.367827949204
-30611.639949824807,4386.973704511427
-25568.94558702049,3415.5380692843787
-34975.04214417301,5195.980659642239
-18758.109270040353,1259.678397980015
-43304.84816584768,6686.216113428339
-36733.58645941966,5077.511257549892
-39748.17998963261,5519.636627504174
-30517.587392638077,3796.05038439556
-26544.745542719662,3249.2358013011
-18989.965225829103,1538.9442508966167
-24818.528811764227,2688.8928557256445
-22585.015880196923,2296.112860970646
-31550.863171574838,3966.569216300575
-17951.441319244936,1583.9828108849397
-34144.85211126547,4915.751566337
-27017.131212758766,3750.9412377903896
-17043.06104528744,1530.9268696746594
-34028.115807072536,4464.384861577962
-29824.88655264509,3858.452636930076
-21235.875460348274,2296.676563208467
-22176.50218317831,2604.7728329049028
-15904.44685903991,1565.583678732255
-22958.127842095495,3038.548892632572
-18733.46404638364,2275.4457373252235
-32207.338668108023,4368.846373671762
-36009.74527077329,4234.032847167048
-31639.333201395566,3830.268092703714
-25169.201853262286,3299.510771472298
-17778.667904258196,1520.7622341803935
-25022.198493973305,3478.575695157348
-32416.170940516007,4811.89035109648
-29447.473777423453,4114.27146980576
-23264.26479889019,3116.9485300451265
-35071.65277572242,5119.999388567482
-26695.416927939208,3790.000019904447
-38356.629369519316,7158.385106741009
-25771.744349390792,3589.7432306578016
-18148.49067014993,2139.896997109067
-22333.40851996324,2908.029325621346
-23878.4024652924,3461.8849029077364
-36709.10323187383,4677.457828167936
-19294.667248390626,1713.216884693304
-18540.288144167203,2224.841820679109
-27078.281493816943,3775.5565750261817
-24037.370747841,3530.0621150941547
-30892.279915720494,4766.474621985613
-20574.30290901512,2247.6965079140823
-25201.827761626504,2913.379679156417
-27192.524957671863,3990.0552725585903
-23949.49444181974,3150.180210192486
-35599.96907882359,5926.043442751324
-31764.019001848894,3757.90641335836
-29621.59405036147,3606.163103217209
-23284.375768833925,3219.999964868307
-31843.55922078922,3989.29439018373
-30769.202166434865,3843.5260729714137
-32399.530318657948,4586.318901060982
