sal_6_lc2vs0_iate,emplx1_3
-24175.49952887165,1.0
-37644.306245692795,2.0
-41774.24885514538,2.0
-33907.70380927214,3.0
-42734.5016392938,1.0
-28256.048735470617,1.0
-33525.43909255674,2.0
-38386.15852157819,2.0
-28922.21267130518,2.0
-42930.72263612295,1.0
-49889.004325146045,1.0
-49697.368101668486,2.0
-48631.796164722735,1.0
-38963.88178028837,2.0
-30453.21102662303,2.0
-45703.173919374734,1.0
-27526.60382064696,1.0
-48369.575924528755,1.0
-30994.778630340537,2.0
-48887.46672207018,1.0
-45485.61834542888,2.0
-29956.69873805999,2.0
-35958.05474157458,1.0
-47727.25408362624,2.0
-45547.68203741657,2.0
-49336.16062015627,3.0
-44006.96607443006,2.0
-28746.232083108003,1.0
-26725.36900565235,2.0
-49844.62249313057,1.0
-34993.810378004586,1.0
-46933.609250371825,2.0
-38238.125144517304,2.0
-43118.61631691102,2.0
-34715.69681904313,2.0
-43306.85870293627,1.0
-42932.2512256228,2.0
-43760.05935382309,1.0
-36456.043569335125,1.0
-43460.075069463026,2.0
-32804.577091062376,2.0
-50095.18654631158,2.0
-40227.790643008484,2.0
-47496.92463854348,1.0
-50793.36457817828,2.0
-39838.19784385135,1.0
-48736.61675234159,2.0
-30380.601656884406,1.0
-25765.44589624832,2.0
-44451.463547010135,2.0
-27071.744359408982,2.0
-52616.62268830852,2.0
-32766.281007559654,2.0
-43637.05108317953,1.0
-37385.713047278834,1.0
-34893.187587386914,1.0
-54168.18276761321,1.0
-32226.48807958664,3.0
-37546.74613259119,1.0
-42173.35564754839,2.0
-32231.02645220509,2.0
-27745.505019970893,2.0
-44816.62856405995,1.0
-28552.125681694317,1.0
-34321.14290346238,2.0
-46466.44725565085,1.0
-26610.308041934426,2.0
-28978.79579667786,1.0
-30801.312837164387,1.0
-35727.48637397886,1.0
-30472.448577481337,3.0
-52496.91604240361,1.0
-44413.07534561348,1.0
-30634.99313903517,1.0
-45868.11240390013,3.0
-47756.72323454429,2.0
-37086.55974600767,2.0
-31441.53900879953,2.0
-28948.368448043933,3.0
-50926.3992779795,1.0
-49471.26665671471,1.0
-47430.628552300725,3.0
-30083.067410572563,1.0
-48478.11717946774,2.0
-35871.94100089845,2.0
-37563.28034263325,2.0
-23707.892965082465,2.0
-55013.960789266595,1.0
-26933.38065261386,3.0
-42432.77442821894,2.0
-36693.285560292585,1.0
-34466.385349774486,2.0
-44786.25271410722,1.0
-25079.710568834926,1.0
-46624.17207177593,2.0
-46233.45156641846,1.0
-35299.52875955108,1.0
-35808.70007155855,1.0
-26464.620291275576,2.0
-36561.3832011536,1.0
-46942.18522646041,1.0
-46674.430417963464,1.0
-44876.277831677835,2.0
-30663.01927852461,1.0
-27835.297745203654,2.0
-47036.156686293805,1.0
-41252.58504182753,1.0
-41706.08515700768,2.0
-30917.916080956824,2.0
-56756.140800150424,1.0
-33523.49029144741,2.0
-44064.05244497226,2.0
-28572.100246978916,2.0
-38838.61299412964,1.0
-45844.427912838466,1.0
-25459.206196933254,1.0
-35954.32114680067,1.0
-35254.42142447274,2.0
-36705.31006188789,1.0
-49044.7162852619,2.0
-44074.92769858142,2.0
-46598.44418384484,1.0
-51041.56023124317,1.0
-36334.03089323541,1.0
-33730.45394348713,2.0
-35663.69404776574,1.0
-55256.355434022145,1.0
-33959.41011419097,1.0
-45131.711262820245,1.0
-36383.00137175684,1.0
-30431.63508481698,3.0
-40053.09437501714,2.0
-48537.004071978474,1.0
-29042.93553744034,2.0
-29748.818174300355,1.0
-37583.180674232506,1.0
-45988.29620504166,1.0
-50384.0979499197,1.0
-52298.37787601455,1.0
-27322.253794218806,2.0
-42404.428585398484,1.0
-25714.127125417257,1.0
-52129.72138470427,1.0
-37304.716939091944,1.0
-42863.735731969544,1.0
-41616.10155153617,2.0
-54397.02143367274,1.0
-28901.283680590088,2.0
-37581.84039552411,1.0
-28445.553355556407,2.0
-50894.5371310801,1.0
-28073.291036995714,1.0
-30813.74342648845,1.0
-51903.2024151293,1.0
-28084.10543842707,1.0
-32640.12836811746,2.0
-37837.75123007351,2.0
-42179.717086609235,1.0
-29229.47968735139,2.0
-33671.09380258271,1.0
-48366.69803060971,1.0
-46392.25539186811,1.0
-26317.350223363497,1.0
-48966.126796031036,2.0
-37944.1405332426,2.0
-49612.61240443101,2.0
-38780.54199167172,1.0
-50084.41572928107,2.0
-44187.79812516427,2.0
-40178.35128288511,2.0
-44837.222780680626,2.0
-32846.81272520968,2.0
-47147.437706873214,1.0
-49010.28610246453,1.0
-33849.7539239778,1.0
-33787.20849211842,1.0
-34119.15296952366,1.0
-44452.10339274181,2.0
-30406.226199304285,2.0
-46718.6433847827,2.0
-24661.863252022256,2.0
-38670.63323031997,1.0
-37653.156082402194,1.0
-26194.511381582768,1.0
-27855.763699169158,1.0
-52066.39970615149,2.0
-40562.967979282635,2.0
-27279.11120659933,1.0
-46798.96552854667,1.0
-50990.670063998856,3.0
-49154.00253862896,2.0
-47001.59175623381,1.0
-44276.33899082257,1.0
-33226.15976730837,2.0
-35430.64183751465,1.0
-49370.738800467836,3.0
-32043.759534852514,1.0
-33164.82168862068,2.0
-42852.588568691564,2.0
-25702.899815960132,2.0
-31685.29175226426,1.0
-49720.96129593101,2.0
-34882.68883714876,1.0
-23130.806153935693,2.0
-31071.82535200734,1.0
-42845.80014854521,1.0
-32389.58610553824,1.0
-33608.27163528458,2.0
-35426.18806798038,1.0
-32551.15316876689,2.0
-39658.24487438926,1.0
-39137.584072946054,2.0
-54561.98387353968,1.0
-39692.52747213382,1.0
-46372.64033348293,3.0
-45284.77501932431,1.0
-47561.423713176235,1.0
-44755.85060599478,2.0
-47059.47583536981,2.0
-44503.038036337035,1.0
-26337.6913889497,1.0
-45124.36846979223,3.0
-31508.711068409386,2.0
-30471.831416521323,1.0
-42820.69317018011,1.0
-39649.78107582644,1.0
-28641.291966911478,2.0
-43174.29090690908,1.0
-36313.81568596906,2.0
-31896.166669858238,1.0
-35637.90685174129,1.0
-39866.52324747048,1.0
-44286.839125133054,2.0
-43002.79578159496,1.0
-23958.37573355247,1.0
-45075.0564949322,1.0
-43624.127739687625,2.0
-37255.28862221139,2.0
-46927.5399159864,1.0
-34243.072032943266,1.0
-49909.67540152364,3.0
-48683.396504299555,1.0
-50544.129897370396,1.0
-32941.02048583542,2.0
-41266.556857610354,2.0
-40305.31663983075,2.0
-46240.25540654539,1.0
-46227.442003656986,1.0
-27844.383564300817,2.0
-54354.39564261031,1.0
-26296.382843958378,1.0
-41316.70479256816,1.0
-33013.77223978344,1.0
-45019.60636000881,1.0
-40307.012700293795,1.0
-52745.73070123617,1.0
-52006.69036284891,1.0
-27282.33962515253,2.0
-52468.03123684101,1.0
-46400.970252092746,1.0
-54716.387495328585,1.0
-46910.241809892395,1.0
-47914.59985629497,1.0
-44591.942810204426,2.0
-47889.178090641755,1.0
-47632.42655685669,1.0
-40204.61604244254,1.0
-29789.766786459713,1.0
-23934.304608388684,1.0
-36577.573353013024,1.0
-49971.36408309324,1.0
-31617.090279445965,1.0
-33955.10973473129,1.0
-47533.708016397235,1.0
-27801.283816255345,1.0
-34889.4583772369,2.0
-40254.84363072548,1.0
-27223.42975543918,2.0
-47707.86563718168,1.0
-34193.69687051019,1.0
-39310.72092384777,1.0
-36153.64292050225,1.0
-32399.93758683556,1.0
-32562.96579378827,2.0
-47376.71156062995,2.0
-44002.428545077244,1.0
-46794.81199969901,3.0
-30819.50490085396,1.0
-33242.69465524836,1.0
-35598.34306207267,2.0
-48329.30584471915,3.0
-31543.33370737668,1.0
-47833.50358165753,1.0
-34145.08038771694,2.0
-33261.72672680814,1.0
-39201.8698663265,1.0
-25118.328312684676,2.0
-44895.6902931269,2.0
-24642.298291116153,1.0
-40658.597948496725,3.0
-28957.74563415273,1.0
-37600.48823163631,1.0
-37985.19382545577,1.0
-47759.27198237793,1.0
-37043.305825434916,1.0
-32041.166608814794,1.0
-31728.674087043408,2.0
-48938.60359005347,2.0
-39833.956958535025,3.0
-41173.44760521484,1.0
-34249.1421277858,2.0
-26914.18735952834,1.0
-51200.85916868744,1.0
-39025.85976440249,2.0
-29882.477839802035,2.0
-53611.886427566686,1.0
-48054.2815008472,2.0
-25279.998972432557,2.0
-48287.42038208395,2.0
-32589.118041697166,1.0
-47052.0928684686,1.0
-24749.645269217515,1.0
-47827.09554672735,2.0
-25848.029357245356,1.0
-40264.19645577475,2.0
-41315.18978074352,1.0
-34931.7203111267,2.0
-27124.39592131385,2.0
-38136.34110317719,1.0
-29180.461544292735,2.0
-23986.65523113242,2.0
-42266.8617813172,2.0
-50814.06909769123,2.0
-47265.91814947382,2.0
-39829.26971527048,1.0
-36452.927506851294,1.0
-29916.857794254116,2.0
-32371.834770557205,1.0
-25801.594041590026,2.0
-47934.54248691158,2.0
-34662.822527560435,1.0
-32295.364535903907,1.0
-46482.16792004257,1.0
-49299.576852657796,2.0
-45610.724021565096,3.0
-43895.61537852317,1.0
-38796.47329375275,2.0
-45227.98435559078,2.0
-34788.78717902181,2.0
-35856.28903315026,1.0
-49986.602050374786,2.0
-29312.71567910155,1.0
-24868.393838204418,1.0
-46653.814109035106,1.0
-31252.162818297802,2.0
-39018.73960961303,1.0
-29392.670072763554,1.0
-38481.897033198686,2.0
-30370.33111496404,2.0
-41248.56631316725,2.0
-38466.47702165348,2.0
-55303.27875344036,1.0
-42600.214709602435,2.0
-47488.89050559039,1.0
-26340.43970515024,1.0
-34938.62391757547,1.0
-34521.88349274542,1.0
-45350.159562293076,1.0
-48652.30486713261,1.0
-38376.47904300605,1.0
-32406.880062408338,2.0
-27002.493390410968,1.0
-49187.86101483342,2.0
-51275.76297332602,1.0
-36573.46910896752,1.0
-33848.64736668721,2.0
-38096.46098780933,1.0
-49927.81113026697,1.0
-51636.57770237907,2.0
-40275.5807663293,1.0
-28752.046281757874,1.0
-37806.72064898538,2.0
-27470.494360520926,2.0
-25539.488074974408,2.0
-35702.14491630005,1.0
-53712.7935751769,1.0
-45174.256892149846,1.0
-37390.951076433084,1.0
-48149.32776666297,3.0
-29433.920756834363,2.0
-49910.095910268145,1.0
-51645.824875195074,1.0
-51915.07739384982,1.0
-40056.21807997157,1.0
-37281.318931856586,1.0
-29199.4420589187,2.0
-34562.35110377154,1.0
-29344.097517649487,1.0
-41962.308544961204,2.0
-26948.90820847224,1.0
-48933.242333932656,2.0
-39771.35041112161,1.0
-26769.19977299022,1.0
-44660.5273317511,1.0
-44302.90003639271,1.0
-31240.721312811296,1.0
-33342.4384365423,2.0
-24985.070801563103,3.0
-37535.08067266113,1.0
-30610.626457206123,2.0
-44587.08661758345,2.0
-47935.725404250945,1.0
-40093.144659403326,2.0
-37927.73846774038,2.0
-27374.790074565037,2.0
-40147.12181582522,1.0
-47569.172522667184,2.0
-43495.94044437277,3.0
-38011.27088747535,1.0
-48830.15473316795,1.0
-42126.10340006588,2.0
-46543.23509150083,2.0
-40092.827650480656,1.0
-27929.112156652758,1.0
-35397.53975028253,1.0
-38641.76403460595,1.0
-49461.06249546255,1.0
-25359.800582011016,1.0
-27402.808590722045,2.0
-39830.52803704092,1.0
-35981.394753744076,1.0
-46973.324368445756,2.0
-30197.109525474152,2.0
-35450.9895834571,2.0
-40458.20542725138,2.0
-34705.07813009799,1.0
-45780.58152265984,2.0
-41286.78531439198,1.0
-39344.652191020796,3.0
-35332.95183673153,1.0
-45334.61469074377,1.0
-41354.93903965945,1.0
-46319.130180024964,2.0
-27892.438185761865,1.0
-49183.99207312365,1.0
-35752.34368079104,2.0
-44763.33048303191,1.0
-43926.631732144146,1.0
-52312.22541484061,1.0
-41646.59247548862,1.0
-36406.41963306965,2.0
-35184.916498158236,1.0
-24812.024581126607,1.0
-32569.586544615548,1.0
-26097.024524679582,2.0
-28434.796642550282,1.0
-33934.02922802301,2.0
-35575.053768321515,2.0
-50344.865090176245,1.0
-38078.07975569879,1.0
-28165.003966968845,1.0
-44131.74428471232,2.0
-26012.382175641906,2.0
-50081.160184016866,2.0
-41704.62958125102,1.0
-37199.85243801797,2.0
-26857.902877888027,1.0
-39711.9653804566,2.0
-26860.37608279566,2.0
-54325.22361691295,1.0
-28605.02322496658,2.0
-46594.521936045814,3.0
-25112.77947936353,1.0
-41829.36160006066,3.0
-34931.96764790326,1.0
-35262.55455724599,1.0
-42948.13876531586,2.0
-47024.27392399972,2.0
-47446.47665020831,1.0
-50102.50985344571,1.0
-37019.545568688285,2.0
-47877.109689120014,2.0
-28500.122652856808,1.0
-38001.911653065814,1.0
-33822.076354881385,1.0
-47179.45313978482,2.0
-36138.842476458456,1.0
-50936.2987674263,2.0
-48555.9210919615,1.0
-32399.334656199597,1.0
-44742.434737207805,2.0
-45276.52271308244,1.0
-40410.72597459895,1.0
-35264.978919263296,3.0
-30658.795914481445,2.0
-29573.08712155562,1.0
-29695.59707814779,2.0
-43728.80662515854,2.0
-26802.386591116836,2.0
-47105.863884790284,1.0
-46429.45784476251,1.0
-27140.13137228821,2.0
-48474.44691940834,1.0
-43618.368906691336,2.0
-27550.35301126838,2.0
-40262.32341777856,1.0
-45761.39915761949,2.0
-31147.011993505046,1.0
-44266.88898603848,1.0
-48038.18292028123,1.0
-39074.989577484936,1.0
-33926.789429121214,1.0
-23800.781503813858,2.0
-25743.780577223388,1.0
-36091.945047615605,1.0
-50259.93427384876,2.0
-50000.034416825394,2.0
-27402.06922300357,2.0
-48942.842594286194,1.0
-42596.05511939381,2.0
-52764.78980389608,1.0
-39278.39668389447,1.0
-28875.166178567117,1.0
-24100.49850084766,1.0
-35802.77007646262,2.0
-37228.744357306445,2.0
-35991.90866987727,3.0
-43369.6654062833,1.0
-29340.808604118767,1.0
-55659.79148201467,1.0
-34313.92754353635,2.0
-49592.26088088662,3.0
-27555.986405309333,1.0
-49377.80385618254,1.0
-45350.37489956211,1.0
-37739.7264317891,1.0
-34460.362776643095,2.0
-51285.992275158365,1.0
-43473.861687997116,1.0
-38790.4103410964,2.0
-34123.826190073734,1.0
-44662.32488961787,2.0
-36354.10779289869,2.0
-51648.679504458305,2.0
-26359.15841718303,1.0
-50016.64032711882,2.0
-28616.60152957587,3.0
-32493.391035133893,1.0
-40935.799204137285,1.0
-27467.50473583294,2.0
-47540.42524966381,1.0
-36787.55571238567,1.0
-51394.73852837444,1.0
-43980.33823426866,1.0
-40572.60757686208,2.0
-33594.97341758711,3.0
-53409.721232926866,1.0
-47507.525173502974,3.0
-51049.90197044729,1.0
-27651.556512525323,2.0
-48604.50769597819,2.0
-50614.05781804084,1.0
-56871.32654756066,1.0
-46503.080747951695,2.0
-29156.323963615796,2.0
-28853.36803305409,1.0
-35575.15924753958,1.0
-42642.47621950766,2.0
-30847.318465254695,1.0
-36250.380589979235,1.0
-24386.85520775352,1.0
-35228.79918405976,2.0
-35749.11832494663,1.0
-51331.33906297907,1.0
-50894.78352513992,2.0
-50888.47602608431,1.0
-30676.298239722506,2.0
-31647.19794429075,2.0
-44242.99827828336,2.0
-42359.02441252599,1.0
-39349.16748221868,1.0
-51773.895967434815,1.0
-52398.28621050912,1.0
-30387.567318339217,1.0
-30673.14956753192,1.0
-49693.75774377199,1.0
-37862.72340040346,2.0
-33135.30361488523,1.0
-43907.5642325504,1.0
-25493.145372937106,2.0
-39807.194579999115,1.0
-40390.3624522386,2.0
-49808.982388908,1.0
-26061.255945171994,1.0
-40232.25841693171,1.0
-43194.004494316796,2.0
-26406.925898553247,1.0
-31876.959878836173,2.0
-33701.7863260382,1.0
-40788.292195756105,1.0
-51355.98499133315,1.0
-30554.641378299388,1.0
-37324.44800832887,1.0
-50506.96867203412,2.0
-31730.602337180626,2.0
-28625.869757051107,2.0
-48747.79732719016,1.0
-26171.77614108929,2.0
-36033.348706753655,1.0
-31113.077466590417,1.0
-30164.293147365508,2.0
-54149.66257153475,1.0
-44192.05741572649,1.0
-52817.31250297131,1.0
-43137.66530307727,2.0
-37501.564467591656,1.0
-46449.749384860595,2.0
-40005.88516674189,1.0
-27934.70341913239,2.0
-45063.52680412945,1.0
-52619.470722361715,1.0
-42446.212751033934,2.0
-26939.320168028513,2.0
-28872.583683157107,2.0
-39256.37532342388,2.0
-51195.12986240267,1.0
-55004.10193228968,1.0
-26780.39192914417,1.0
-33966.095159458375,1.0
-39757.34156098834,1.0
-39402.433114567175,1.0
-36898.49494043445,2.0
-26459.56476582392,2.0
-45610.62626569233,1.0
-31955.498239394416,2.0
-36951.19871684709,2.0
-50043.85531576897,1.0
-36612.98870488822,1.0
-41819.89839284977,2.0
-43413.74136155671,1.0
-45617.15304803816,2.0
-33255.10691714448,2.0
-33617.300810717315,1.0
-34192.80274589556,2.0
-52225.08776704229,1.0
-43323.003586139894,1.0
-38894.03204997252,2.0
-40218.1400625314,1.0
-49102.91092458128,1.0
-42733.935168363736,1.0
-38741.243863370975,2.0
-47518.72880582338,2.0
-35094.381228663304,2.0
-46780.972586516174,1.0
-48234.17114978556,1.0
-45924.14042251832,1.0
-46749.31197131328,1.0
-52516.55248096443,1.0
-28694.91600185443,2.0
-41897.008388641,1.0
-34376.707860921546,1.0
-41638.39977257902,1.0
-26342.28458352833,2.0
-39971.93193919015,3.0
-32193.438907071024,2.0
-30495.738350470485,2.0
-38297.9211320517,2.0
-48992.6555355421,1.0
-33985.661153160174,1.0
-41121.32148661364,1.0
-33141.02793515796,1.0
-30317.9260045097,1.0
-44834.59049667537,2.0
-30932.40784324373,2.0
-26081.63656871411,1.0
-26476.75079188842,1.0
-43766.903397945745,2.0
-30396.394703991245,3.0
-46762.33278130772,2.0
-44569.13733904788,1.0
-49619.67580734606,3.0
-37868.37006236514,1.0
-36728.30234177034,2.0
-40501.61333053191,3.0
-36960.51794297025,1.0
-44037.87550205225,2.0
-28773.24600202307,1.0
-24655.365252943127,3.0
-46485.26242701474,1.0
-55127.7247290928,1.0
-26560.409240866542,3.0
-51446.094396998305,1.0
-48280.25208505499,2.0
-24632.659860364427,3.0
-27385.654479512308,1.0
-39616.764107444564,1.0
-42867.23374144304,2.0
-42141.562090370055,2.0
-30490.229455152483,1.0
-49284.55278278629,1.0
-39793.169121230654,1.0
-47179.11192639362,1.0
-42586.0999165974,2.0
-34739.80511900409,3.0
-38244.841073788615,2.0
-46640.94729386241,1.0
-27799.801580227082,1.0
-27046.647455768416,1.0
-41690.20462157707,1.0
-45792.25478771336,1.0
-49636.85345075859,1.0
-28497.57458796863,1.0
-32464.5700926791,1.0
-53850.0251073675,1.0
-35013.07524207138,2.0
-40327.2009182668,3.0
-32595.620810009368,2.0
-46800.233063964086,2.0
-34370.56079362683,2.0
-38459.65418388484,1.0
-42264.52986240885,2.0
-25648.76733086454,2.0
-36534.28951949049,1.0
-41957.86944281476,1.0
-28062.80500061349,1.0
-45553.854242125,1.0
-35836.83104680458,2.0
-52334.61350892688,1.0
-34376.09372941575,1.0
-30205.298394701622,3.0
-54092.41620677139,1.0
-44838.16620923921,2.0
-34926.116650730146,1.0
-44185.84451141289,2.0
-37762.835253386096,2.0
-40733.59991912102,1.0
-52292.08662234539,1.0
-34984.52834791151,2.0
-51108.95651528761,1.0
-39939.42141296194,2.0
-52546.304135449485,2.0
-36065.09007276886,2.0
-29425.76756183258,2.0
-36337.60673350118,1.0
-49291.88163438192,1.0
-34029.8081252187,1.0
-28043.500927113746,2.0
-50316.60853584235,1.0
-28479.975557800684,1.0
-38331.45483906408,1.0
-41737.701608362666,1.0
-30916.085591872965,2.0
-24611.216247344753,2.0
-45867.82304918982,2.0
