sal_8_lc1vs0_iate,emplx1_1
11167.868259257046,1.0
12771.957345204471,1.0
11841.187714049378,3.0
1617.968606159733,1.0
15376.371816342333,1.0
5270.188628254141,1.0
7810.821964283548,1.0
11454.249122621677,1.0
5223.773363349358,1.0
6858.561316999911,1.0
-9663.407087839396,1.0
13103.389880014718,1.0
12097.438624185725,1.0
9239.958723800344,1.0
13179.650120999831,1.0
15951.153664678173,1.0
7427.495471244962,1.0
-4119.966476765889,1.0
3457.031927894268,1.0
149.75301320187828,1.0
-7275.184140058531,1.0
9168.374599985378,1.0
-6527.476172219996,1.0
16253.06630444137,1.0
16422.098656896098,1.0
15321.748210100406,1.0
-3628.3790012153804,1.0
-7685.33914703547,1.0
8542.158590066798,1.0
-7065.184392669891,1.0
13417.309769282518,1.0
12998.666689159663,1.0
2568.7150861865366,1.0
12279.068538371455,1.0
10663.407638331797,2.0
1095.6619204992649,1.0
12067.220113124811,1.0
10386.527880966234,1.0
-8197.01825143729,1.0
9743.291037672116,1.0
14279.19116152325,1.0
14794.790952362648,1.0
10036.081758972612,1.0
8987.524484473266,1.0
7326.728430899922,1.0
11604.632379663148,1.0
7237.069809009081,1.0
13521.910460926332,1.0
9899.389649886894,1.0
14346.91029943711,1.0
9607.420887526034,1.0
3960.7541193922407,1.0
-1098.8198283710453,1.0
15695.805463145483,1.0
-10103.924075965262,1.0
4873.903170252894,1.0
-10119.550203775365,1.0
9930.176085039036,1.0
12117.303287205885,1.0
14307.525232743563,3.0
-849.3356609478012,1.0
5920.908264161411,1.0
16037.714572977082,1.0
13084.792813569362,1.0
-3639.5539772658262,1.0
9855.060227088901,1.0
549.9976655498417,1.0
4726.265182714535,1.0
7877.773261743288,1.0
12524.709497428434,2.0
-8867.378615785194,1.0
-7506.689442051908,1.0
12763.370004946453,1.0
1619.2753376311625,1.0
16952.586810947876,1.0
12985.979106122411,1.0
12139.683843232853,1.0
3837.237699619423,1.0
4353.628110462144,1.0
-9290.58064887695,1.0
12831.288885232156,1.0
13583.732123190504,1.0
7672.509246332883,1.0
11537.930439930818,1.0
8362.743088578783,1.0
9711.303802441362,1.0
10845.005053034678,1.0
2223.4597978211614,1.0
-7659.024642038418,1.0
7128.8727086562285,1.0
-6177.261267735563,1.0
2460.750005272962,1.0
14837.793943726854,1.0
10900.626064283631,1.0
10242.312911182507,1.0
-13867.61397649689,1.0
10449.270811530761,1.0
-4391.145172541228,1.0
6673.694642479495,1.0
5673.9221085431545,1.0
7422.990399709222,1.0
14667.475859258248,1.0
4260.229912227757,2.0
11046.846845822121,1.0
4791.924340922253,1.0
12856.471075525775,1.0
-7114.332520317785,1.0
11741.83469197449,1.0
-3119.6094749634603,1.0
593.8974318770306,1.0
-4595.217101075695,1.0
3435.4916708516885,1.0
-2049.11310328492,1.0
-5906.212465413824,1.0
-1356.5836848097879,1.0
7336.410478598748,1.0
5587.694614556962,1.0
14094.563459363051,1.0
8104.70017772447,1.0
14575.299061197293,1.0
10185.705307368611,3.0
9923.596533601993,1.0
-8782.899481326223,1.0
-4325.231420049802,1.0
-8654.164955134473,1.0
8065.370206955173,1.0
-1427.5687038590304,1.0
12844.42968846703,1.0
11350.731881801208,1.0
8729.534494898195,1.0
5282.089207295203,1.0
-4442.644260204349,1.0
12433.054950437607,1.0
10421.137339640607,1.0
9960.430538200624,1.0
13284.649472183879,1.0
11546.43001320228,1.0
-4703.720901432263,1.0
9707.572709917242,1.0
3226.5888974507934,1.0
12025.131736449728,1.0
12202.326491154712,2.0
-7018.512868180425,1.0
8551.34070849262,1.0
10957.824660883196,1.0
9516.564192534079,1.0
-6488.933749894183,2.0
-9986.865752002355,1.0
-5749.706919058152,1.0
8247.90070913826,1.0
-3688.9606317434536,1.0
-2940.215648967772,1.0
4769.136620838929,1.0
8045.335866290989,1.0
-594.0959689374358,1.0
11045.410447200034,1.0
11414.206527203965,1.0
13601.044130271095,1.0
3197.019267559414,1.0
9211.498830425742,3.0
15229.525127637142,1.0
10344.825535744465,1.0
9097.148064625791,1.0
1273.5076695464586,1.0
7804.071290637474,1.0
14173.91962552975,1.0
7875.2201437963795,1.0
-9701.57616028957,1.0
13086.554359029333,1.0
8851.14676504765,1.0
15204.627993703765,2.0
5658.923837875872,1.0
15759.848461156082,1.0
12927.019404676892,1.0
10189.13450917025,1.0
8522.551407044433,1.0
-2634.856449695429,1.0
11549.217355514033,1.0
4819.152901777215,1.0
9283.308122543902,2.0
13996.392766927991,1.0
-2503.2197387483093,1.0
12223.453738120941,1.0
11216.74241141875,1.0
7313.239263975229,1.0
3631.991341340452,1.0
11976.332400224292,1.0
12088.619792477382,1.0
15497.161878560391,1.0
-3049.2448910049497,1.0
722.4218696006083,2.0
7794.387402353017,1.0
1561.7424894767523,1.0
4520.369864227847,1.0
12059.67891715074,1.0
15964.01522147964,1.0
-2166.308723415974,1.0
6194.4041440930505,3.0
16887.11945364291,3.0
7754.4902354853075,1.0
2013.6575770924453,1.0
7601.212240631117,1.0
-11326.192459188042,1.0
8563.919561000714,1.0
2419.9221857553994,1.0
-7872.149045564388,1.0
1971.2510318561326,1.0
2844.757471251287,1.0
13082.06532483796,1.0
-9227.724936566978,1.0
696.9874900008817,1.0
-2546.6015502030596,1.0
-8878.122559742851,1.0
9620.695550031947,1.0
16849.84264903405,1.0
12089.493210963783,1.0
13043.598631060984,1.0
11242.521395551878,1.0
16622.684151780824,1.0
5790.359743694289,1.0
9876.351715268207,1.0
11131.582618492881,3.0
10706.153723801463,1.0
-7077.034067584252,1.0
7809.140362500155,1.0
-13303.867871093673,1.0
-7548.373962584737,1.0
-5116.207110627948,1.0
8979.84019073832,1.0
10514.310634541278,1.0
3548.569186148839,1.0
5475.925773670423,1.0
15241.97403203178,1.0
8299.454486206225,1.0
9216.129707473825,1.0
13972.032989400592,1.0
15383.512543312689,1.0
14570.832154976433,1.0
-3796.039515473015,1.0
4826.727229838749,1.0
5387.337991267308,1.0
6157.397567286187,1.0
11427.727262022046,1.0
14209.535342194918,1.0
12801.9350206544,1.0
2866.2167290773573,1.0
-2767.2097982936402,1.0
16318.78644244302,1.0
-8077.681598420842,1.0
11233.058130398898,1.0
5044.598154564816,1.0
6558.3318931624035,1.0
14571.168674000844,1.0
15870.785335710094,1.0
3550.975675709905,1.0
1905.6826001721756,1.0
-7657.970113242925,1.0
13315.399984716143,2.0
6024.308093296446,1.0
-533.986853810331,1.0
-12882.27486438002,1.0
-506.21422033976705,1.0
-10433.114379962219,1.0
10247.760195243482,1.0
6072.701347280881,1.0
10922.71471672734,1.0
12047.166089315884,1.0
13798.514795623902,1.0
10842.397954611093,1.0
5690.696118728794,1.0
5590.443977908719,1.0
11337.650459474797,1.0
12927.815068894042,1.0
10565.716350723233,1.0
-2701.462843362995,1.0
-5117.621045908502,1.0
14169.817228634438,1.0
-790.1498889038323,1.0
13042.2397552045,1.0
6841.243556768519,1.0
4955.774154423544,1.0
-7467.276569165085,1.0
8324.328425253505,1.0
-9755.907867524984,1.0
15452.221802116357,1.0
12066.506753040661,1.0
1203.2868326728649,3.0
2209.9245037236615,1.0
14578.97861556051,2.0
14303.804897979646,1.0
14273.728429702325,1.0
-1619.471379421557,1.0
14329.858238680536,1.0
7494.861772635719,1.0
-1477.1432592791987,1.0
-6280.750778287864,1.0
12566.90230520938,1.0
13382.631637794795,2.0
13386.089748300416,1.0
9056.229499271229,1.0
-10085.323577714764,1.0
4684.87357830408,1.0
