empl_chge_lc1vs0_iate,emplx2_2
0.38161691625938504,2.0
0.1227728891606652,1.0
-0.1992280324654109,2.0
0.11858921365326114,2.0
-0.4107551667529261,2.0
-0.0184219377850231,1.0
-0.3628436837228186,2.0
1.2395163748707334,1.0
-0.01279497218458503,2.0
0.06638867631915035,1.0
-0.19332715669302586,2.0
0.7516639896362116,2.0
1.5496645093333792,2.0
0.28706706249904407,2.0
0.30175275240686955,2.0
-0.23797272837553168,1.0
-0.33885928440363355,1.0
0.5571561096725671,2.0
-0.8797050889080882,2.0
0.5434130012040703,2.0
0.8579406036173496,2.0
-1.1141609939370176,2.0
-0.053058984758924954,1.0
-0.26733344789146996,2.0
1.549542492516618,2.0
1.457014531683924,2.0
0.2835473694323791,2.0
-0.27549582294346897,2.0
1.650732093203303,2.0
0.23641097346919782,2.0
0.5273528616515797,2.0
-1.4387638887583796,2.0
-0.2626627481450391,2.0
1.66506408680828,2.0
-1.170895664423139,2.0
0.09472929334651992,2.0
-0.5933125631967334,2.0
1.0846113437148344,2.0
0.0885842537566432,2.0
-0.2105627465478765,1.0
0.885773476086803,2.0
1.2803060954190975,2.0
0.4717293003619231,2.0
1.3574640340976183,2.0
-0.7032174712208583,2.0
0.641440977807156,2.0
-0.6740294329722115,2.0
-0.015757721977174566,1.0
-0.8492791127786843,2.0
1.9785198717885215,2.0
-0.8412688683197864,2.0
-0.30286185604195487,2.0
1.7324141225389156,2.0
0.7714289422630631,2.0
-0.47542590819972325,2.0
-0.5151455143668977,2.0
1.1281520931564604,2.0
1.1069906778946303,2.0
-0.7041233019472596,2.0
-0.09701999583238391,2.0
0.6660238071658335,2.0
1.0508384053396376,2.0
-0.1572803477407631,1.0
-0.695954417306171,2.0
0.07551960421318704,2.0
-0.06368108518197246,2.0
-0.935078105004769,2.0
1.5577298603803664,1.0
-1.048100144693381,2.0
0.017181939160589355,2.0
-1.0669789416143902,1.0
0.9433220987620254,2.0
0.6557490133717441,2.0
2.090027509657272,2.0
1.3885593276866495,2.0
-0.18447298236605342,2.0
-0.18815225123669285,2.0
-0.42185583548884326,2.0
-0.5861567628909958,2.0
-0.01637026820423304,2.0
2.172767815096826,2.0
-0.753469411627164,2.0
-0.4847816867959238,2.0
-0.31291859038010383,1.0
-0.2597260439968817,2.0
-0.2616417075666331,1.0
0.10040781743236937,2.0
-0.6610355572574144,2.0
-0.08506245970560378,2.0
-0.4761069697776448,2.0
-0.3450449504786596,2.0
0.4797197848179222,2.0
0.17977069065927054,1.0
0.3884337338933337,2.0
0.32025541286329234,2.0
-1.1640609550795795,2.0
0.621455976280279,2.0
-0.039809566102673444,2.0
-0.3088891298815652,2.0
-0.715041539055155,2.0
-0.7364228534310673,2.0
1.385333774447108,2.0
-0.007878675347586628,2.0
0.03989078163314552,2.0
0.3423556568779543,1.0
0.10137163466248555,2.0
-0.3821529227620153,2.0
-1.2279872810225232,2.0
-0.25028207875666053,2.0
-0.33078406888219614,2.0
-0.04174792888875262,2.0
-0.3745826153821198,2.0
-0.6058606026782414,2.0
-0.050851149626865655,2.0
-0.2721321000051051,2.0
-0.17300355655862176,2.0
-0.7835742841348774,2.0
-0.7604092465012386,1.0
-0.11185547637945126,2.0
-0.31030951448473726,2.0
-0.042001161281879584,2.0
-0.2564727230277318,2.0
1.2798626492313971,2.0
1.3744033406828897,2.0
0.4393253145675858,2.0
0.2520760556505752,2.0
1.2813133095014002,2.0
-0.17830970800196355,2.0
0.488354305899961,2.0
0.8977481276732371,2.0
0.42771816986111305,2.0
1.7818203811513023,2.0
-0.43032295697805634,2.0
2.0672599694067495,2.0
1.7124992317112833,2.0
0.0598140448832285,2.0
0.39680963774856937,2.0
-0.5083194015332816,2.0
-0.7908218522395627,2.0
-0.35831852545098014,2.0
-0.5697174669686298,2.0
-0.5226305415699308,2.0
0.02373220752979499,2.0
0.1358519562316618,2.0
-0.6106306395216484,2.0
0.4043434392193355,2.0
-1.2455444806369937,1.0
-0.26876514122903833,2.0
1.240311221825382,1.0
0.1255046188774543,2.0
-0.2521910363766201,2.0
-0.34518168750943024,3.0
0.13956607038999402,2.0
0.21100342082287815,2.0
0.03491596124432872,2.0
0.027495616379895282,1.0
1.7140279048056835,2.0
1.277350463659136,2.0
-0.4566508521213885,2.0
-0.25279686435394455,2.0
-0.626865246299077,2.0
1.603655344310208,1.0
-0.5087206443978228,2.0
0.3025563712808667,2.0
-0.3438109252263478,2.0
-0.30545083254527733,2.0
2.131881082921487,2.0
-0.2519671152829971,1.0
-1.0977997976493292,2.0
1.1702257891832324,2.0
-0.3754593492249419,2.0
1.190816306807966,1.0
-0.8657199146701047,2.0
0.2713829186208226,2.0
-1.0099472975093653,1.0
-0.6295862482136583,1.0
-0.15842686084599006,2.0
-0.4410162132078039,2.0
1.3743544562381744,2.0
1.6433490873805907,2.0
-0.12087316795298747,2.0
-1.1700032825582216,1.0
-0.7550180842145164,2.0
-0.38950276685155627,1.0
-1.0813897672565602,2.0
1.5716872440717904,2.0
0.9860972654495334,2.0
0.7140477535892208,2.0
-0.3395281951416309,2.0
0.34449877140205665,2.0
0.5957320708873255,2.0
1.3028785092529644,2.0
-0.39723119827491754,1.0
0.259748888726495,2.0
-0.4692303604458663,2.0
0.4513759390388428,3.0
0.3262057573040552,2.0
-1.0845418890169711,2.0
1.2947125103430663,2.0
-0.3323272182457376,3.0
0.04498593692539621,2.0
-1.023484448134907,1.0
-0.15009094383707777,2.0
-0.6427679802460358,1.0
-0.16737558960421306,2.0
0.9017421090809764,2.0
1.4968202945142615,2.0
1.7994453647843491,1.0
-0.29110577969271695,2.0
-0.34024018410253665,2.0
1.0023138117320833,2.0
0.7395906215081762,2.0
-0.5128750389269361,2.0
-0.03374251136278961,2.0
0.01740140887718411,2.0
1.382707857750219,2.0
-1.0133278974936415,2.0
1.024205927614933,2.0
-0.7051208852201047,2.0
-1.2396719685238242,2.0
-0.585424359095751,2.0
1.036534711165145,2.0
-0.08866448038943701,1.0
0.11425042252749662,2.0
0.5794996054965906,2.0
-0.44004872742109435,2.0
0.011844933353621467,1.0
-0.7618445436032777,2.0
1.6537811364735115,2.0
-0.03415654709873561,1.0
1.5641921753861316,1.0
-0.7224493330794559,1.0
0.05256728923829712,2.0
-0.7304896604914602,2.0
0.1331390757612051,1.0
-0.13348329504394174,2.0
-1.0244195011470354,2.0
-0.8730748347252979,2.0
-0.0038592661800176953,2.0
0.26540873848994556,2.0
1.5190599949738257,2.0
-0.5258546074754699,2.0
-0.11099038529064537,2.0
0.47726227905400037,2.0
0.5290129961850412,2.0
0.568077147088732,2.0
-0.6758676223482689,1.0
-0.39065818328059393,2.0
-0.4449406289371305,2.0
-0.2681903753347157,1.0
1.1077713810891443,2.0
1.848069171292285,2.0
-0.38676154219869185,2.0
0.12976574087917397,2.0
-0.9880238151279169,2.0
0.13031498617081805,2.0
-0.3414086258002908,2.0
0.04428279341965358,2.0
-0.7966009112827925,1.0
0.10686618153152827,2.0
-0.6718604216267983,2.0
-0.6818920508089554,2.0
-0.3446520637359298,1.0
-1.1042042837335346,2.0
0.07079594417083251,2.0
0.15225750433530413,2.0
1.9272018417460508,2.0
-0.07945153002515687,2.0
-0.6338337331310283,2.0
-0.3584738295193875,2.0
0.1681986106647151,2.0
1.2919032160263904,2.0
0.5433076389101172,2.0
-0.18412500200275633,1.0
-0.10488295242735057,2.0
-0.21982391867723705,2.0
-0.44475213113466966,2.0
1.3817420556172548,2.0
0.7233184533524302,2.0
1.041374875242932,2.0
1.0920531723970026,2.0
-0.3945721814949858,2.0
0.15615335288422763,2.0
-1.1458034989999826,2.0
1.7965917013640342,1.0
0.5808578254593543,1.0
0.808507048611125,2.0
-0.3524831471103217,2.0
1.4132133399455884,2.0
1.570585848420228,2.0
-0.5956688967781423,2.0
0.9077003567149422,3.0
1.0008942517698183,2.0
2.0672148157484895,2.0
-0.6262072828175609,2.0
1.1425110127537046,2.0
0.675209774556847,1.0
-0.807872612632007,2.0
0.2652270923134252,1.0
1.8752316257220132,2.0
0.5480169365959645,2.0
-0.13342537364527995,2.0
0.5045507041401939,2.0
0.19391118703620464,2.0
-0.5438030721412672,2.0
-0.4148802672436287,1.0
0.31268486137766494,2.0
-0.4272478793050328,2.0
-0.7180540620823768,2.0
-0.6100632744921836,2.0
0.7758381537248291,2.0
0.21514968029502923,2.0
0.14222585896966322,2.0
1.448028220623564,1.0
-1.1494964200622921,2.0
0.7944801254702242,1.0
0.5666290665358628,2.0
-1.029684520431262,2.0
-0.33927224726155614,2.0
-0.146416953035564,2.0
-0.3022777237441951,2.0
-1.0423349598935119,2.0
-0.0061801694399651885,2.0
-0.054389694128190724,3.0
0.28586566701091853,2.0
-1.1148908092098757,2.0
1.6001512405210414,2.0
0.21388602632180487,2.0
-0.2338981853748693,1.0
-0.6025007294683045,2.0
-0.35073924539335377,1.0
-0.015930780193887606,2.0
-0.024611961250388503,1.0
1.1612367141283704,1.0
0.1044282539826264,2.0
1.1700987956519842,2.0
1.2349196478411677,1.0
0.5322008060352856,2.0
1.5614211239423597,1.0
-0.3384606543179849,2.0
0.4294680086822304,2.0
-0.38307320373460285,2.0
-0.20798901208818993,2.0
0.11958876047658817,2.0
-0.3256492323936835,2.0
-0.3372910321589112,1.0
1.2046045918105255,2.0
-0.3077146528210265,2.0
1.4505812092912278,1.0
0.35981784803524647,2.0
-0.6559826333115906,3.0
1.1114214648935357,2.0
-0.12127719528585995,2.0
1.294423956645876,2.0
-0.38277862508393434,2.0
0.25651027113115205,2.0
-0.5830601600770752,2.0
0.17072620419714435,2.0
1.685851061080828,2.0
-0.3662987726635355,1.0
-0.18348802567786765,3.0
-0.6694081269138948,2.0
-0.8089370481090818,2.0
-0.45345285515579403,2.0
-1.0671016228252683,2.0
1.2824608318782174,2.0
-0.5177205490882325,2.0
-0.049607068155985756,1.0
0.8946082303960711,2.0
1.631225889332028,2.0
-0.7762628974431619,1.0
0.23951296302540614,2.0
-0.3276729885712165,2.0
-0.8086628401703682,2.0
-0.4162391375524498,2.0
-0.8773883632027039,1.0
0.6653389424417251,2.0
-0.061031740226965336,2.0
1.0097394411213338,2.0
0.09112718208258785,2.0
-0.44128451886217473,2.0
-0.9587726339948343,2.0
-0.22932238334472393,1.0
-0.26136674024000073,2.0
0.8677914706538414,2.0
0.2560610654206859,3.0
1.0041284878792902,2.0
-0.23108463904065618,2.0
1.3556869312152995,2.0
0.10625487800331168,2.0
0.5225334203191869,2.0
-0.4016317155141991,2.0
0.11539302086230058,2.0
-0.5823333898621093,2.0
1.606825556561881,2.0
-0.7104817339605678,1.0
0.43612674882101893,2.0
-0.061931859912770115,2.0
-0.5863987511406991,2.0
-1.2445816526823732,2.0
-0.16187314898329158,2.0
1.3458745810352148,2.0
0.5395109168137517,2.0
-0.15716970293275423,2.0
-0.4821672062580466,2.0
-0.3607420395947347,2.0
-1.1425997406070507,2.0
1.909793458198755,2.0
-0.30969928935927193,2.0
1.040585515711801,2.0
-0.27372114681575327,1.0
0.4291581943996291,2.0
-0.29390761655663744,2.0
-0.5122072135493624,2.0
-0.40384381507842226,2.0
-0.6543890364935783,2.0
0.7728447907797761,2.0
1.607759987491313,1.0
0.015668914280557222,1.0
1.5089178783221526,2.0
0.3177223748903491,2.0
0.1190545714299685,2.0
-0.5159856771750363,1.0
-1.3260529095785376,2.0
-0.22471100607491085,2.0
-0.4164632195337129,2.0
1.2825333699233994,2.0
0.18224997872069487,2.0
0.6196800183040125,2.0
0.7337238638980796,1.0
-0.012444402217457906,2.0
-0.7529141109453197,2.0
-0.9849573105787514,2.0
-0.5134246334207081,2.0
0.199658026317433,2.0
0.567440883985987,2.0
0.5659409756377507,2.0
-0.3412983311525868,2.0
-0.10576178937928447,2.0
0.12950452549243346,2.0
0.39553736513584703,1.0
1.5290199506509776,2.0
-0.7569514124425076,2.0
-0.4942925197697785,2.0
-1.0817845263730823,2.0
0.3706591064925237,2.0
