sal_4_lc1vs0_iate,empl_x0
-19954.994972657823,41.0
-29146.199747354854,19.0
-31433.024744821378,65.0
-27478.65232829765,58.0
-38631.07140073946,60.0
-22278.891971705772,72.0
-24204.914854959992,35.0
-29354.02381021749,48.0
-22014.836454110347,86.0
-34361.42852146404,68.0
-41092.16190647378,95.0
-41180.24634598078,28.0
-40243.902418876496,72.0
-29150.136101467546,54.0
-24006.89860213164,35.0
-42258.863774141646,89.0
-19358.97379678562,46.0
-39115.205022963,100.0
-23448.822668852532,90.0
-38909.95974164018,77.0
-39702.48987425571,44.0
-22277.595721019636,56.0
-26288.686300898335,98.0
-40485.49538268829,42.0
-41330.13824445986,63.0
-42695.291425200194,50.0
-35916.118606586126,92.0
-16933.182969041547,38.0
-20584.131695808846,36.0
-39462.244365811326,103.0
-30001.400938728202,58.0
-42731.36462946981,70.0
-28006.185394030104,65.0
-33672.86151251089,53.0
-27860.55729002769,70.0
-30944.372178795915,78.0
-35320.908489962065,61.0
-33430.59998985071,94.0
-24506.14719153816,71.0
-33191.64899169733,79.0
-26019.55571569452,45.0
-43435.71137947413,80.0
-30099.32121515451,60.0
-37092.68920495329,78.0
-48867.95184566085,64.0
-32931.4167978592,91.0
-43936.631134135714,106.0
-25635.340856668423,41.0
-19938.7438978245,71.0
-40215.890883476284,70.0
-20843.122531205165,32.0
-48155.34635905884,62.0
-24846.135873147585,68.0
-36930.58623005346,47.0
-24443.686159512225,105.0
-24851.60330836227,25.0
-42264.1441729595,47.0
-25934.14454512942,67.0
-29381.163982017202,62.0
-33367.1485406172,28.0
-22718.19641481625,53.0
-20476.910250086356,66.0
-42881.4809853933,97.0
-23062.450465256836,79.0
-23895.023253822386,105.0
-37438.47640856294,17.0
-20028.154555522262,65.0
-22282.448281085213,81.0
-21578.085212128935,78.0
-29004.491318529384,66.0
-19161.916179614364,91.0
-42355.31251129725,71.0
-38286.969964331576,56.0
-23219.399342112192,61.0
-40276.06833313756,37.0
-40653.01177477254,57.0
-29277.755578732165,72.0
-24437.166176393195,97.0
-23001.50384066586,98.0
-36828.82184882531,109.0
-43407.95600804519,48.0
-42444.72178561178,82.0
-25456.075792557953,50.0
-41790.7332086244,49.0
-28378.147127596952,92.0
-28610.619256827435,54.0
-20289.072054281078,51.0
-43252.25805043618,87.0
-17994.25904318059,77.0
-37273.63005590277,85.0
-23557.82748938075,71.0
-26805.23855871579,51.0
-38486.70263158987,84.0
-20696.658162808922,53.0
-38700.47776504463,46.0
-32520.88810432009,93.0
-29174.6581131945,37.0
-25847.44037667095,89.0
-20926.3503817867,47.0
-29005.290682213694,61.0
-38540.80501603817,83.0
-40390.8648748322,61.0
-36608.069451455754,63.0
-25266.916958584752,54.0
-20515.473725697644,49.0
-39193.508217323244,36.0
-29125.702428765264,50.0
-30662.350310109232,42.0
-21410.097568917823,70.0
-44401.01780148946,84.0
-23344.749371833754,62.0
-35620.21904822812,64.0
-20487.370193009214,97.0
-24723.57531203194,73.0
-36026.61394059506,85.0
-19669.750622641608,40.0
-26962.687607562715,51.0
-27694.23925830335,35.0
-28120.583065608593,56.0
-42346.80764931826,28.0
-36525.02962273515,65.0
-39711.53673832417,79.0
-40902.011845372705,95.0
-24463.11294398241,75.0
-22795.094523215823,61.0
-29474.590382009912,39.0
-46605.193635506876,65.0
-27902.65314079094,72.0
-37934.05470791469,41.0
-28784.449452564753,59.0
-21911.775665648893,43.0
-28329.962962774232,76.0
-39344.828793734116,55.0
-23745.22240499276,34.0
-21657.300540561264,32.0
-30804.820705720922,70.0
-38126.276444049894,63.0
-39965.94390298834,42.0
-48043.23311771627,69.0
-20769.94522357106,55.0
-35955.11218492224,92.0
-20999.269232136932,94.0
-43644.44064051098,90.0
-29902.566454377928,91.0
-39664.455005387776,88.0
-36296.26292663389,94.0
-44899.74327594796,76.0
-17736.17113495728,102.0
-27302.155159091253,76.0
-21557.79057050258,76.0
-45804.60548155397,53.0
-18710.606833931037,46.0
-23750.10884498017,99.0
-48994.49593139242,70.0
-20090.11731715608,78.0
-28313.135800713844,61.0
-30333.889886679655,89.0
-33447.28632039226,77.0
-23232.150737468866,93.0
-24301.781169739264,15.0
-43837.8465473248,54.0
-36334.953462382444,40.0
-20263.320743539043,40.0
-40750.95578135038,87.0
-27762.297664290476,80.0
-40863.97826170769,44.0
-28980.007882729016,81.0
-43228.78679631225,96.0
-38659.030588224225,48.0
-29201.527237314665,24.0
-37008.97955600907,50.0
-23593.9860465912,91.0
-42141.608103081686,49.0
-40595.40093094818,56.0
-29988.7571925097,98.0
-24385.879700643003,53.0
-23140.940000940205,69.0
-34992.250931340604,65.0
-23177.351409485644,42.0
-39142.84024298572,91.0
-21469.355887281192,51.0
-27163.53102635854,54.0
-28083.841983116108,45.0
-21089.527049553064,36.0
-19944.664269063836,39.0
-47067.52932416965,76.0
-29038.584909784156,62.0
-21398.63071506244,30.0
-41841.151484037786,111.0
-46254.31186633343,74.0
-43345.55398803193,52.0
-38928.31644487512,100.0
-34316.65969854869,55.0
-26483.680766180263,89.0
-29360.094972813677,58.0
-42691.63042123959,43.0
-23845.45452010575,78.0
-23835.247616246896,38.0
-37515.86272429697,76.0
-19998.338423806774,70.0
-24550.596687369063,36.0
-44756.270715630526,42.0
-23708.680956887612,91.0
-19822.098259624872,60.0
-23132.502355120858,65.0
-29637.959473515264,70.0
-23709.043235450485,52.0
-23970.952313882663,75.0
-28567.977578411537,63.0
-20073.298056958174,87.0
-33739.32066241169,116.0
-28190.43222497738,80.0
-41492.90325050259,85.0
-32571.75864412315,73.0
-38932.85943932321,55.0
-37227.65907986678,81.0
-40538.05308091623,71.0
-37827.61777742483,100.0
-41062.68504153834,44.0
-37451.85375296893,55.0
-19850.080409756985,80.0
-35935.7673079316,90.0
-25342.107360487855,92.0
-19410.871543998714,110.0
-36166.91440427528,103.0
-26214.39249047041,87.0
-17789.48106703441,79.0
-31829.098540227034,78.0
-28017.412508173773,46.0
-25437.195607864247,45.0
-28184.553477202036,79.0
-28326.383386133297,63.0
-37018.98392895065,49.0
-29552.98198367612,55.0
-20530.902703444146,44.0
-41891.28702666166,79.0
-36392.73719422451,25.0
-29464.628743083424,71.0
-38147.312504819565,103.0
-28355.19693607327,91.0
-45646.63825953689,62.0
-39261.76544734682,65.0
-42675.799036253855,42.0
-28427.035448655293,69.0
-31916.295051348643,61.0
-29507.743136531408,64.0
-35507.512977102786,61.0
-39905.825182137625,33.0
-19475.885751045353,92.0
-46093.64811071763,65.0
-19599.667721801612,24.0
-33051.95283813021,60.0
-26227.67631702051,36.0
-41309.13407623725,64.0
-33773.3162982541,82.0
-45467.75718434164,48.0
-40425.034409546504,49.0
-23687.155104972353,89.0
-42923.05116929684,58.0
-38121.43997316314,54.0
-39634.19327922301,85.0
-38670.58121767676,86.0
-37861.17507276045,98.0
-35446.27461296348,64.0
-41495.534521698864,59.0
-39178.5638419998,44.0
-32780.98340897794,83.0
-24205.797413871718,61.0
-20567.65014695975,63.0
-28206.363499623236,66.0
-43937.389519299155,73.0
-26829.091162719727,80.0
-29180.946958256383,74.0
-41522.24043012957,91.0
-18948.683159768676,69.0
-25291.340261115678,58.0
-33561.50561871195,86.0
-19963.389052019404,50.0
