empl_chge_lc2vs0_iate,sect_al
-1.9376496207548197,10.07365179352578
-2.238960356800459,16.80156397820652
-1.8585970665202245,14.29366380159172
-1.410617367783847,17.60447013640254
-1.3836025531647245,16.34262365410707
-2.052424475709446,14.250867743380557
-2.065700065711724,5.584227618370866
-2.0620953962890276,10.884169853481596
-1.8259478400722136,6.876545722211219
-2.0366692107262065,8.022938998903351
-1.1314351738716761,14.375711469500713
-2.0293050506635963,9.333905091584258
-1.8413723261506325,5.108505545983842
-2.0074398579806503,13.760349627811008
-2.4153632431323193,16.239913412438217
-1.5658822012922855,14.081589276478278
-2.4325452666157776,11.544087762845813
-1.6502813734014006,9.185204750144113
-1.6797697940982528,16.317502705010668
-1.0406366745532112,17.477112864169058
-1.1145505971045704,15.716579181964525
-2.262544255721852,8.994935032749678
-1.554666642353807,5.218827226790301
-1.376268746056748,14.288659287211557
-1.8113572275301342,15.692530474215395
-1.581501086672156,7.913015801979398
-0.6408259925741845,6.142786405873864
-1.3374769793853838,14.147604730552498
-2.237900305453701,16.176601459739913
-1.2825541338960904,11.000470633430488
-2.0348101491532136,14.05652253986378
-1.6459665259415144,8.24275834530662
-2.121881014624725,7.728752120030903
-1.6808991920914487,5.019228465525159
-2.061767815162848,11.91035613150846
-1.6117188850588486,7.770074417325333
-1.8737097584909477,17.951867968058835
-1.5959364354087606,5.132740986437116
-0.8507978145837756,8.901953679004293
-1.9135449977946033,12.325678788631842
-1.9129149557318414,14.446609179035548
-1.7106883914395463,12.595382164037684
-1.8468575616695153,6.06882738323647
-1.9945782009518185,13.189723668675953
-1.0251735052807986,14.652281510498652
-1.7672017184575124,17.368179616295293
-1.1519851152125784,14.137774779290114
-1.7408799977510574,17.529853879408723
-2.253994033450608,7.863236197357244
-1.3687491155658338,11.61972469445422
-2.277920524900105,17.026004518860216
-1.0191933357095952,8.363464107554325
-1.450149391332401,10.92354258696166
-1.5643637043905876,12.776723628408444
-0.8405310189723075,8.236443850825474
-2.1706116044989394,5.637380383048353
-1.3329324771486222,16.86852506771081
-2.204664209712405,7.825027595307594
-1.9286433938952237,11.089981435603669
-1.5000179160083675,11.526992970305113
-1.5308085697942326,10.466891721204302
-2.333426190305067,17.318579771385657
-1.5782936100076532,17.019447742226482
-1.8451354636893933,8.62573509918215
-1.605040105173947,15.77053968373836
-1.9148739783014328,13.24387872366722
-1.2893269968006988,10.315705396356236
-2.2047242125017923,17.6982329127732
-2.4001684279765207,13.091803613294514
-1.6525794664768756,10.106893051838778
-1.1502744492133226,15.476978700966145
-1.4922317990635463,10.167569709079974
-1.7457575394127933,15.355172624534047
-1.1128527948353741,10.642562818606049
-1.505255386022944,7.506132412402403
-1.7344016022005901,13.371527587668366
-2.0645279200216593,5.288124522852412
-1.7889196800039517,9.968173814820616
-1.5461513043231399,15.312285008133465
-1.0448444891495237,6.261874670776804
-1.6617126529447623,16.211045561266953
-1.6259150177996613,8.84718404554691
-2.04978471516278,16.24149366023247
-2.0047233898024794,17.449297299740845
-2.219585469838362,15.616029127852032
-2.16420707599502,10.021375184528209
-1.742638396890885,15.162354302500775
-1.4385835911093787,8.811025597714025
-0.7298880763773091,6.865292874080373
-1.678977303408725,15.780847019648997
-1.089430794211483,6.907809363309408
-1.6414300397571653,9.85794274588126
-1.5393671461219818,12.984455320652028
-2.1803461627265506,13.12957809832156
-2.1089497168040863,10.68108127247229
-1.2937821012776523,9.256130945881676
-1.9707171130389955,15.26838073125554
-1.6389660156096832,14.380460965173572
-2.441161982225367,17.834272153715688
-1.8741834074541075,13.274359049494487
