grid,density
-52632.57935139974,1.7187575041570743e-07
-52593.595571566424,1.8203548388737224e-07
-52554.611791733114,1.920827548502116e-07
-52515.6280118998,2.0201756330422957e-07
-52476.64423206648,2.1183990924942387e-07
-52437.66045223317,2.2154979268579298e-07
-52398.67667239985,2.322068982895737e-07
-52359.692892566534,2.442213570471265e-07
-52320.709112733224,2.571115357967701e-07
-52281.72533289991,2.7330579735556236e-07
-52242.74155306659,2.9239992459391455e-07
-52203.75777323328,3.13046117419262e-07
-52164.77399339996,3.346281351298091e-07
-52125.790213566645,3.5783017842644957e-07
-52086.806433733334,3.8081910380385763e-07
-52047.82265390002,4.037591986584264e-07
-52008.8388740667,4.2772956924615905e-07
-51969.85509423339,4.514328413754315e-07
-51930.87131440007,4.7486901504625275e-07
-51891.887534566755,4.993752755262082e-07
-51852.903754733445,5.252435390523334e-07
-51813.91997490013,5.511712518819805e-07
-51774.93619506681,5.780223462453502e-07
-51735.9524152335,6.084344719613527e-07
-51696.96863540018,6.391738497720525e-07
-51657.984855566865,6.723753369112731e-07
-51619.001075733555,7.056695594759293e-07
-51580.01729590024,7.397626211740951e-07
-51541.03351606692,7.755602900977318e-07
-51502.04973623361,8.116911915224163e-07
-51463.06595640029,8.494422687160799e-07
-51424.082176566975,8.876538767744169e-07
-51385.098396733665,9.254156347974533e-07
-51346.11461690035,9.639300767587592e-07
-51307.13083706703,1.0022702412739362e-06
-51268.14705723372,1.04014649794021e-06
-51229.1632774004,1.0777233420215968e-06
-51190.179497567085,1.1189972702436537e-06
-51151.195717733775,1.161397635540617e-06
-51112.21193790046,1.2047669150536477e-06
-51073.22815806714,1.2476019976497673e-06
-51034.24437823383,1.2899028833289672e-06
-50995.26059840051,1.3316695720912642e-06
-50956.276818567196,1.375218806256505e-06
-50917.293038733886,1.4201563143845207e-06
-50878.30925890057,1.465172269820988e-06
-50839.32547906725,1.5106515344311355e-06
-50800.34169923393,1.5570122593775704e-06
-50761.35791940062,1.6027862223922825e-06
-50722.374139567306,1.6492060247422402e-06
-50683.390359733996,1.69588668731927e-06
-50644.40657990068,1.7427942291978038e-06
-50605.42280006736,1.7908824223677758e-06
-50566.439020234044,1.839752941531934e-06
-50527.45524040073,1.8891833116473762e-06
-50488.471460567416,1.938830908395428e-06
-50449.487680734106,1.9889875348449364e-06
-50410.50390090079,2.0393444134696867e-06
-50371.52012106747,2.0902476698566183e-06
-50332.536341234154,2.1414230335066595e-06
-50293.552561400844,2.193775600435579e-06
-50254.56878156753,2.2457173478836983e-06
-50215.58500173421,2.299042835964578e-06
-50176.6012219009,2.3545556154880035e-06
-50137.61744206758,2.4118236747004666e-06
-50098.633662234264,2.4735349954376697e-06
-50059.649882400954,2.5386692016870597e-06
-50020.66610256764,2.6087861172572908e-06
-49981.68232273432,2.6798452226521502e-06
-49942.69854290101,2.7519505033380024e-06
-49903.71476306769,2.8243542193599183e-06
-49864.730983234374,2.897379656699912e-06
-49825.747203401064,2.971664330015039e-06
-49786.76342356775,3.0468429707279647e-06
-49747.77964373443,3.1242256933211356e-06
-49708.79586390112,3.20451921087345e-06
-49669.8120840678,3.2879469190676215e-06
-49630.828304234485,3.371232346094621e-06
-49591.844524401175,3.4558173972316338e-06
-49552.86074456786,3.5405993926214053e-06
-49513.87696473454,3.6252421455397276e-06
-49474.89318490123,3.710546763435669e-06
-49435.90940506791,3.7946002359209643e-06
-49396.925625234595,3.877415285706822e-06
-49357.941845401285,3.960455793920657e-06
-49318.95806556797,4.043617515184388e-06
-49279.97428573465,4.129417848897721e-06
-49240.99050590134,4.215542425136561e-06
-49202.00672606802,4.303769012790041e-06
-49163.022946234705,4.390683099614205e-06
-49124.039166401395,4.477239212322464e-06
-49085.05538656808,4.562906052495879e-06
