empl_chge_lc1vs0_iate,school
0.19348226718683503,10.0
-0.6561314834979083,10.0
-0.84494281868543,10.0
0.945692841418351,10.0
-1.0064907230465774,12.0
0.5348488850662148,10.0
-0.17750663801513133,8.0
-0.5012945001812743,10.0
0.5140829216959502,10.0
0.28396070907677595,9.0
1.3832264855414242,10.0
-0.8769711535691751,10.0
-0.20315471068873964,9.0
-0.30900037196505603,8.0
-0.6885925620519506,10.0
-1.2742951940684368,12.0
-0.013785470693807866,9.0
0.7669310625337044,10.0
0.6112494780097184,10.0
0.6735771192693415,12.0
1.0389574174377803,9.0
-0.13201401606238844,9.0
1.759654190162267,9.0
-1.1551552381266537,12.0
-1.2779368405702924,12.0
-1.2282012228479373,12.0
1.1030083464080185,10.0
2.2366299789057447,9.0
-0.19474240830381317,9.0
0.7004783076462677,10.0
-0.5795729727442487,10.0
-0.7740850018451025,12.0
0.2556931532509614,8.0
-0.7456553522870846,9.0
-0.37347974753997915,10.0
0.7769388974168199,10.0
-0.7652187664344375,10.0
-0.07621465039704661,10.0
1.5318977829809315,10.0
-0.4464310376354319,8.0
-0.5853448782456725,12.0
-1.28401740963856,12.0
-0.21566380838760535,9.0
-0.4340267573781114,9.0
-0.31346775306921404,12.0
-0.44239693323754126,12.0
-0.20932286758749127,12.0
-0.6587384725625713,12.0
-0.07349412323191945,9.0
-0.9997574944937051,12.0
-0.254379047303225,9.0
0.2857753351560003,10.0
0.9832261792628562,9.0
-0.8006883604148183,12.0
1.646412659587566,9.0
0.020150261832001526,9.0
1.322590485712704,10.0
-0.16830086380884582,10.0
-0.5839209503821947,10.0
-0.8265403245508942,12.0
1.7509948299627835,10.0
0.16046801893791363,8.0
-1.187653762339714,12.0
-0.24389060410859928,12.0
1.1272153546722774,8.0
-0.02258445740998727,10.0
1.2120198316363247,10.0
0.3463006888629179,8.0
-0.11837925775810193,8.0
-0.5247772229501366,10.0
2.079864172086026,9.0
0.39544014428129354,10.0
-0.4196759849535544,10.0
1.1524337334662893,10.0
-1.1521166745290445,12.0
-0.9634167948022159,10.0
-0.5453422981201134,10.0
0.6666494513194443,10.0
0.5096580440423704,12.0
1.4517159452015946,10.0
-0.7428061191956841,10.0
-0.9324086589977639,12.0
-0.0708192196109973,10.0
-1.1342814806760286,10.0
-0.24015640346631162,8.0
-0.4281509720397187,9.0
-0.017549189285268996,10.0
0.08314187591059807,10.0
1.9700375599991249,9.0
-0.26604671348066145,9.0
1.4431274486522965,10.0
1.0253038315072935,10.0
-0.9335430663136792,12.0
-0.3383814866922218,10.0
-0.6863659672846407,10.0
1.4563309729326495,9.0
-0.5012921884964866,12.0
1.2244150014060864,9.0
0.10325358397794482,9.0
0.167782965639094,10.0
-0.06522088831465278,10.0
-0.7387763401160594,12.0
0.39889371790338285,10.0
-0.22620092924556698,10.0
0.27973286551168286,9.0
-0.6813837673007856,12.0
1.042715275942969,9.0
-0.6102665915996517,10.0
1.6547640212993209,10.0
0.06710447210823561,10.0
1.261506079449823,8.0
-0.12452002668364232,10.0
1.1981694137222523,10.0
1.6480667532783304,10.0
0.4723977096511649,9.0
0.5764040837909852,10.0
0.020034179529311358,10.0
-0.9016373642386782,10.0
-0.15112230893682,9.0
-1.1126734393718425,12.0
-0.8117893988746361,9.0
-0.12859496040714946,10.0
1.1457490981889908,10.0
1.63680142012793,10.0
1.8363203343579357,9.0
-0.19694942423269074,10.0
0.43030078084021356,10.0
-0.7990705614977177,10.0
-0.5148589590097756,9.0
-0.11736448261705099,10.0
0.31612780724826584,8.0
1.0323661874412438,10.0
-0.30143405623396685,9.0
-0.07583006583612778,10.0
-0.4020993588794355,9.0
-0.4956229535645935,12.0
-0.24584878810364721,10.0
1.1443442737082392,10.0
-0.5792170374671181,12.0
1.1185622456268927,10.0
-0.37968106589607786,10.0
-0.20596170594076893,10.0
0.8458362451584277,10.0
-0.06852917512813511,10.0
-0.4794923788640046,10.0
-0.4139784740465601,9.0
1.2846120180458254,10.0
2.213154106676043,8.0
1.1691090957142825,9.0
-0.059416253187400625,9.0
0.6866369254480924,9.0
1.8550118144210082,9.0
0.4086139545449891,9.0
-0.3265132929023289,12.0
1.2655477209888675,9.0
-0.41708982225665525,10.0
-0.3694795696032014,10.0
-0.6112833783025833,12.0
0.6713983887754189,10.0
-0.3557326605351567,9.0
-1.0548318988013126,12.0
-0.3382453586252589,9.0
0.17362599073451823,10.0
0.2627595589949704,10.0
-0.17525815291986152,9.0
-0.8351048940856525,12.0
0.053919042064154765,9.0
1.188040281935225,10.0
-0.5899738269541508,10.0
-0.3300977369326793,10.0
-1.1611768272210239,12.0
0.13485727190327318,9.0
-0.9908396711873769,12.0
-0.22362743265405316,10.0
-0.49971106677545185,12.0
-0.07640406077893286,8.0
1.2980150783484128,10.0
-0.6749952017873703,10.0
0.9948274358378627,12.0
-0.6325029125316368,12.0
-0.3421230745870592,12.0
1.1635353610171466,9.0
-0.5598374283989749,10.0
